Variant,Year,Trades,Wins,Losses,Win Rate %,Gross Return %,Net Return %,Average R,Expectancy R,Profit Factor,Max Drawdown %,Ending Equity,Survivorship Bias Warning,Candidate Source
T1_63D,2022,29,4,25,13.793103448275861,-10.62736757262196,-10.735766251110723,-0.6821402431555947,-0.6821402431555947,0.2850668929801527,-12.923100557260003,111138.12208153677,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T1_63D,2023,28,15,13,53.57142857142857,7.266453174252117,5.09185285072522,0.40110654724570394,0.40110654724570394,1.7061717831071805,-4.264245310085856,116797.11171898799,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T1_63D,2024,20,9,11,45.0,4.787194742854071,3.5387744704929114,0.19335925992628553,0.19335925992628553,1.5204170229906044,-2.639205099942532,120930.29809077262,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T1_63D,2025,16,4,12,25.0,-1.962643740945021,-1.9126899839017386,-0.2626179995647272,-0.2626179995647272,0.6566827839576311,-4.053010879528863,118617.27639168789,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T1_63D,2026,8,2,6,25.0,-1.7008627591805068,-2.5031785233709525,-0.4002787838917932,-0.4002787838917932,0.475983048017144,-3.6434604462587727,115648.0742040436,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2012,26,14,12,53.84615384615385,3.8367605874965376,2.8430354416808523,0.15654917830426654,0.15654917830426654,1.3848382926736074,-2.4902717665856944,102843.03544168086,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2013,25,10,15,40.0,1.5275548459509636,0.5693533698237996,0.10210864382362515,0.10210864382362515,1.0569868243044342,-4.129479633330535,103428.57572959716,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2014,35,21,14,60.0,13.825216745764724,12.020396695588587,0.456744211693667,0.456744211693667,2.2355005603877207,-3.710591630709792,115861.100828892,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2015,22,6,16,27.27272727272727,-4.539118901110116,-5.039639930820039,-0.30370738697783345,-0.30370738697783345,0.5106919247643514,-5.52169020567611,110022.11852723149,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2016,16,8,8,50.0,0.30187390512188994,-0.32810856835052693,-0.02455190509981485,-0.02455190509981485,0.9412750015992181,-4.5683447337126815,109661.12652926287,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2017,23,12,11,52.17391304347826,2.3962680406762096,1.639765294237261,0.08535207737380825,0.08535207737380825,1.2263484657695327,-4.239208099080449,111459.31162335932,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2018,24,10,14,41.66666666666667,0.5439024978076614,-0.568857789805921,-0.015097950412733013,-0.015097950412733013,0.9572667884662845,-5.443767637135188,110825.26664672578,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2019,24,12,12,50.0,2.9013448679161122,1.950286388712641,0.11440049874121355,0.11440049874121355,1.3236963947664495,-2.6126727333321664,112986.67673739136,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2020,18,9,9,50.0,0.23135321441105205,-0.3670160782585419,-0.021958543414500948,-0.021958543414500948,0.949093119405654,-5.970640475347421,112571.99746747513,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2021,34,18,16,52.94117647058824,11.328136485029447,10.032059194774256,0.3901029724220648,0.3901029724220648,1.9351514873511686,-4.17583395736113,123865.286890152,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2022,33,8,25,24.242424242424242,-6.256730752014533,-6.489141967737333,-0.41930915851507244,-0.41930915851507244,0.4486146298145322,-10.10209032398196,115827.4925751049,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2023,27,17,10,62.96296296296296,10.650627185698976,8.314442311826475,0.5359887318951252,0.5359887318951252,3.0194078192205565,-3.620053951208435,125457.9026264971,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2024,22,10,12,45.45454545454545,1.1212780710957686,0.022927510172143784,-0.11650912855041184,-0.11650912855041184,1.0275090307412356,-4.120312533425741,125486.66699988354,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2025,19,7,12,36.84210526315789,-0.023650850387732427,-0.8790833787041596,-0.06509711924818702,-0.06509711924818702,0.8563880352789551,-2.463510734667518,124383.53456779773,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_10D,2026,7,1,6,14.285714285714285,-1.6694891924088195,-1.7282909074144648,-0.3765756774201092,-0.3765756774201092,0.3634109485347221,-2.410622309155086,122233.82524954175,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2012,23,11,12,47.82608695652174,7.061114620062455,6.149297181912217,0.3682135281542063,0.3682135281542063,1.7711756667605136,-2.2027588151195765,106149.29718191222,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2013,23,7,16,30.434782608695656,-0.7098093038699537,-1.5913895624054986,-0.028014592206746503,-0.028014592206746503,0.8602029191125379,-7.198982120588704,104460.04834599247,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2014,33,18,15,54.54545454545454,17.012575328278537,16.125579054754358,0.64159251349252,0.64159251349252,2.2461173893736386,-3.1111380044521297,121304.83602266012,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2015,22,5,17,22.727272727272727,-4.996077619832177,-6.216000360356755,-0.3496997586829424,-0.3496997586829424,0.5311584206832115,-6.626005002147806,113764.52697836139,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2016,15,5,10,33.33333333333333,0.0221919470506317,-0.582395133138236,-0.02534818748784707,-0.02534818748784707,0.916690153013095,-6.080902672639088,113101.96791000168,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2017,19,9,10,47.368421052631575,3.9248926467052283,5.061410435239777,0.2341461891831262,0.2341461891831262,1.4631348679004104,-3.7538103788775867,118826.52271626005,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2018,26,11,15,42.30769230769231,4.911363767846908,2.061352876643774,0.21018484197534462,0.21018484197534462,1.3376678324260072,-5.365827800387546,121275.95666048746,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2019,22,8,14,36.36363636363637,0.5972382004532463,-0.26721394135165166,-0.01126104537777996,-0.01126104537777996,0.9699746886089833,-4.949911505297178,120951.89039678304,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2020,17,8,9,47.05882352941176,2.1589191317071776,2.4468443522944305,0.13076823997014697,0.13076823997014697,1.2217798166043832,-5.293777545206146,123911.39489595008,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
