Variant,Year,Trades,Wins,Losses,Win Rate %,Gross Return %,Net Return %,Average R,Expectancy R,Profit Factor,Max Drawdown %,Ending Equity,Survivorship Bias Warning,Candidate Source
T2_20D,2021,34,15,19,44.11764705882353,10.16133082864025,8.031869476122623,0.371005868895374,0.371005868895374,1.6128588729581605,-6.967235821611217,133863.79640003567,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2022,30,5,25,16.666666666666664,-9.446150721085184,-9.592647792202646,-0.5850921235240644,-0.5850921235240644,0.350570488043652,-12.149917834172708,121022.71389010901,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2023,25,12,13,48.0,7.452448931496923,5.38208984648938,0.3268819856426366,0.3268819856426366,1.9914303842208516,-4.382797286967888,127536.26508633446,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2024,21,8,13,38.095238095238095,3.7664987824927083,2.5008683457793612,0.03380688175032096,0.03380688175032096,1.3751296984413381,-1.9569876925801255,130725.77916926786,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2025,18,7,11,38.88888888888889,-0.6521666069998426,-0.8339495962788601,-0.14636135375765782,-0.14636135375765782,0.8015181783528771,-3.216276635716908,129635.59206165335,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_20D,2026,7,2,5,28.57142857142857,-1.4958945201726228,-2.112655430508248,-0.39097386912176635,-0.39097386912176635,0.4579304779400732,-3.0351742785407976,126896.83868609132,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2012,22,8,14,36.36363636363637,2.0353248337827923,1.1838427904149906,0.09157544927029408,0.09157544927029408,1.1209062938738772,-4.491931476462174,101183.84279041499,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2013,22,7,15,31.818181818181817,0.10092899935658023,-0.7380761532836289,0.021867793667686996,0.021867793667686996,0.931552834204884,-7.5834070529391395,100437.02897580294,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2014,32,17,15,53.125,17.474275145861366,16.607448718545783,0.6493905582752649,0.6493905582752649,2.271458031763339,-3.682959318136203,117117.05705739038,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2015,22,4,18,18.181818181818183,-6.062313071119308,-7.279119558422242,-0.40150911654375127,-0.40150911654375127,0.4965415161468463,-7.611057408191879,108591.96645087734,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2016,15,5,10,33.33333333333333,0.03821992509894835,-0.567915108399164,-0.0208445514316162,-0.0208445514316162,0.9270029387274598,-7.119029320600667,107975.25626689506,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2017,19,9,10,47.368421052631575,5.161141111732237,6.680091487824447,0.33943371852481985,0.33943371852481985,1.5864844762619965,-3.423444978789303,115188.10216973654,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2018,25,10,15,40.0,5.320832117748353,2.1547404945308823,0.255178762052377,0.255178762052377,1.363051307351129,-5.570188646243334,117670.10685206945,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2019,20,8,12,40.0,0.20359150196771564,0.032079525533701414,-0.03261038988000246,-0.03261038988000246,0.9273506949768006,-5.265146386432706,117707.85486404259,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2020,17,7,10,41.17647058823529,2.7311836762399917,2.409003691223255,0.19400429863266655,0.19400429863266655,1.2735274905542908,-6.101643591818595,120543.44143257709,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2021,34,14,20,41.17647058823529,11.179831244762587,9.0496865664345,0.41196227692943904,0.41196227692943904,1.6268218658115077,-7.340165949797239,131452.24505861886,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2022,29,4,25,13.793103448275861,-9.983873708448316,-10.093750104873845,-0.6454757402328561,-0.6454757402328561,0.3259889858071025,-12.674597587499115,118183.7839351555,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2023,24,10,14,41.66666666666667,7.0425492046648275,6.428509378358105,0.3730617137124151,0.3730617137124151,1.8638822961136923,-5.018438574171058,125781.23956912546,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2024,21,9,12,42.857142857142854,5.594118202309859,2.991779223638491,0.21965070637130382,0.21965070637130382,1.5644899764152618,-3.2902967687141738,129544.3365617895,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2025,18,5,13,27.77777777777778,-2.1310624156630746,-2.295237204590994,-0.27436708529976195,-0.27436708529976195,0.6283563865778237,-4.378458566326104,126570.98675258274,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_30D,2026,7,0,7,0.0,-4.384961251165252,-5.011595899966936,-1.0639515116820353,-1.0639515116820353,0.0,-6.068305347844349,120227.76036994261,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2012,22,8,14,36.36363636363637,-0.8261531159758201,-1.6560826474938062,-0.07513242205960875,-0.07513242205960875,0.868097158623092,-7.32691331020906,98343.91735250619,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2013,22,7,15,31.818181818181817,0.8623298906898051,0.024390860763046085,0.07115437996034141,0.07115437996034141,0.9973189951239012,-7.575323144300672,98367.90428045657,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2014,31,17,14,54.83870967741935,20.885371792994196,20.07965046540836,0.8045685031654548,0.8045685031654548,2.6497474043938225,-2.8798755173459534,118119.83563011972,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2015,22,4,18,18.181818181818183,-6.068472302969034,-7.283980216304753,-0.40150911654375127,-0.40150911654375127,0.4947499807487501,-7.615489478583215,109516.01017129011,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2016,15,4,11,26.666666666666668,-0.332739650386007,-0.9394839187935267,-0.05158624861726113,-0.05158624861726113,0.8854395099084452,-8.319644666160519,108487.12486722655,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2017,17,7,10,41.17647058823529,3.8054557592158367,4.985686326382921,0.30435453766936255,0.30435453766936255,1.4217162624180661,-4.285856477804351,113895.95261761782,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2018,24,8,16,33.33333333333333,2.212551032712961,-0.5182206568236758,0.08799826752615043,0.08799826752615043,1.1035339916502385,-5.7040223719148075,113305.72026386722,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2019,19,5,14,26.31578947368421,-1.4528678848003673,-1.9243563305205713,-0.1699313420122359,-0.1699313420122359,0.7774992679516015,-7.469098334169921,111125.31446312756,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2020,18,8,10,44.44444444444444,3.2389722004875736,3.234447717869404,0.2143439127162791,0.2143439127162791,1.3274850829676481,-6.136693459688547,114719.6046607554,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2021,34,15,19,44.11764705882353,14.958459173849246,12.819440653501424,0.5434491884309722,0.5434491884309722,1.866478390040919,-7.438089929550373,129426.01629817238,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2022,29,4,25,13.793103448275861,-10.143797467931208,-10.255632633154976,-0.6564552422287631,-0.6564552422287631,0.31661118140226263,-12.852961760554638,116152.55953490453,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2023,24,10,14,41.66666666666667,7.8726470494217295,7.273364344054389,0.4078098760969307,0.4078098760969307,1.834350991744476,-5.347772912576976,124600.75838482282,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2024,21,9,12,42.857142857142854,6.684379363043572,4.0588835714316485,0.2876104574285316,0.2876104574285316,1.6888427163567086,-3.210105713422895,129658.15809678365,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2025,16,4,12,25.0,-2.078395544194195,-2.0017662637339395,-0.29504533184653897,-0.29504533184653897,0.6136370482138318,-3.9077110853678487,127062.70482982341,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_45D,2026,8,0,8,0.0,-4.562767705115692,-5.388930485205501,-0.9779821817796992,-0.9779821817796992,0.0,-6.692930393868258,120215.38399392238,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2012,21,7,14,33.33333333333333,1.1140432150639108,0.5622466553309113,0.040909669857716234,0.040909669857716234,1.027681492900267,-6.413836651472293,100562.2466553309,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2013,23,8,15,34.78260869565217,1.1913534762810063,0.06143649968946008,0.0869663903763532,0.0869663903763532,1.0242700276149386,-7.602356742645744,100624.02857968502,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2014,31,17,14,54.83870967741935,21.825919675754236,21.021315516034544,0.840979345390063,0.840979345390063,2.7214760852002606,-3.3636416210521602,121776.52311236538,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2015,22,4,18,18.181818181818183,-5.923061283760304,-7.146756307200586,-0.40150911654375127,-0.40150911654375127,0.5060291816010333,-7.480204046768746,113073.45176614283,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2016,15,4,11,26.666666666666668,-0.7233286616174325,-1.3285003936172157,-0.08495834823013311,-0.08495834823013311,0.8450954379536992,-8.668649629726477,111571.27051435305,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2017,17,7,10,41.17647058823529,4.871677153406295,6.069256644524601,0.3978019113379057,0.3978019113379057,1.5180986368590996,-4.786758847544236,118342.81726342592,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2018,24,8,16,33.33333333333333,1.5782587720389232,-1.1484543808999437,0.05488171524423082,0.05488171524423082,1.0500945826756731,-5.8673469118579185,116983.7039940837,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2019,18,4,14,22.22222222222222,-2.3590873772623877,-1.8865928663810205,-0.24668552473239508,-0.24668552473239508,0.6922395281358732,-7.627201902257285,114776.69777970303,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2020,19,8,11,42.10526315789473,4.351014377174728,3.4126775444482282,0.2713933243983719,0.2713933243983719,1.4180270431770288,-6.962822768203935,118693.65637109015,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2021,34,15,19,44.11764705882353,14.49783474803439,12.32095282462502,0.5434491884309721,0.5434491884309721,1.8156824779194938,-7.4119498431452495,133317.8457783947,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2022,29,3,26,10.344827586206897,-11.033823568168707,-11.14047445180426,-0.7025763086596604,-0.7025763086596604,0.28875809026948085,-13.678932964368151,118465.60522975682,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2023,24,10,14,41.66666666666667,6.342904047358513,5.71392772287278,0.3342896366792318,0.3342896366792318,1.6345583045963206,-5.573391442962139,125234.64428904893,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2024,21,9,12,42.857142857142854,5.99339986951326,3.3833468369538044,0.24345418809855796,0.24345418809855796,1.6117066998740213,-3.2087965238380756,129471.76666537282,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2025,15,3,12,20.0,-2.0275286127336556,-2.4569361478640195,-0.28071181178563326,-0.28071181178563326,0.6350202562782151,-3.7598012994507823,126290.72802889312,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
T2_63D,2026,7,0,7,0.0,-4.366504501467946,-4.576912921751108,-1.0642332091036562,-1.0642332091036562,0.0,-5.414434132475221,120510.51137876516,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,REFERENCE
