Variant,Ticker,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Candidate Source,Survivorship Bias Warning
T1_63D,INFY.NS,25,16,9,64.0,3.110019052665051,5.377723306277337,0.7056524517640991,1.5814175366678414,2.6260634756655103,0.7056524517640991,16.2,3,14596.50856084475,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,ITC.NS,16,6,10,37.5,0.12199303546753287,-2.9097590742657413,0.06222290583856188,-1.03292470138939,1.066974981391934,0.06222290583856188,11.6875,2,567.2383257550534,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,LT.NS,22,8,14,36.36363636363637,-0.3222852537718308,-3.0410302022240945,-0.08314120657785243,-1.0366687887915815,0.9157671449780959,-0.08314120657785243,11.272727272727273,6,-950.6597837750121,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,M&M.NS,18,9,9,50.0,1.9260603503447231,1.1650673375184493,0.5279169117067153,0.22109683151133352,1.9352163702380465,0.5279169117067153,13.222222222222221,3,7145.612851286227,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,MARUTI.NS,19,9,10,47.368421052631575,0.4640943239933548,-2.6531745667331497,0.2320669311926756,-1.0273305342812804,1.300753985016813,0.2320669311926756,12.473684210526315,5,2214.4298775185853,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,SBIN.NS,22,5,17,22.727272727272727,-1.2942412037896538,-3.3280964227503356,-0.3943061990404498,-1.0381697846860312,0.5487212757859573,-0.3943061990404498,7.136363636363637,5,-6451.034821083017,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,SUNPHARMA.NS,14,4,10,28.57142857142857,-1.0265775941176145,-2.918082033173955,-0.3126731278394068,-1.0359314193130458,0.591605105042342,-0.3126731278394068,20.142857142857142,4,-3302.938462341531,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,TCS.NS,17,4,13,23.52941176470588,-1.0820422031055315,-2.8803351180245107,-0.3756683823110524,-1.0436015149304738,0.4665698150073018,-0.3756683823110524,7.176470588235294,6,-5646.36108280305,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,TITAN.NS,21,10,11,47.61904761904761,1.4046518917537616,-2.0902990073021583,0.2936803149498295,-1.0155351727681565,1.5268962897535099,0.2936803149498295,12.904761904761905,3,4630.696657193752,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_63D,TMPV.NS,7,1,6,14.285714285714285,-2.9662873120801123,-4.654615398493882,-0.6437740463051759,-1.0322604104656046,0.2564389061179462,-0.6437740463051759,4.714285714285714,5,-3739.2455156772676,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
