Variant,Ticker,Signal Date,Entry Date,Exit Date,Signal,Setup,Market Regime,Entry Method,Nominal Entry,Executed Entry,Stop,Target,Target Name,Quantity,Initial Risk Per Share,Portfolio Risk Budget,Position Value,Capital Constraint Reason,Exit Reason,Nominal Exit,Executed Exit,Gross PnL,Entry Slippage Cost,Exit Slippage Cost,Slippage Cost,Entry Transaction Cost,Exit Transaction Cost,Transaction Cost,Net PnL,Net Return %,R Multiple,Result,Bars Held,Portfolio Equity At Entry,Technical Score,Actionability Score,Planned R:R T1,RS 60D,Conservative Entry-Bar Ambiguity,Candidate Source,Survivorship Bias Warning
T1_10D,HCLTECH.NS,2012-09-24,2012-09-25,2012-10-04,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,96.502,96.55025099999999,92.9095,102.91,T1,207,3.6407509999999945,754.5233778346297,19985.901957,NONE,TARGET,102.91,102.858545,1326.4560000000004,9.98795699999863,10.651184999997938,20.639141999996568,9.9929509785,10.6458594075,20.638810386,1285.1780476140038,6.430423057108385,1.7053046478597487,WIN,7,100603.1170446173,72.0,91.0,1.7837,8.2186,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,SUNPHARMA.NS,2012-10-08,2012-10-09,2012-10-22,BUY,BREAKOUT,STRONG BULL,NEXT_OPEN,322.251855550312,322.4129814780871,293.503,373.2106,T1,26,28.909981478087104,764.1622131917347,8382.737518430264,NONE,TIME_10D,317.2599792480469,317.1013492584229,-129.78878385889254,4.189274122153051,4.124379730223723,8.313653852376774,4.191368759215132,4.122317540359498,8.31368629957463,-146.41612401084396,-1.7466385376964728,-0.19479048747578354,LOSS,10,101888.2950922313,79.0,82.0,1.5,6.1595,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,M&M.NS,2012-10-19,2012-10-22,2012-10-29,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,358.2566183491167,358.43574665829124,346.8445,383.6518,T1,65,11.591246658291254,762.7542747593959,23298.32353278893,NONE,TARGET_GAP,384.91605267941605,384.72359465307636,1732.8632314694576,11.643340096344446,12.509771712080067,24.153111808424512,11.649161766394466,12.503516826224983,24.15267859261945,1684.5574410684137,7.2303804979686594,2.2358482299737323,WIN,4,101700.56996791947,77.0,77.0,1.9963,9.825,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,SUNPHARMA.NS,2012-10-22,2012-10-29,2012-11-09,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,310.4074472120874,310.5626509356934,301.4076,330.7836,T1,83,9.155050935693396,775.6982730696665,25776.70002766255,MAX_POSITION_PCT,TIME_10D,315.03631591796875,314.8787977600098,384.1961025881528,12.881909059298607,13.074007110594948,25.955916169893555,12.888350013831277,13.067470107040407,25.955820120871685,332.2843662973876,1.2890880754355403,0.4372915156987392,WIN,10,103426.43640928887,71.0,87.0,1.6578,3.9112,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,HINDUNILVR.NS,2012-11-07,2012-11-08,2012-11-16,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,423.0409741633658,423.25249465044743,410.8628,450.8007,T1,61,12.389694650447439,780.2792385678143,25818.402173677292,MAX_POSITION_PCT,STOP,410.8628,410.65736860000004,-742.8686239653127,12.902749711981073,12.531315399997084,25.434065111978157,12.909201086838646,12.525049742300002,25.434250829138648,-793.7369399064296,-3.0743069790572495,-1.05023419456126,LOSS,5,104037.23180904191,70.0,81.0,1.8514,7.3805,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,LT.NS,2012-11-08,2012-11-09,2012-11-19,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,590.757,591.0523784999999,570.0464,625.0252,T1,37,21.00597849999997,777.7772212707275,21868.938004499996,NONE,STOP,570.0464,569.7613768,-766.2922,10.929004499998882,10.545858399998338,21.47486289999722,10.934469002249998,10.5405854708,21.475054473049997,-809.2421173730472,-3.700417995636224,-1.0411992270510015,LOSS,5,103703.62950276367,71.0,85.0,1.6546,10.2019,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,CIPLA.NS,2012-11-19,2012-11-20,2012-11-29,BUY,PULLBACK,NEUTRAL,PULLBACK_LIMIT,347.5495,347.72327475000003,334.6527,367.4329,T1,58,13.070574750000048,764.213977866594,20167.9499355,NONE,TARGET,367.4329,367.24918355000005,1153.2371999999996,10.078935500000398,10.655554099997858,20.734489599998255,10.08397496775,10.650226322950003,20.734201290700003,1111.7685091093015,5.512550916998985,1.4665324928308876,WIN,7,101895.1970488792,82.0,86.0,1.5417,3.9491,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ITC.NS,2012-11-19,2012-11-21,2012-11-29,BUY,PULLBACK,NEUTRAL,PULLBACK_LIMIT,115.2419,115.29952095,111.1317,123.5193,T1,183,4.1678209500000065,764.2404204634684,21099.81233385,NONE,TARGET,123.5193,123.45754035,1514.7642,10.544633850000082,11.302015949999827,21.84664979999991,10.549906166925,11.296364942025,21.84627110895,1471.0712790910502,6.971963806194808,1.9287394937995088,WIN,6,101898.72272846245,70.0,92.0,2.0138,5.4873,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ICICIBANK.NS,2012-11-12,2012-11-16,2012-11-30,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,167.1011,167.18465055,161.0234,176.233,T1,125,6.161250549999977,775.1579011336669,20898.08131875,NONE,TARGET_GAP,176.27308343349884,176.1849468917821,1146.4979291873547,10.443818749998002,11.017067714593765,21.460886464591766,10.449040659375,11.01155918073638,21.460599840111378,1103.5764428826515,5.280754850410645,1.432925259476949,WIN,10,103354.38681782226,75.0,89.0,1.5025,4.079,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ITC.NS,2012-12-17,2012-12-18,2012-12-21,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,120.8902,120.95064509999999,117.1941,126.6176,T1,211,3.7565450999999825,793.8161846204233,25520.5861161,NONE,STOP,117.1941,117.13550295000002,-779.8770999999973,12.753916099999046,12.363977549997642,25.117893649996688,12.76029305805,12.357795561225004,25.118088619275003,-830.1130822692691,-3.252719504531995,-1.0472881648685624,LOSS,4,105842.15794938977,71.0,87.0,1.5496,0.9038,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,HCLTECH.NS,2012-12-21,2012-12-31,2013-01-11,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,107.7384,107.79226919999999,104.134,114.9281,T1,215,3.6582691999999923,787.5903365034038,23175.337878,NONE,TIME_10D,112.1285400390625,112.07247576904298,943.8801083984378,11.581877999998724,12.053818054196554,23.63569605419528,11.587668939,12.047791145172122,23.635460084172124,896.6089522600704,3.8688063879802495,1.139958261288829,WIN,10,105012.04486712051,71.0,87.0,1.9947,6.3468,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,SUNPHARMA.NS,2013-01-11,2013-01-14,2013-01-18,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,332.6458,332.81212289999996,321.1765,352.1128,T1,68,11.635622899999987,794.3149036453544,22631.224357199997,NONE,STOP,321.1765,321.01591175,-779.9124000000022,11.309957199996916,10.920000999999274,22.22995819999619,11.315612178599999,10.9145409995,22.230153178099997,-824.3725113780984,-3.6426332856173063,-1.041897393161907,LOSS,5,105908.65381938059,71.0,89.0,1.6973,-2.6262,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,CIPLA.NS,2013-01-18,2013-01-21,2013-01-24,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,375.5431,375.73087154999996,363.8911,398.6365,T1,66,11.839771549999966,788.1321098100186,24798.237522299998,NONE,STOP,363.8911,363.70915445,-769.0319999999991,12.392922299998645,12.008406299997773,24.40132859999642,12.39911876115,12.002402096850002,24.401520858,-817.8348494579956,-3.2979555451170732,-1.046594274278879,LOSS,4,105084.28130800248,70.0,81.0,1.9819,5.768,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,SBIN.NS,2013-01-24,2013-01-30,2013-02-04,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,206.6236,206.7269118,200.7073,215.9371,T1,126,6.019611800000007,781.9983484390835,26047.5908868,MAX_POSITION_PCT,STOP,200.7073,200.60694635000002,-745.4538000000009,13.017286800000022,12.644559899998512,25.661846699998534,13.023795443400001,12.63823762005,25.662033063450004,-796.7776797634494,-3.0589304140492635,-1.0505050141397803,LOSS,4,104266.44645854448,80.0,85.0,1.5742,6.0504,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ICICIBANK.NS,2013-02-01,2013-02-05,2013-02-08,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,186.8494594596785,186.94288418940835,180.7131,197.4258,T1,124,6.229784189408349,776.0225158408577,23180.917639486634,NONE,STOP,180.7131,180.62274345,-760.908573000136,11.584666486499259,11.20421219999946,22.78887868649872,11.590458819743317,11.198610093900001,22.78906891364332,-806.486520600278,-3.479096613615071,-1.0440046325016814,LOSS,4,103469.66877878104,71.0,89.0,1.5585,3.3899,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,HCLTECH.NS,2013-02-05,2013-02-06,2013-02-19,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,116.9662,117.02468309999999,112.2158,125.4219,T1,161,4.8088830999999885,776.8919161407961,18840.9739791,NONE,TIME_10D,123.02326965332033,122.96175801849367,975.1882141845725,9.415779099998304,9.903373207091974,19.319152307090278,9.42048698955,9.898421520488741,19.31890851003874,936.5501533674435,4.9708160226023566,1.2096533804147673,WIN,10,103585.58881877281,77.0,87.0,1.78,5.1663,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ITC.NS,2013-02-15,2013-02-19,2013-02-22,BUY,PULLBACK,NEUTRAL,PULLBACK_LIMIT,123.3251,123.38676255,120.1568,128.4352,T1,209,3.229962549999996,774.4916969976497,25787.83337295,MAX_POSITION_PCT,STOP,120.1568,120.09672160000001,-662.1747000000005,12.887472949998767,12.556385599998904,25.44385854999767,12.893916686475,12.5501074072,25.444024093675,-713.0625826436732,-2.7651124168951555,-1.056291718328126,LOSS,4,103265.55959968663,71.0,82.0,1.6129,-0.6008,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,AXISBANK.NS,2013-02-14,2013-02-15,2013-02-26,BUY,PULLBACK,NEUTRAL,PULLBACK_OPEN,270.2712969342511,270.4064325827182,260.9772,286.1346,T1,82,9.429232582718214,777.3570577183779,22173.327471782894,NONE,STOP,260.9772,260.8467114,-762.1159486085915,11.081123174302093,10.700065199998221,21.781188374300314,11.086663735891447,10.6947151674,21.781378903291447,-805.6785158861832,-3.633548085696499,-1.042009269420009,LOSS,8,103647.60769578372,77.0,88.0,1.6904,11.6595,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,SUNPHARMA.NS,2013-04-01,2013-04-02,2013-04-02,BUY,PULLBACK,NEUTRAL,PULLBACK_OPEN,368.6088448352664,368.793149257684,358.1397,385.1957,T1,69,10.653449257683974,770.3973602148652,25446.727298780195,MAX_POSITION_PCT,TARGET,385.1957,385.00310215,1144.4930063666188,12.717005146814188,13.289251649997937,26.006256796812124,12.723363649390098,13.282607024175,26.0059706735651,1092.4807788962416,4.29320739782758,1.4861904706771236,WIN,1,102719.6480286487,78.0,82.0,1.5403,15.8149,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,INFY.NS,2013-03-15,2013-03-18,2013-04-02,BUY,PULLBACK,BULL,PULLBACK_OPEN,251.3363042669905,251.46197241912398,244.94,263.9239,T1,101,6.521972419123983,765.6074348476375,25397.65921433152,MAX_POSITION_PCT,TIME_10D,260.3505554199219,260.2203801422119,910.4393664460679,12.692483365480598,13.147703048705182,25.84018641418578,12.698829607165761,13.141129197181703,25.839958804347464,858.7592212275346,3.3812534217442742,1.3036802366529048,WIN,10,102080.99131301833,79.0,86.0,1.9578,26.1243,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,WIPRO.NS,2013-03-14,2013-03-20,2013-04-04,BUY,PULLBACK,BULL,PULLBACK_LIMIT,67.912,67.945956,65.3718,72.2774,T1,297,2.574156000000002,765.3206490260222,20179.948932,NONE,TIME_10D,70.5496826171875,70.51440777587891,783.3917373046856,10.084931999996797,10.476627868651804,20.5615598686486,10.089974466,10.471389554718018,20.561364020718017,742.2688134153191,3.678249216172591,0.9708897184129366,WIN,10,102042.75320346963,81.0,79.0,1.7185,13.9233,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ITC.NS,2013-05-21,2013-05-22,2013-05-30,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,135.97448300272796,136.04247024422932,131.5639,146.3022,T1,175,4.478570244229331,785.8087509491806,23807.43229274013,NONE,TARGET,146.3022,146.2290489,1807.350474522606,11.897767262737347,12.801442499998217,24.699209762735563,11.903716146370066,12.79504177875,24.698757925120066,1757.9525068347502,7.384049170942397,2.243002196770765,WIN,7,104774.50012655742,75.0,85.0,1.8481,6.7937,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,AXISBANK.NS,2013-05-23,2013-05-24,2013-06-04,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,274.65,274.78732499999995,262.9187,292.5234,T1,66,11.868624999999952,788.9289286969718,18135.963449999996,NONE,STOP,262.9187,262.78724065,-774.2657999999984,9.063449999998397,8.676317100000006,17.739767099998403,9.067981724999997,8.67197894145,17.739960666449996,-809.7455277664468,-4.464860827487205,-1.0337230835774995,LOSS,8,105190.5238262629,72.0,81.0,1.5236,1.6261,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,M&M.NS,2013-05-23,2013-05-24,2013-06-06,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,418.1587,418.36777935,399.4095,447.3031,T1,41,18.958279349999998,788.2598977937336,17153.07895335,NONE,TIME_10D,432.1314392089844,431.91537348937993,572.882307568359,8.572253349998675,8.858694503782203,17.43094785378088,8.576539476675,8.85426515653229,17.430804633207288,538.0205550813707,3.1365829804933956,0.6921752929524305,WIN,10,105101.31970583115,78.0,85.0,1.5544,6.3312,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ICICIBANK.NS,2013-06-03,2013-06-04,2013-06-11,BUY,PULLBACK,BULL,PULLBACK_LIMIT,186.5798,186.6730899,178.9229,198.4514,T1,103,7.750189900000009,798.9015136592527,19227.3282597,NONE,STOP,178.9229,178.83343855,-788.6607000000008,9.60885970000021,9.214529349998713,18.823389049998923,9.613664129850001,9.209922085325001,18.823586215175002,-826.3076752651748,-4.297568877508037,-1.0351236186128792,LOSS,6,106520.2018212337,75.0,78.0,1.5504,5.7556,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,HDFCBANK.NS,2013-06-03,2013-06-04,2013-06-11,BUY,PULLBACK,BULL,PULLBACK_OPEN,151.71285344253354,151.7887098692548,146.9263,160.5423,T1,164,4.862409869254805,799.3678023056486,24893.348418557787,NONE,STOP,146.9263,146.85283685000002,-784.9947645755014,12.440453982286499,12.047956599996837,24.488410582283336,12.446674209278894,12.041932621700003,24.488606830978895,-833.9717819887637,-3.3501792043654706,-1.0458175944336325,LOSS,6,106582.37364075315,71.0,78.0,1.621,5.5728,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
T1_10D,ITC.NS,2013-06-14,2013-06-17,2013-06-24,BUY,PULLBACK,NEUTRAL,PULLBACK_LIMIT,136.9439,137.01237195000002,132.3883,147.4769,T1,170,4.62407195000003,786.8699887581002,23292.1032315,NONE,STOP,132.3883,132.32210584999999,-774.4520000000045,11.640231500000482,11.2530055000002,22.89323700000068,11.64605161575,11.247378997249998,22.893430613,-820.2386676130052,-3.521531136371244,-1.0434382057787832,LOSS,6,104915.99850108003,81.0,90.0,2.3121,12.698,False,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
