Ticker,Signal Date,Signal_New,Setup_New,Market Regime_New,Technical Score_New,Actionability Score_New,Entry Low_New,Entry High_New,Stop Loss_New,Target 1_New,Target 2_New,R:R T1_New,Signal_Ref,Setup_Ref,Market Regime_Ref,Technical Score_Ref,Actionability Score_Ref,Entry Low_Ref,Entry High_Ref,Stop Loss_Ref,Target 1_Ref,Target 2_Ref,R:R T1_Ref,_merge,Candidate Source,Survivorship Bias Warning
HCLTECH.NS,2017-01-30,WAIT FOR BETTER ENTRY,PULLBACK,BULL,64.0,20.0,308.5772,314.3986,298.666,327.6689,353.7302,0.8435,WAIT FOR BETTER ENTRY,PULLBACK,BULL,64.0,20.0,308.5772,314.3986,298.666,327.6689,353.7304,0.8435,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-02,WAIT FOR BETTER ENTRY,PULLBACK,BULL,68.0,20.0,305.6447,312.6344,294.0563,327.6689,359.0795,0.8093,WAIT FOR BETTER ENTRY,PULLBACK,BULL,68.0,20.0,305.6447,312.6344,294.0563,327.6689,359.0796,0.8093,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-03,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,67.0,20.0,306.2109,313.1101,294.0563,327.6689,360.7446,0.7641,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,67.0,20.0,306.2109,313.1101,294.0563,327.6689,360.7447,0.7641,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-14,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,311.5103,315.7827,294.0563,324.184,327.6689,0.3867,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,311.5103,315.7828,294.0563,324.1841,327.6689,0.3867,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-15,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,311.5273,315.1375,298.666,324.184,327.6689,0.5492,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,311.5274,315.1376,298.666,324.1841,327.6689,0.5492,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-22,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,20.0,311.6984,316.6179,301.7288,327.3589,353.8406,0.7214,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,20.0,311.6984,316.6178,301.7287,327.3589,353.8404,0.7214,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-23,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,66.0,20.0,311.8802,317.848,301.7288,328.3079,358.1461,0.6489,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,66.0,20.0,311.8802,317.848,301.7287,328.3078,358.1461,0.6489,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-27,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,311.9652,317.8386,301.7288,328.3079,358.1133,0.6499,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,311.9652,317.8386,301.7287,328.3078,358.1133,0.6499,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-02-28,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,312.18,317.854,301.7288,328.3079,358.1672,0.6483,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,312.18,317.854,301.7287,328.3078,358.1672,0.6483,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-01,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,69.0,20.0,313.0926,318.6096,301.7288,328.3079,360.8118,0.5745,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,69.0,20.0,313.0926,318.6096,301.7287,328.3078,360.8118,0.5745,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-02,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,313.7011,319.1321,301.7288,328.3079,362.6404,0.5272,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,313.7011,319.1321,301.7287,328.3078,362.6404,0.5272,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-03,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,314.1707,319.6399,301.7288,328.3079,364.4177,0.4839,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,314.1707,319.6399,301.7287,328.3078,364.4177,0.4839,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-06,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,20.0,314.6024,320.1494,303.4186,328.3079,361.9764,0.4876,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,20.0,314.6024,320.1494,303.4187,328.3078,361.9763,0.4876,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-07,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,315.3285,320.6853,304.3801,329.3326,361.4485,0.5303,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,315.3285,320.6853,304.3801,329.3326,361.4484,0.5303,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-09,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,316.7203,320.4701,304.3801,329.3326,360.6953,0.5508,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,316.7203,320.4702,304.3801,329.3326,360.6955,0.5508,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-10,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,317.2245,321.2293,304.3801,329.3326,363.3524,0.4809,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,317.2245,321.2293,304.3801,329.3326,363.3522,0.4809,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-14,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,67.0,20.0,317.6844,322.8726,305.1453,329.3326,367.1907,0.3644,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,67.0,20.0,317.6844,322.8726,305.1452,329.3326,367.1909,0.3644,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-15,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,60.0,20.0,314.56,319.782,305.1453,329.3326,356.3738,0.6525,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,60.0,20.0,314.56,319.782,305.1452,329.3326,356.3739,0.6525,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-16,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,20.0,318.3664,323.6709,305.1453,329.3326,369.9848,0.3056,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,20.0,318.3664,323.6709,305.1452,329.3326,369.9849,0.3056,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-21,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,69.0,20.0,319.724,325.1541,308.996,333.6215,365.5493,0.524,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,69.0,20.0,319.724,325.1541,308.9961,333.6215,365.5492,0.524,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-27,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,58.0,35.0,316.6068,321.9834,311.1398,334.001,349.0926,1.1083,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,58.0,35.0,316.6068,321.9834,311.1397,334.001,349.0929,1.1082,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-03-28,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,322.0601,326.3722,311.1398,334.001,364.4531,0.5008,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,20.0,322.0601,326.3721,311.1397,334.001,364.4532,0.5008,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-04-05,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,56.0,35.0,318.4203,322.8044,311.1398,337.8534,351.9659,1.2901,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,56.0,35.0,318.4203,322.8044,311.1397,337.8534,351.9662,1.2901,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-04-06,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,54.0,35.0,318.5187,323.943,311.1398,337.8534,355.9512,1.0865,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,54.0,35.0,318.5187,323.9431,311.1397,337.8534,355.9515,1.0865,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-04-07,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,53.0,35.0,318.5868,322.3489,311.1398,337.8534,350.3716,1.3832,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,53.0,35.0,318.5868,322.3491,311.1397,337.8534,350.3726,1.3832,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-01,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,70.0,20.0,321.9624,326.7375,311.5447,333.2767,337.8534,0.4304,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,70.0,20.0,321.9624,326.7375,311.5445,333.2766,337.8534,0.4304,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-02,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,70.0,20.0,322.609,327.3925,311.5447,333.2767,337.8534,0.3713,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,70.0,20.0,322.609,327.3924,311.5445,333.2766,337.8534,0.3713,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-05,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,65.0,20.0,323.1257,327.8056,311.5447,333.2767,337.8534,0.3365,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,65.0,20.0,323.1257,327.8055,311.5445,333.2766,337.8534,0.3365,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-06,WATCH,BREAKOUT,STRONG BULL,67.0,71.0,333.9432,338.9524,319.4411,368.2193,387.7307,1.5,WATCH,BREAKOUT,STRONG BULL,67.0,71.0,333.9432,338.9523,319.441,368.2194,387.7308,1.5,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-12,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,35.0,325.8453,330.8115,316.525,347.6473,366.5278,1.1784,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,35.0,325.8453,330.8115,316.525,347.6473,366.5277,1.1784,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-13,AVOID,PULLBACK,STRONG BULL,57.0,91.0,319.084,323.779,313.124,347.6473,350.4165,2.2401,AVOID,PULLBACK,STRONG BULL,57.0,91.0,319.084,323.779,313.124,347.6473,350.4166,2.2401,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-14,AVOID,PULLBACK,STRONG BULL,57.0,91.0,318.6258,324.2312,313.721,347.6473,350.5068,2.2279,AVOID,PULLBACK,STRONG BULL,57.0,91.0,318.6258,324.2313,313.7211,347.6473,350.507,2.2279,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-19,AVOID,PULLBACK,STRONG BULL,56.0,82.0,317.8542,322.0018,312.0626,347.6473,354.2734,2.5802,AVOID,PULLBACK,STRONG BULL,56.0,82.0,317.8542,322.0018,312.0626,347.6473,354.2735,2.5802,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-20,AVOID,PULLBACK,STRONG BULL,58.0,92.0,317.9894,323.1858,313.4426,347.6473,354.1427,2.5106,AVOID,PULLBACK,STRONG BULL,58.0,92.0,317.9894,323.1858,313.4426,347.6473,354.1428,2.5106,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-21,AVOID,PULLBACK,STRONG BULL,54.0,92.0,318.1223,322.3649,312.6563,347.6473,354.1196,2.6041,AVOID,PULLBACK,STRONG BULL,54.0,92.0,318.1223,322.3649,312.6563,347.6473,354.1197,2.6041,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-28,AVOID,PULLBACK,STRONG BULL,51.0,93.0,318.9314,324.2568,313.9408,347.6473,350.0467,2.2674,AVOID,PULLBACK,STRONG BULL,51.0,93.0,318.9314,324.2568,313.9408,347.6473,350.0468,2.2674,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-06-29,AVOID,PULLBACK,STRONG BULL,51.0,93.0,319.3147,323.951,313.7781,347.6473,349.3832,2.3294,AVOID,PULLBACK,STRONG BULL,51.0,93.0,319.3147,323.951,313.7781,347.6473,349.3833,2.3294,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-07-19,WAIT FOR BETTER ENTRY,BREAKOUT,STRONG BULL,65.0,20.0,338.6536,343.7334,315.1819,347.6473,415.1124,0.1371,WAIT FOR BETTER ENTRY,BREAKOUT,STRONG BULL,65.0,20.0,338.6536,343.7334,315.1818,347.6473,415.1125,0.1371,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-07-20,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,72.0,35.0,323.9097,329.0313,315.1819,343.8253,347.6473,1.0682,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,72.0,35.0,323.9097,329.0313,315.1818,343.8252,347.6473,1.0682,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-07-25,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,77.0,35.0,326.7807,332.0197,320.9242,348.5645,359.7583,1.4911,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,77.0,35.0,326.7807,332.0197,320.9242,348.5646,359.7586,1.4911,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-07-26,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,35.0,327.6014,332.8921,320.9242,348.5645,362.8118,1.3095,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,68.0,35.0,327.6015,332.8921,320.9242,348.5646,362.812,1.3095,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-07-27,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,35.0,328.1397,333.9839,320.9242,348.5645,366.6331,1.1165,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,35.0,328.1397,333.9839,320.9242,348.5646,366.6334,1.1165,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-07-28,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,35.0,328.5444,335.192,319.8214,354.6797,373.6187,1.2679,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,35.0,328.5444,335.1921,319.8214,354.6798,373.6189,1.2678,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-01,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,35.0,330.447,337.0121,319.8214,354.6797,379.9889,1.0277,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,35.0,330.447,337.0121,319.8214,354.6798,379.9891,1.0277,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-02,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,35.0,331.356,337.0985,319.8214,354.6797,380.2914,1.0176,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,35.0,331.356,337.0986,319.8214,354.6798,380.2917,1.0176,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-04,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,20.0,333.2994,339.6008,319.8214,354.6797,389.0494,0.7624,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,71.0,20.0,333.2994,339.6008,319.8214,354.6798,389.0496,0.7624,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-07,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,20.0,334.112,339.3971,319.8214,354.6797,388.3363,0.7807,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,64.0,20.0,334.112,339.3971,319.8214,354.6798,388.3364,0.7807,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-08,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,334.8604,337.8648,319.8214,354.6797,382.9733,0.9319,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,334.8605,337.8648,319.8214,354.6798,382.9735,0.9319,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-09,WATCH,PULLBACK,STRONG BULL,64.0,87.0,327.8466,333.643,319.8214,354.6797,368.1969,1.522,WATCH,PULLBACK,STRONG BULL,64.0,87.0,327.8467,333.643,319.8214,354.6798,368.1971,1.522,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-11,WATCH,PULLBACK,NEUTRAL,63.0,88.0,328.2571,334.1035,323.1415,354.6797,361.5084,1.8771,WATCH,PULLBACK,NEUTRAL,63.0,88.0,328.257,334.1034,323.1414,354.6798,361.5083,1.8771,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-16,AVOID,PULLBACK,STRONG BULL,42.0,76.0,328.145,331.1612,320.1331,354.6797,358.7314,2.1326,AVOID,PULLBACK,STRONG BULL,42.0,76.0,328.145,331.1611,320.133,354.6798,358.7313,2.1326,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-17,AVOID,PULLBACK,STRONG BULL,47.0,87.0,328.0751,333.8043,322.975,354.6797,360.8776,1.9277,AVOID,PULLBACK,STRONG BULL,47.0,87.0,328.0752,333.8044,322.975,354.6798,360.8777,1.9277,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-23,WAIT FOR BETTER ENTRY,PULLBACK,BULL,55.0,35.0,334.1532,337.0986,324.3598,354.6797,368.9455,1.3801,WAIT FOR BETTER ENTRY,PULLBACK,BULL,55.0,35.0,334.1532,337.0987,324.3597,354.6798,368.9461,1.3801,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-08-28,AVOID,PULLBACK,STRONG BULL,48.0,93.0,328.7546,332.3677,321.8717,354.6797,358.6078,2.1258,AVOID,PULLBACK,STRONG BULL,48.0,93.0,328.7546,332.3678,321.8718,354.6798,358.6078,2.1258,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-10-10,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,78.0,20.0,336.1657,341.2244,327.1008,348.2076,354.6797,0.4944,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,78.0,20.0,336.1657,341.2244,327.1008,348.2075,354.6798,0.4944,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-10-24,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,87.0,35.0,342.9002,348.1711,337.4164,361.5383,375.0581,1.2429,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,87.0,35.0,342.9002,348.1711,337.4164,361.5383,375.0579,1.2429,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-10-25,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,69.0,35.0,343.1951,347.4606,333.8885,361.5383,381.3907,1.0373,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,69.0,35.0,343.1951,347.4605,333.8884,361.5383,381.3906,1.0373,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2017-12-18,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,332.465,337.3371,320.5732,344.2045,361.5383,0.4097,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,61.0,20.0,332.465,337.3371,320.5733,344.2045,361.5383,0.4097,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-01-16,WAIT FOR BETTER ENTRY,BREAKOUT,STRONG BULL,64.0,35.0,358.2239,363.5972,337.0775,403.3768,429.8965,1.5,WATCH,BREAKOUT,STRONG BULL,64.0,82.0,358.2238,363.5971,337.0775,403.3766,429.8962,1.5,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-01-23,WATCH,BREAKOUT,STRONG BULL,76.0,46.0,375.0752,380.7013,340.4395,441.094,481.3558,1.5,WATCH,BREAKOUT,STRONG BULL,76.0,46.0,375.0751,380.7012,340.4396,441.0937,481.3553,1.5,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-01-24,AVOID,BREAKOUT,STRONG BULL,77.0,36.0,384.7319,390.5028,345.941,457.3457,501.9075,1.5,WAIT FOR BETTER ENTRY,BREAKOUT,STRONG BULL,77.0,15.0,384.7319,390.5028,345.9409,457.3457,501.9077,1.5,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-02-06,BUY,PULLBACK,NEUTRAL,79.0,92.0,360.6138,366.9709,351.4993,399.5912,405.6501,2.1084,BUY,PULLBACK,NEUTRAL,79.0,92.0,360.6138,366.971,351.4993,399.5913,405.6501,2.1084,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-04-18,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,78.0,20.0,368.4849,376.7661,353.9294,392.4206,399.5912,0.6855,WAIT FOR BETTER ENTRY,PULLBACK,STRONG BULL,78.0,20.0,368.4849,376.7661,353.9295,392.4206,399.5913,0.6855,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-04-20,WATCH,BREAKOUT,STRONG BULL,70.0,51.0,393.7838,399.6905,361.1933,457.4363,495.9335,1.5,WATCH,BREAKOUT,STRONG BULL,70.0,51.0,393.7837,399.6904,361.1933,457.4362,495.9334,1.5,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-04-23,WATCH,BREAKOUT,STRONG BULL,74.0,41.0,414.0993,420.3107,361.1933,508.9869,568.1043,1.5,WATCH,BREAKOUT,STRONG BULL,74.0,41.0,414.0992,420.3107,361.1933,508.9869,568.1044,1.5,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-04-27,WATCH,PULLBACK,STRONG BULL,84.0,86.0,381.8388,392.2051,372.7682,426.2764,440.7975,1.7529,WATCH,PULLBACK,STRONG BULL,84.0,86.0,381.8388,392.2051,372.7682,426.2766,440.7975,1.7529,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-04-30,WATCH,PULLBACK,STRONG BULL,82.0,84.0,383.2075,393.6545,374.0663,426.2764,442.625,1.6654,WATCH,PULLBACK,STRONG BULL,82.0,84.0,383.2075,393.6545,374.0663,426.2766,442.625,1.6654,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-05-02,BUY,PULLBACK,STRONG BULL,71.0,97.0,376.5534,384.9184,364.3695,426.2764,436.2907,2.0127,BUY,PULLBACK,STRONG BULL,71.0,97.0,376.5534,384.9185,364.3696,426.2766,436.2908,2.0127,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-09-21,WAIT FOR BETTER ENTRY,PULLBACK,NEUTRAL,85.0,20.0,408.5998,414.4883,396.7827,424.6029,458.7521,0.5713,WAIT FOR BETTER ENTRY,PULLBACK,NEUTRAL,85.0,20.0,408.5998,414.4883,396.7827,424.6028,458.7522,0.5713,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
HCLTECH.NS,2018-09-26,WAIT FOR BETTER ENTRY,PULLBACK,NEUTRAL,82.0,35.0,411.4883,418.1059,402.9913,434.6673,455.8925,1.0957,WAIT FOR BETTER ENTRY,PULLBACK,NEUTRAL,82.0,35.0,411.4883,418.1059,402.9912,434.6672,455.8928,1.0957,both,REFERENCE,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
