Dataset Label,Rows,Unique Signals,First Management Date,Last Management Date,Average Days Held State,Rows With Stop Revision,Final Label Data-End Censored Rows
INDEPENDENT D1 SHADOW MANAGEMENT DATASET,4350,793,2012-02-28,2026-08-13,6.5275862069,4350,0
