Dataset,Era,Feature,Rows,Available Rows,Mean,Std,Min,Median,Max
signal_state,2021-2023,Stock Return 1D %,14079,14079,0.113731270265,1.63329922732,-10.2830181988,0.0704408807831,20.4467118122
signal_state,2021-2023,Stock Return 20D %,14079,14079,2.30575297262,7.72029871564,-22.5530113009,1.76782624614,71.7494174743
signal_state,2021-2023,Stock Return 5D %,14079,14079,0.571968009101,3.73738903026,-18.9927179936,0.45512244646,50.840660388
signal_state,2021-2023,Stock Return 60D %,14079,14079,7.24686601188,14.1178211842,-33.0262572445,5.73374439282,138.129461383
signal_state,2021-2023,Stock SMA20,14079,14079,1437.66271893,1752.67786013,35.5650669098,869.929309082,10235.9205078
signal_state,2021-2023,Stock SMA200,14079,14079,1337.71182948,1660.7159214,27.6596850586,809.797794495,9369.81206787
signal_state,2021-2023,Stock SMA50,14079,14079,1420.95936385,1736.51608716,32.1465673828,863.317003174,10186.3947656
signal_state,2021-2023,Stock Same-Day Gap %,14079,14079,0.15714823899,0.777943176864,-9.99855111864,0.171950701567,9.99168047755
signal_state,2021-2023,Stock Swing Low 10,14079,14079,1390.75965153,1698.69623282,32.4532534256,842.14406932,10115.284293
signal_state,2021-2023,Stock Volume,14079,14079,9926086.30059,16125522.7972,30052,4731349,390577839
signal_state,2021-2023,Stock Weekly ST,14079,14079,1364.57210657,1691.98081225,28.387764397,819.835581467,9320.66780913
signal_state,2021-2023,Stock Weekly ST Direction,14079,14079,0.575964202003,0.817503949087,-1,1,1
signal_state,2021-2023,Stop Distance ATR,14079,3604,2.21344500848,0.891040590422,1.4999662879,1.98958094148,7.82209807881
signal_state,2021-2023,Stop Loss,14079,3604,1325.90435827,1712.41899294,32.291,811.01525,9907.9863
signal_state,2021-2023,Support,14079,3222,1376.69889199,1799.11997426,38.7547,835.43905,10218.4381
signal_state,2021-2023,T1 Distance ATR,14079,3604,2.44991519318,1.43256372595,0.00472490550036,2.13514490967,11.7331565361
signal_state,2021-2023,T2 Distance ATR,14079,3604,5.16056457002,2.3918013981,1.37062321212,4.45312975744,19.5552593239
signal_state,2021-2023,Target 1,14079,3604,1465.78451523,1883.28761736,43.0269,916.5545,11203.9886
signal_state,2021-2023,Target 2,14079,3604,1546.54474542,1989.19773224,45.363,953.08005,12051.7855
signal_state,2021-2023,Technical Score,14079,14079,55.0331699695,20.674892155,1,60,90
signal_state,2021-2023,Volume Ratio,14079,14079,1.00538523333,0.563448057313,0.0405,0.8719,8.7835
signal_state,2021-2023,Weekly RSI,14079,14079,58.5634107536,10.7928795035,24.2,58.99,88.11
signal_state,2024-2026,20 DMA,12483,12483,2346.16111617,2770.50853383,164.6438,1453.6993,16484.9902
signal_state,2024-2026,200 DMA,12483,12483,2260.26810706,2646.50923491,123.9585,1445.4284,14751.6188
signal_state,2024-2026,50 DMA,12483,12483,2333.35521832,2750.71873685,146.9955,1454.5638,16107.4718
signal_state,2024-2026,ADX,12483,12483,25.1535312024,9.94612895153,7.24,23.38,70.95
signal_state,2024-2026,Actionability Score,12483,12483,10.7798606104,18.5801896201,0,0,97
signal_state,2024-2026,Daily RSI,12483,12483,51.227958824,12.6413894942,12.09,51.38,88.51
signal_state,2024-2026,Distance 20DMA %,12483,12483,0.236225803092,4.04736092543,-41.6932,0.3211,22.9405
signal_state,2024-2026,Distance 50DMA %,12483,12483,0.75712283105,6.71940564348,-42.0124,0.6858,38.1737
signal_state,2024-2026,Distance To Support %,12483,2105,1.47047897258,1.05595678854,0.00245493622018,1.24531180356,5.3439537304
signal_state,2024-2026,Distance To T1 %,12483,2289,4.06634960318,3.23318102794,-2.5397945347,3.27626229385,29.5279090269
signal_state,2024-2026,Distance To T2 %,12483,2289,10.0060039448,5.3230463942,2.11189467228,8.71298263497,48.4418255583
signal_state,2024-2026,Entry High,12483,2289,2470.05271852,2719.19225045,175.2447,1519.1874,16934.339
signal_state,2024-2026,Entry Low,12483,2289,2432.67104976,2679.19855203,170.8649,1494.6846,16684.0778
signal_state,2024-2026,Initial Risk %,12483,2289,4.64772378545,2.05135330752,1.8945551049,4.15606524484,18.6975750756
signal_state,2024-2026,Market Score,12483,12483,62.9375951294,30.6991103759,5,70,100
signal_state,2024-2026,NIFTY ADX,12483,12483,21.3576048995,7.48859162748,9.6087808306,19.6503044333,46.0928531369
signal_state,2024-2026,NIFTY ATR %,12483,12483,1.07841701735,0.270090390193,0.649124234065,1.06933012289,2.06819879237
signal_state,2024-2026,NIFTY Close,12483,12483,24113.8367015,1224.93241089,21238.8007812,24274.9003906,26328.5507812
signal_state,2024-2026,NIFTY Daily RSI,12483,12483,52.3313465232,11.1432707637,21.7883948706,53.2609659909,78.2472834289
signal_state,2024-2026,NIFTY Daily ST,12483,12483,24036.114793,1187.20433045,21190.8114151,24029.870139,26351.3562821
signal_state,2024-2026,NIFTY Daily ST Direction,12483,12483,0.138508371385,0.990400933685,-1,1,1
signal_state,2024-2026,NIFTY Distance SMA20 %,12483,12483,0.191063283392,1.85685015838,-7.12232751418,0.392466443279,4.83280658049
signal_state,2024-2026,NIFTY Distance SMA200 %,12483,12483,3.25220923669,5.9742405455,-11.494052467,3.45969257255,14.3138174589
signal_state,2024-2026,NIFTY Distance SMA50 %,12483,12483,0.622745073601,2.88421919864,-10.0524607496,0.762455879484,7.58139815903
signal_state,2024-2026,NIFTY Drawdown From 252D High %,12483,12483,-5.12663628231,4.17831406181,-15.7666783037,-4.62693641434,0
signal_state,2024-2026,NIFTY Market Score,12483,12483,62.9375951294,30.6991103759,5,70,100
signal_state,2024-2026,NIFTY Return 20D %,12483,12483,0.484377880482,3.25004666682,-12.4140336384,0.721742635964,10.9758047933
signal_state,2024-2026,NIFTY Return 5D %,12483,12483,0.103757973566,1.83092595389,-5.77290623487,0.0832507538723,7.7074369363
signal_state,2024-2026,NIFTY Return 60D %,12483,12483,1.86655864443,6.01516618472,-13.9988499333,2.10318504018,15.3140368326
signal_state,2024-2026,NIFTY Rolling Volatility 20D %,12483,12483,12.7082966646,5.10998747302,5.03097356262,11.5793506086,29.6448301544
signal_state,2024-2026,NIFTY SMA20,12483,12483,24071.9798349,1221.19716564,21239.6900391,24193.0550781,26044.9801758
signal_state,2024-2026,NIFTY SMA200,12483,12483,23427.8598774,1693.81020224,19162.1283398,24056.5709961,25348.9130957
signal_state,2024-2026,NIFTY SMA50,12483,12483,23979.0449408,1293.32702519,20209.7209766,24110.5960547,25971.7401172
signal_state,2024-2026,NIFTY Weekly RSI,12483,12483,56.2695138471,11.5978587934,26.4892382649,56.3760788515,77.6671554152
signal_state,2024-2026,NIFTY Weekly ST,12483,12483,23703.6225385,1607.4878527,20180.3405471,24209.4488104,26552.3395761
signal_state,2024-2026,NIFTY Weekly ST Direction,12483,12483,0.254185692542,0.967194175329,-1,1,1
signal_state,2024-2026,Overextended,12483,12483,0.22582712489,0.418142608522,0,0,1
signal_state,2024-2026,Price,12483,12483,2353.53060127,2783.57361744,168.2089,1456.2362,17120.0625
signal_state,2024-2026,R:R T1,12483,2289,1.10300790738,0.55322042245,0.0055,1.011,3.4116
signal_state,2024-2026,R:R T2,12483,2289,2.3432924858,0.474061680713,0.4196,2.5,4.0782
signal_state,2024-2026,RS 120D,12483,12483,2.11180800288,17.5881015898,-56.2788,-0.0557,126.5614
signal_state,2024-2026,RS 20D,12483,12483,0.242157630377,6.48592275169,-46.4913,0.0946,32.6108
signal_state,2024-2026,RS 60D,12483,12483,0.862152711688,11.9799061477,-55.8827,-0.0646,71.5824
signal_state,2024-2026,RS120 Cross-Sectional Percentile,12483,12483,52.6315789474,28.8286577664,5.26315789474,52.6315789474,100
signal_state,2024-2026,RS20 Cross-Sectional Percentile,12483,12483,52.6315789474,28.8286577664,5.26315789474,52.6315789474,100
signal_state,2024-2026,RS60 Cross-Sectional Percentile,12483,12483,52.6315789474,28.8286577664,5.26315789474,52.6315789474,100
signal_state,2024-2026,Resistance 1,12483,2149,2554.68577487,2790.24137313,185.8298,1574.9427,17197.286
signal_state,2024-2026,Resistance 2,12483,409,3070.27952103,3281.22245442,268.7302,1871.9259,16494.3461
signal_state,2024-2026,Stock ATR,12483,12483,51.4170135416,61.2028334286,3.26602882758,30.4452267493,427.00172696
signal_state,2024-2026,Stock ATR %,12483,12483,2.20817465854,0.614000697067,0.973513532603,2.10603427822,9.4576148876
signal_state,2024-2026,Stock Average Volume 20,12483,12483,8669340.46311,9841919.05009,239679.6,3963505.95,77440797.9
signal_state,2024-2026,Stock Breakout High 20,12483,12483,2472.91269457,2917.318924,178.461830674,1522.87831106,17197.2860329
signal_state,2024-2026,Stock Close,12483,12483,2353.53060144,2783.57361754,168.20892334,1456.23620605,17120.0625
signal_state,2024-2026,Stock Daily ST,12483,12483,2340.89603465,2762.21820317,166.388934223,1435.80102693,17247.4592281
signal_state,2024-2026,Stock Daily ST Direction,12483,12483,0.101337819434,0.994891923269,-1,1,1
signal_state,2024-2026,Stock High,12483,12483,2378.33188604,2811.56833252,170.206102952,1470.95200794,17197.2860329
signal_state,2024-2026,Stock Low,12483,12483,2329.19330333,2755.33551383,167.091691379,1442.9051072,16971.5539773
signal_state,2024-2026,Stock Open,12483,12483,2354.74698236,2785.13019994,167.576163844,1456.78319677,17058.6791593
signal_state,2024-2026,Stock Range / ATR,12483,12483,0.946060364857,0.398795577407,0,0.867151364584,6.13346626871
signal_state,2024-2026,Stock Realized Volatility 10D %,12483,12483,23.0795801865,11.9146879664,3.39816984992,20.5593395923,204.288580589
signal_state,2024-2026,Stock Realized Volatility 20D %,12483,12483,23.8765293632,10.3232709287,7.47136786248,22.0298430679,145.909715032
signal_state,2024-2026,Stock Recent High 20,12483,12483,2472.91269457,2917.318924,178.461830674,1522.87831106,17197.2860329
signal_state,2024-2026,Stock Relative Volume 20D,12483,12483,1.0088668441,0.592605792823,0,0.873857255516,12.9108745328
signal_state,2024-2026,Stock Relative Volume 5D,12483,12483,1.00929113823,0.413116619351,0,0.933889906466,4.49023635727
signal_state,2024-2026,Stock Return 10D %,12483,12483,0.332258609018,5.19214944488,-44.7623018247,0.282546749325,34.3155517211
signal_state,2024-2026,Stock Return 1D %,12483,12483,0.0309383376938,1.63850148283,-40.1513403046,0,10.4552925867
signal_state,2024-2026,Stock Return 20D %,12483,12483,0.726535543973,7.27658000515,-45.2015436401,0.736505040595,36.7689934339
signal_state,2024-2026,Stock Return 5D %,12483,12483,0.158505810104,3.68090352626,-43.3493253273,0.117967099996,24.9264368365
signal_state,2024-2026,Stock Return 60D %,12483,12483,2.72871128576,13.7988883232,-51.9888152428,1.63484774765,78.5502278566
signal_state,2024-2026,Stock SMA20,12483,12483,2346.16111631,2770.50853367,164.643763733,1453.69927368,16484.9902344
signal_state,2024-2026,Stock SMA200,12483,12483,2260.26810705,2646.50923472,123.958468323,1445.42837952,14751.6187598
signal_state,2024-2026,Stock SMA50,12483,12483,2333.35521901,2750.71873698,146.995548248,1454.56377197,16107.4717773
signal_state,2024-2026,Stock Same-Day Gap %,12483,12483,0.0840640439721,0.947667725895,-39.4627307139,0.0524389598211,14.0209684405
signal_state,2024-2026,Stock Swing Low 10,12483,12483,2260.82876669,2677.88797441,160.238546017,1406.86999776,16318.1171805
signal_state,2024-2026,Stock Volume,12483,12483,8664705.04326,13806805.0897,0,4167275,445342100
signal_state,2024-2026,Stock Weekly ST,12483,12483,2287.10879438,2696.99223855,150.977150999,1419.48814253,16700.1181512
signal_state,2024-2026,Stock Weekly ST Direction,12483,12483,0.167027156933,0.985991789595,-1,1,1
signal_state,2024-2026,Stop Distance ATR,12483,2289,2.24230526373,0.852329793325,1.49998350651,2.07880822812,8.01553074066
signal_state,2024-2026,Stop Loss,12483,2289,2352.43175981,2584.82339826,167.0326,1458.5714,16139.3676
signal_state,2024-2026,Support,12483,2105,2422.9135001,2655.93214214,173.0548,1502.6612,16468.9514
signal_state,2024-2026,T1 Distance ATR,12483,2289,2.28369765121,1.34324891534,0.0238044170716,2.01624309261,12.0232959254
signal_state,2024-2026,T2 Distance ATR,12483,2289,5.18700237891,2.22786191313,1.4361639909,4.75413626126,20.0388266661
signal_state,2024-2026,Target 1,12483,2289,2582.2878457,2837.9899635,185.8298,1592.3081,18207.1401
signal_state,2024-2026,Target 2,12483,2289,2736.71636968,3032.13191066,195.7748,1681.297,19977.8972
signal_state,2024-2026,Technical Score,12483,12483,48.1657454138,23.4376789278,0,49,90
signal_state,2024-2026,Volume Ratio,12483,12483,1.00886751582,0.592605918196,0,0.8739,12.9109
signal_state,2024-2026,Weekly RSI,12483,12483,53.4887270688,12.8323728435,19.16,53.27,90.62
