Experiment ID,Ticker,Signal Date,Classification,Material To Portfolio Membership,Generated Signal,Reference Signal,Generated Setup,Reference Setup,Generated Market Regime,Reference Market Regime,Generated Technical Score,Reference Technical Score,Abs Diff Technical Score,Generated Actionability Score,Reference Actionability Score,Abs Diff Actionability Score,Generated Entry Low,Reference Entry Low,Abs Diff Entry Low,Generated Entry High,Reference Entry High,Abs Diff Entry High,Generated Stop Loss,Reference Stop Loss,Abs Diff Stop Loss,Generated Target 1,Reference Target 1,Abs Diff Target 1,Generated Target 2,Reference Target 2,Abs Diff Target 2,Generated R:R T1,Reference R:R T1,Abs Diff R:R T1,Generated R:R T2,Reference R:R T2,Abs Diff R:R T2,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-06-23,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,78.0,78.0,0.0,35.0,35.0,0.0,945.1215,945.1214,9.999999997489795e-05,955.1312,955.1312,0.0,929.18,929.18,0.0,986.3243,986.3244,9.999999997489795e-05,1020.0094,1020.0092,0.00020000000006348273,1.202,1.202,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-06-26,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,77.0,77.0,0.0,35.0,35.0,0.0,943.8212,943.8212,0.0,955.8772,955.8772,0.0,929.18,929.18,0.0,986.3243,986.3244,9.999999997489795e-05,1022.6204,1022.6204,0.0,1.1405,1.1405,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-06-27,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,81.0,81.0,0.0,20.0,20.0,0.0,953.4314,953.4314,0.0,965.5062,965.5062,0.0,929.18,929.18,0.0,986.3243,986.3244,9.999999997489795e-05,1056.3217,1056.3217,0.0,0.5731,0.5731,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-06-28,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,75.0,75.0,0.0,20.0,20.0,0.0,956.5353,956.5353,0.0,968.7157,968.7157,0.0,929.18,929.18,0.0,986.3243,986.3244,9.999999997489795e-05,1067.555,1067.555,0.0,0.4454,0.4454,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-04,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,62.0,62.0,0.0,35.0,35.0,0.0,943.8644,943.8644,0.0,955.834,955.834,0.0,931.8281,931.8281,0.0,986.6234,986.6233,9.999999997489795e-05,1015.8486,1015.8488,0.0001999999999497959,1.2826,1.2826,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-05,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,62.0,62.0,0.0,35.0,35.0,0.0,943.9103,943.9103,0.0,955.7881,955.7881,0.0,931.8281,931.8281,0.0,986.6234,986.6233,9.999999997489795e-05,1015.6879,1015.6881,0.0001999999999497959,1.287,1.2869,9.999999999998899e-05,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-07,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,67.0,67.0,0.0,20.0,20.0,0.0,964.3953,964.3953,0.0,974.362,974.362,0.0,931.8281,931.8281,0.0,986.6234,986.6233,9.999999997489795e-05,1080.6967,1080.6969,0.0001999999999497959,0.2883,0.2883,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-11,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,60.0,60.0,0.0,35.0,35.0,0.0,941.6227,941.6227,0.0,950.9183,950.9183,0.0,925.7868,925.7867,9.999999997489795e-05,987.0815,987.0815,0.0,1013.7471,1013.7471,0.0,1.439,1.439,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-12,TARGET_DIFFERENCE,False,WATCH,WATCH,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,60.0,60.0,0.0,79.0,79.0,0.0,938.2093,938.2093,0.0,947.7259,947.7259,0.0,923.2618,923.2618,0.0,987.0815,987.0815,0.0,1008.886,1008.8861,0.00010000000008858478,1.6087,1.6087,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-20,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,63.0,63.0,0.0,20.0,20.0,0.0,957.996,957.996,0.0,972.0365,972.0365,0.0,931.8281,931.8281,0.0,987.0815,987.0815,0.0,1072.5575,1072.5577,0.00020000000017716957,0.3742,0.3742,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-21,TARGET_DIFFERENCE,False,AVOID,AVOID,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,59.0,59.0,0.0,20.0,20.0,0.0,958.2965,958.2965,0.0,968.9749,968.9749,0.0,931.8281,931.8281,0.0,987.0815,987.0815,0.0,1061.8419,1061.8421,0.00020000000017716957,0.4874,0.4874,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-24,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,67.0,67.0,0.0,20.0,20.0,0.0,959.0385,959.0386,9.999999997489795e-05,969.1744,969.1744,0.0,931.8281,931.8281,0.0,987.0815,987.0815,0.0,1062.5402,1062.5404,0.00020000000017716957,0.4795,0.4795,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-25,TARGET_DIFFERENCE,False,AVOID,AVOID,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,59.0,59.0,0.0,20.0,20.0,0.0,945.7707,945.7707,0.0,960.0624,960.0624,0.0,931.8281,931.8281,0.0,987.0815,987.0815,0.0,1030.6482,1030.6484,0.0001999999999497959,0.957,0.957,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-07-26,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,72.0,72.0,0.0,20.0,20.0,0.0,959.2404,959.2404,0.0,973.5089,973.5089,0.0,931.8281,931.8281,0.0,987.0815,987.0815,0.0,1077.7109,1077.7111,0.0001999999999497959,0.3256,0.3256,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-09-04,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,67.0,67.0,0.0,20.0,20.0,0.0,954.1053,954.1053,0.0,967.4507,967.4507,0.0,936.1703,936.1703,0.0,995.611,995.611,0.0,1045.6518,1045.6519,9.999999997489795e-05,0.9003,0.9003,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-09-05,TARGET_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,70.0,70.0,0.0,20.0,20.0,0.0,954.8248,954.8248,0.0,967.6901,967.6901,0.0,936.1703,936.1703,0.0,995.611,995.611,0.0,1046.4895,1046.4896,0.00010000000020227162,0.8858,0.8858,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2023-12-01,SIGNAL_LABEL_DIFFERENCE|SCORE_DIFFERENCE,False,WATCH,WAIT FOR BETTER ENTRY,BREAKOUT,BREAKOUT,STRONG BULL,STRONG BULL,76.0,76.0,0.0,58.0,35.0,23.0,1080.4692,1080.4692,0.0,1096.6762,1096.6762,0.0,973.1132,973.1132,0.0,1282.0207,1282.0207,0.0,1405.5837,1405.5837,0.0,1.5,1.5,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2025-10-23,SIGNAL_LABEL_DIFFERENCE|SCORE_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WATCH,BREAKOUT,BREAKOUT,STRONG BULL,STRONG BULL,82.0,82.0,0.0,33.0,54.0,21.0,1240.3211,1240.3211,0.0,1258.9259,1258.9259,0.0,1156.3926,1156.3926,0.0,1412.7259,1412.7259,0.0,1515.2591,1515.2591,0.0,1.5,1.5,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,AXISBANK.NS,2026-01-06,SIGNAL_LABEL_DIFFERENCE|BUY_MEMBERSHIP_DIFFERENCE|SCORE_DIFFERENCE,True,BUY,WAIT FOR BETTER ENTRY,BREAKOUT,BREAKOUT,STRONG BULL,STRONG BULL,85.0,85.0,0.0,88.0,35.0,53.0,1292.5851,1292.5851,0.0,1311.9739,1311.9739,0.0,1211.9703,1211.9703,0.0,1461.9794,1461.9794,0.0,1561.9831,1561.9831,0.0,1.5,1.5,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2011-11-23,SCORE_DIFFERENCE,False,AVOID,AVOID,NO_CLEAR_SETUP,NO_CLEAR_SETUP,STRONG BEAR,STRONG BEAR,25.0,21.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2011-11-30,SCORE_DIFFERENCE,False,AVOID,AVOID,NO_CLEAR_SETUP,NO_CLEAR_SETUP,STRONG BEAR,STRONG BEAR,19.0,16.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2011-12-27,SCORE_DIFFERENCE,False,AVOID,AVOID,NO_CLEAR_SETUP,NO_CLEAR_SETUP,STRONG BEAR,STRONG BEAR,16.0,15.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2012-01-17,SCORE_DIFFERENCE,False,WATCH - EXTENDED,WATCH - EXTENDED,OVEREXTENDED,OVEREXTENDED,NEUTRAL,NEUTRAL,61.0,60.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-05-05,ENTRY_DIFFERENCE,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,82.0,82.0,0.0,20.0,20.0,0.0,9.7119,9.7119,0.0,10.0309,10.0308,0.0001000000000015433,9.0288,9.0288,0.0,10.4723,10.4723,0.0,12.536,12.536,0.0,0.4405,0.4405,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-05-08,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,78.0,78.0,0.0,20.0,20.0,0.0,9.5881,9.5881,0.0,9.8749,9.8748,9.999999999976694e-05,9.0288,9.0288,0.0,10.4723,10.4723,0.0,11.99,11.99,0.0,0.7061,0.7061,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-05-13,SIGNAL_LABEL_DIFFERENCE|SCORE_DIFFERENCE,False,WATCH,WAIT FOR BETTER ENTRY,BREAKOUT,BREAKOUT,STRONG BULL,STRONG BULL,76.0,76.0,0.0,46.0,25.0,21.0,10.5106,10.5106,0.0,10.6682,10.6682,0.0,9.6828,9.6828,0.0,12.1463,12.1463,0.0,13.1316,13.1317,9.999999999976694e-05,1.5,1.5,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-09-29,FLOAT_ONLY,False,WATCH,WATCH,PULLBACK,PULLBACK,BULL,BULL,64.0,64.0,0.0,76.0,76.0,0.0,16.0457,16.0457,0.0,16.5878,16.5877,9.999999999976694e-05,15.38,15.38,0.0,18.6014,18.6014,0.0,19.1004,19.1004,0.0,1.6673,1.6673,0.0,2.0805,2.0805,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-10-08,TARGET_DIFFERENCE,False,AVOID,AVOID,PULLBACK,PULLBACK,NEUTRAL,NEUTRAL,59.0,59.0,0.0,76.0,76.0,0.0,16.049,16.049,0.0,16.4555,16.4555,0.0,15.38,15.38,0.0,18.6014,18.6014,0.0,18.9093,18.9092,0.00010000000000331966,1.9953,1.9953,0.0,2.2816,2.2816,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-10-29,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,77.0,77.0,0.0,35.0,35.0,0.0,16.5316,16.5316,0.0,16.9485,16.9486,9.999999999976694e-05,15.7666,15.7666,0.0,18.6346,18.6346,0.0,19.1004,19.1004,0.0,1.4265,1.4265,0.0,1.8206,1.8206,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-11-19,FLOAT_ONLY,False,WAIT FOR BETTER ENTRY,WAIT FOR BETTER ENTRY,PULLBACK,PULLBACK,STRONG BULL,STRONG BULL,80.0,80.0,0.0,35.0,35.0,0.0,17.5648,17.5648,0.0,18.1002,18.1002,0.0,16.963,16.963,0.0,19.7313,19.7313,0.0,20.9432,20.9433,9.999999999976694e-05,1.4343,1.4343,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,BEL.NS,2014-12-02,SIGNAL_LABEL_DIFFERENCE|SCORE_DIFFERENCE,False,WAIT FOR BETTER ENTRY,AVOID,BREAKOUT,BREAKOUT,STRONG BULL,STRONG BULL,75.0,75.0,0.0,12.0,33.0,21.0,19.7707,19.7707,0.0,20.0673,20.0673,0.0,18.0289,18.0289,0.0,23.1248,23.1248,0.0,25.1632,25.1632,0.0,1.5,1.5,0.0,2.5,2.5,0.0,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
