Experiment ID,Variant,Ticker,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,T1_20D,MARUTI.NS,19,9,10,47.368421052631575,0.2569107706568053,-1.5010770340045407,0.13914722655968806,-0.5678886416159137,1.1796649164105006,0.13914722655968806,10.631578947368421,5,1185.7707542934313,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,SBIN.NS,22,5,17,22.727272727272727,-1.2111294897282536,-3.2797112965631943,-0.36038361604449726,-1.0375662945006647,0.5742934674956957,-0.36038361604449726,7.090909090909091,5,-5928.223638780143,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,SUNPHARMA.NS,14,3,11,21.428571428571427,-2.3508696706007646,-3.210214107557426,-0.6357937422320601,-1.036181581797672,0.18007497382655704,-0.6357937422320601,11.285714285714286,4,-7001.206425519894,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,TCS.NS,19,5,14,26.31578947368421,-0.48755938282002925,-2.880341134353413,-0.24486237312484066,-1.042829079422499,0.6390263586281779,-0.24486237312484066,8.210526315789474,4,-4064.43276942889,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,TITAN.NS,20,12,8,60.0,2.0043880260524904,3.985622109316961,0.37185723564610756,0.6912913756811104,1.8712888999770951,0.37185723564610756,11.0,2,5654.6174404983285,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,TMPV.NS,8,2,6,25.0,-1.2035828777074231,-4.483503774827241,-0.32942222644341645,-1.0318144580615152,0.5260724225442881,-0.32942222644341645,5.5,5,-2470.1897556793347,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,WIPRO.NS,15,8,7,53.333333333333336,0.7831622718165723,0.696581211700737,0.29761916570244656,0.17510394694416764,1.5617333304562953,0.29761916570244656,11.066666666666666,3,3175.7627711151226,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,AXISBANK.NS,24,10,14,41.66666666666667,0.6560697989346295,-2.7189260002889735,0.08769781532764846,-1.034184468985353,1.147583772932536,0.08769781532764846,9.333333333333334,3,1749.310445474717,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,BEL.NS,9,4,5,44.44444444444444,0.6573854354063633,-3.8707234726223416,0.21942633549958687,-1.022109794111973,1.3349135772116445,0.21942633549958687,6.666666666666667,4,1472.7577316768734,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,CIPLA.NS,16,6,10,37.5,0.460084948231982,-3.3165134875857487,0.09382114133039843,-1.0323124789279694,1.0848933665888734,0.09382114133039843,9.875,4,704.0885469850614,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
