Experiment ID,severity,generated_rows,reference_rows,rows_compared,exact_matches,rows_with_any_difference,rows_with_float_only_difference,signal_label_mismatches,buy_nonbuy_membership_changes,missing_or_extra_rows,maximum_numeric_difference,tolerance,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,WARN,68081,68081,68081,57390,10691,2475,343,13,0,"{'Technical Score': 6.0, 'Actionability Score': 60.0, 'Entry Low': 7.849799999999959, 'Entry High': 3.375099999999975, 'Stop Loss': 0.002300000000104774, 'Target 1': 0.007499999999708962, 'Target 2': 11.81269999999995, 'R:R T1': 0.31889999999999996, 'R:R T2': 0.00010000000000065512}",0.0001,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
