Experiment ID,Variant,Ticker,Signal Date,Entry Date,Exit Date,Signal,Setup,Market Regime,Entry Method,Nominal Entry,Executed Entry,Buy Limit,Stop,Target,Target Name,Quantity,Initial Risk Per Share,Portfolio Risk Budget,Position Value,Capital Constraint Reason,Exit Reason,Nominal Exit,Executed Exit,Gross PnL,Entry Slippage Cost,Exit Slippage Cost,Slippage Cost,Entry Transaction Cost,Exit Transaction Cost,Transaction Cost,Net PnL,Net Return %,R Multiple,Result,Bars Held,Portfolio Equity At Entry,Technical Score,Actionability Score,Planned R:R T1,RS 60D,Conservative Entry-Bar Ambiguity,ENTRY_BAR_AMBIGUITY,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,T1_10D,HINDUNILVR.NS,2012-06-13,2012-06-14,2012-06-27,BUY,BREAKOUT,STRONG BULL,NEXT_OPEN,343.2421086650124,343.4137297193449,,310.9724,389.9213,T1,23,32.44132971934488,762.2281444716299,7898.515783544932,NONE,TIME_10D,348.20611572265625,348.03201266479493,114.17216232580898,3.947284249647282,4.004370330810275,7.951654580457557,3.949257891772466,4.002368145645142,7.951626037417608,98.26888170793382,1.2441436391462115,0.1317011389859969,WIN,10,101630.419262884,82.0,82.0,1.5,19.5122,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,LT.NS,2012-07-23,2012-07-24,2012-07-27,BUY,PULLBACK,BULL,PULLBACK_LIMIT,488.486,488.486,488.486,469.845,518.0004,T1,40,18.640999999999963,762.9651610844394,19539.44,NONE,STOP,469.845,469.61007750000005,-745.6399999999985,0.0,9.396899999999277,9.396899999999277,9.76972,9.392201550000001,19.161921550000002,-774.1988215499978,-3.962236489633264,-1.0383010857116026,LOSS,4,101728.68814459193,85.0,87.0,1.5833,14.3051,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,LT.NS,2012-08-23,2012-08-24,2012-08-28,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,511.6572,511.6572,511.6572,493.9362,538.43,T1,42,17.721000000000004,757.1586699228144,21489.6024,NONE,STOP,493.9362,493.68923190000004,-744.2820000000002,0.0,10.372660199997767,10.372660199997767,10.7448012,10.367473869900001,21.1122750699,-775.7669352698979,-3.6099641158083866,-1.0423024273996921,LOSS,3,100954.48932304193,81.0,93.0,1.5108,11.9911,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,M&M.NS,2012-09-05,2012-09-06,2012-09-17,BUY,PULLBACK,NEUTRAL,PULLBACK_OPEN,327.1939841815138,327.35758117360456,328.627,317.8577,345.0687,T1,76,9.499881173604535,751.3404179082902,24879.176169193946,MAX_POSITION_PCT,TARGET,345.0687,344.89616565,1358.4784022049475,12.433371398895588,13.112610599998334,25.54598199889392,12.439588084596974,13.1060542947,25.54564237929697,1307.3867778267565,5.2549440099451425,1.8108076604979806,WIN,8,100178.72238777202,81.0,84.0,1.5267,9.9633,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,CIPLA.NS,2012-09-14,2012-09-17,2012-09-24,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,338.1537622798785,338.3228391610184,338.4286,326.2272,362.3468,T1,62,12.095639161018426,760.9199669019384,20976.01602798314,NONE,STOP,326.2272,326.0640864,-739.4468613524676,10.482766630674746,10.113043199998401,20.595809830673147,10.48800801399157,10.107986678400001,20.59599469239157,-780.6386658755323,-3.7215773711944067,-1.0409492260960254,LOSS,5,101455.99558692513,81.0,87.0,1.9603,11.0583,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,HCLTECH.NS,2012-09-24,2012-09-25,2012-10-04,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,96.502,96.502,96.502,92.9094,102.9101,T1,210,3.5925999999999902,755.2910287479243,20265.42,NONE,TARGET,102.9101,102.85864495,1345.701000000001,0.0,10.805560500000269,10.805560500000269,10.13271,10.800157719749999,20.93286771975,1313.9625717802508,6.483766789833376,1.7416257383301843,WIN,7,100705.47049972325,72.0,91.0,1.7837,8.2185,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,M&M.NS,2012-10-19,2012-10-22,2012-10-29,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,358.2566183491167,358.43574665829124,359.1286,346.8445,383.6518,T1,66,11.591246658291254,766.0716613350558,23656.759279447222,NONE,TARGET_GAP,384.91605267941605,384.72359465307636,1759.5226657997569,11.822468405518975,12.70222973841976,24.524698143938735,11.828379639723611,12.69587862355152,24.52425826327513,1710.473709392543,7.2303804979686594,2.2358482299737323,WIN,4,102142.88817800743,77.0,77.0,1.9963,9.825,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,SUNPHARMA.NS,2012-10-19,2012-10-22,2012-11-06,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,313.3547,313.3547,313.3547,301.9797,330.7837,T1,67,11.375,765.1457480362761,20994.7649,NONE,TIME_10D,316.9423217773437,316.783850616455,240.3706590820288,0.0,10.61756777954065,10.61756777954065,10.49738245,10.612258995651244,21.109641445651242,208.6434498568369,0.9937879792920992,0.2737653926282918,WIN,10,102019.43307150349,72.0,91.0,1.5322,4.1653,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,HINDUNILVR.NS,2012-11-07,2012-11-08,2012-11-16,BUY,PULLBACK,STRONG BULL,PULLBACK_OPEN,423.0409741633658,423.25249465044743,424.8691,410.8628,450.8007,T1,61,12.389694650447439,779.5391267306464,25818.402173677292,MAX_POSITION_PCT,STOP,410.8628,410.65736860000004,-742.8686239653127,12.902749711981073,12.531315399997084,25.434065111978157,12.909201086838646,12.525049742300002,25.434250829138648,-793.7369399064296,-3.0743069790572495,-1.05023419456126,LOSS,5,103938.55023075287,70.0,81.0,1.8514,7.3805,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,LT.NS,2012-11-08,2012-11-09,2012-11-19,BUY,PULLBACK,STRONG BULL,PULLBACK_LIMIT,590.7572,590.7572,590.7572,570.0466,625.0251,T1,37,20.7106,779.3818882313938,21858.0164,NONE,STOP,570.0466,569.7615767000001,-766.2922,0.0,10.545862099997066,10.545862099997066,10.9290082,10.540589168950003,21.469597368950005,-798.307659468947,-3.6522420189461795,-1.0417797016189738,LOSS,5,103917.58509751917,71.0,85.0,1.6546,10.2019,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,ITC.NS,2012-11-19,2012-11-21,2012-11-29,BUY,PULLBACK,NEUTRAL,PULLBACK_LIMIT,115.2419,115.2419,115.2419,111.1317,123.5193,T1,186,4.110200000000006,765.7970450008096,21434.9934,NONE,TARGET,123.5193,123.45754035,1539.5964,0.0,11.487294899999824,11.487294899999824,10.7174967,11.48155125255,22.19904795255,1505.91005714745,7.025474788097906,1.9698045423154562,WIN,6,102106.27266677462,70.0,92.0,2.0138,5.4872,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,CIPLA.NS,2012-11-19,2012-11-20,2012-11-29,BUY,PULLBACK,NEUTRAL,PULLBACK_LIMIT,347.5495,347.5495,347.5495,334.6527,367.4329,T1,59,12.896800000000042,765.6930635441174,20505.4205,NONE,TARGET,367.4329,367.24918355000005,1173.1205999999997,0.0,10.83927054999782,10.83927054999782,10.25271025,10.833850914725003,21.086561164725005,1141.194768285277,5.565332192457487,1.4997739135463812,WIN,7,102092.408472549,82.0,86.0,1.5417,3.9491,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
