Experiment ID,Variant,Setup,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,T1_10D,BREAKOUT,22,13,9,59.09090909090909,1.0608173729635064,0.6722714987191974,0.20416335122817417,0.11544977463394199,2.8697173712474338,0.20416335122817417,9.954545454545455,3,3707.4141140405018,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_10D,PULLBACK,334,153,181,45.808383233532936,0.36207889302131324,-0.8512509094565102,0.07501805935387494,-0.31932475219401313,1.15332434915778,0.07501805935387494,6.706586826347305,10,20618.596444621922,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,BREAKOUT,22,13,9,59.09090909090909,1.7226267820106578,1.647981680813494,0.3466779171629339,0.27937013346898687,2.446814094460724,0.3466779171629339,18.59090909090909,3,5665.911634434986,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_20D,PULLBACK,319,127,192,39.811912225705335,0.12953297565400085,-2.6096455834062877,0.014958721552879138,-1.0311246375917358,1.036496797756825,0.014958721552879138,8.90282131661442,14,5569.030069301149,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,BREAKOUT,22,12,10,54.54545454545454,1.8955622564758023,0.7485178060532015,0.35397830540988784,0.07791263499224453,1.825726617329735,0.35397830540988784,24.5,3,5232.806357335898,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_30D,PULLBACK,316,123,193,38.924050632911396,0.19641266797440995,-2.7332959898559217,0.04415977032276208,-1.0321881133614805,1.0600933434749225,0.04415977032276208,9.731012658227849,16,9385.336449623279,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_45D,BREAKOUT,22,11,11,50.0,1.344943659100644,-0.382803922267447,0.27277651069373837,-0.04576500639754201,1.466459317100169,0.27277651069373837,28.863636363636363,4,3719.95507622355,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_45D,PULLBACK,315,120,195,38.095238095238095,0.18307739812405788,-2.8259685809033233,0.04076174586375487,-1.0327334257350471,1.0584734190888638,0.04076174586375487,10.146031746031746,16,9261.230184133019,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_63D,BREAKOUT,22,11,11,50.0,1.2370806402269734,-1.077263713823506,0.2503779184583335,-0.22476963868784813,1.38195222149335,0.2503779184583335,31.454545454545453,4,3316.702705919796,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T1_63D,PULLBACK,314,120,194,38.21656050955414,0.19842412247966415,-2.859161125377212,0.0456771671330599,-1.0331849595484712,1.065861751871022,0.0456771671330599,10.226114649681529,16,10479.65714831571,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
