Experiment ID,Variant,Setup,Trades,Wins,Losses,Win Rate %,Average Return %,Median Return %,Average R,Median R,Profit Factor,Expectancy R,Average Holding Days,Max Consecutive Losses,Total Net PnL,Config SHA-256,Data Manifest SHA-256,Survivorship Bias Warning
S221_20110830_20260828_e210057f2894,T2_10D,BREAKOUT,22,13,9,59.09090909090909,1.1494279615715095,0.6722714987191973,0.22123263634815224,0.11544977463394199,2.9971265441380663,0.22123263634815224,10.0,3,3978.02801416741,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_10D,PULLBACK,332,150,182,45.18072289156627,0.36801779474065865,-0.9016161467454,0.08807743444017122,-0.32705417328745856,1.1791966086249666,0.08807743444017122,7.240963855421687,10,23984.97821071998,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_20D,BREAKOUT,22,13,9,59.09090909090909,2.125439530241043,1.647981680813494,0.4168126556423564,0.27937013346898687,2.770602239254581,0.4168126556423564,19.318181818181817,3,7670.0468398193225,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_20D,PULLBACK,314,119,195,37.898089171974526,0.3536263014387244,-2.656489992505781,0.0853366265870371,-1.031814334821485,1.14118067128864,0.0853366265870371,10.203821656050955,14,23591.487914076813,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_30D,BREAKOUT,22,12,10,54.54545454545454,2.34960241421734,0.7485178060532015,0.4396940147824392,0.07791263499224452,2.059991940488548,0.4396940147824392,26.636363636363637,3,7353.520012308164,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_30D,PULLBACK,306,106,200,34.64052287581699,0.31247823029572325,-2.890973916788438,0.07576472355238931,-1.033994457660838,1.1041523444115116,0.07576472355238931,11.656862745098039,16,17842.7226181906,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_45D,BREAKOUT,22,11,11,50.0,2.325083539648688,-0.382803922267447,0.44747839362298175,-0.04576500639754201,1.7807425752981665,0.44747839362298175,34.36363636363637,4,6663.990155609767,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_45D,PULLBACK,301,97,204,32.22591362126246,0.2714312856842174,-2.9764850583058684,0.06054356827679076,-1.0348322824504623,1.0836659046350363,0.06054356827679076,12.654485049833887,16,14309.387262696033,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_63D,BREAKOUT,21,11,10,52.38095238095239,3.1446629158304753,0.15526500425373557,0.5486115797297308,0.019782984413050965,1.9318074190200178,0.5486115797297308,41.333333333333336,4,8064.52829282967,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
S221_20110830_20260828_e210057f2894,T2_63D,PULLBACK,300,94,206,31.333333333333336,0.25318761331660256,-3.079205567470355,0.05576951869587956,-1.0354797684976116,1.071630758610819,0.05576951869587956,13.043333333333333,16,12866.401595022367,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.
