Experiment ID,Variant,Year,Trades,Wins,Losses,Win Rate %,Gross Return %,Net Return %,Average R,Expectancy R,Profit Factor,Max Drawdown %,Ending Equity,Survivorship Bias Warning,Net PnL,Negative Expectancy Flag,Profit Factor Below One Flag,Negative Return Flag,Config SHA-256,Data Manifest SHA-256
S221_20110830_20260828_e210057f2894,T1_20D,2022,30,5,25,16.666666666666664,-10.253689562859421,-10.247813829091967,-0.6323800679665152,-0.6323800679665152,0.304221036277252,-12.467281515086793,109445.11800719073,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-13753.994029416965,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_20D,2023,27,14,13,51.85185185185185,6.043250394639334,4.155280541457063,0.30902887718108013,0.30902887718108013,1.786592358878775,-3.639749699998296,113992.86969931825,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,5615.591612369792,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_20D,2024,21,8,13,38.095238095238095,1.346206613676214,0.17585637575141533,-0.0903895568782531,-0.0903895568782531,1.0724658954490212,-3.42375864133303,114193.33342858651,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,656.5832401562334,True,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_20D,2025,16,6,10,37.5,-1.3287390857974024,-1.3088193800591785,-0.20537377387025466,-0.20537377387025466,0.6990559905048815,-2.633996745863554,112698.74894993758,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-2156.119386842559,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_20D,2026,8,3,5,37.5,-0.6748311986760341,-1.2988673431075681,-0.19227197983989797,-0.19227197983989797,0.7080305420853884,-2.8964012685884666,111234.94170373605,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-1068.5706056968247,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_30D,2011,0,0,0,0.0,0.0,0.0,,,,0.0,100000.0,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_30D,2012,21,9,12,42.857142857142854,1.0153166365521922,0.3020668068117516,0.03336803430455304,0.03336803430455304,1.0364906309248978,-4.19017589929116,100302.06680681175,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,345.9042105679754,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_30D,2013,23,9,14,39.130434782608695,1.8628341849949288,1.128193988354731,0.10416848262098244,0.10416848262098244,1.1013865107873522,-4.793061742354321,101433.66869472174,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1078.9553596145233,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_30D,2014,34,20,14,58.82352941176471,15.527165927025793,14.03023027657342,0.5611052596980967,0.5611052596980967,2.2590535711934074,-2.4454988415955614,115665.04599056777,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,14591.681983770208,False,False,False,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
S221_20110830_20260828_e210057f2894,T1_30D,2015,21,3,18,14.285714285714285,-8.512069711409513,-8.79800648414708,-0.5907078152759352,-0.5907078152759352,0.31645261096861094,-8.817821060001375,105488.82774442591,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,-10527.713809526875,True,True,True,b2dc08f8e57ea70d6a36372de7ecf55973b2df31ba21790751114c469ae92677,03d9336d738313c29e42ee886423cfa38cf070a550b61ae611fb3fceea482aae
