Policy,Daily Trend-Exit Count,Weekly Trend-Exit Count,Stale-Exit Count,Average R At Exit,Median R At Exit,Win Rate %,Average Holding Period,Counterfactual Label,5S Average Raw Return %,5S Average MFE %,5S Average MAE %,5S Later T1 Hit %,5S Later T2 Hit %,10S Average Raw Return %,10S Average MFE %,10S Average MAE %,10S Later T1 Hit %,10S Later T2 Hit %,20S Average Raw Return %,20S Average MFE %,20S Average MAE %,20S Later T1 Hit %,20S Later T2 Hit %
D4_TREND_PROTECT,19,0,0,-0.3150503318142786,-0.29687566274380456,10.526315789473683,2.0,POST_EXIT_COUNTERFACTUAL_DIAGNOSTIC_ONLY,1.394130220528091,3.5937541492361107,-2.957380749263609,10.526315789473683,10.526315789473683,2.5081332301723287,6.082103876439402,-3.6414618783709636,15.789473684210526,15.789473684210526,2.711836266269515,8.060156034109768,-4.993447913682502,26.31578947368421,21.052631578947366
D6_HYBRID_DYNAMIC,19,0,0,-0.3150503318142786,-0.29687566274380456,10.526315789473683,2.0,POST_EXIT_COUNTERFACTUAL_DIAGNOSTIC_ONLY,1.394130220528091,3.5937541492361107,-2.957380749263609,10.526315789473683,10.526315789473683,2.5081332301723287,6.082103876439402,-3.6414618783709636,15.789473684210526,15.789473684210526,2.711836266269515,8.060156034109768,-4.993447913682502,26.31578947368421,21.052631578947366
