Experiment ID,STRATEGY_HASH,EXECUTION_HASH,STAGE21_CODE_HASH,STAGE221_CODE_HASH,STAGE222_CODE_HASH,DATA_CONTENT_HASH,MANIFEST_DOCUMENT_HASH,Survivorship Bias Warning,severity,generated_rows,reference_rows,rows_compared,exact_matches,rows_with_any_difference,rows_with_float_only_difference,signal_label_mismatches,buy_nonbuy_membership_changes,missing_or_extra_rows,maximum_numeric_difference,tolerance
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,WARN,68081,68081,68081,57390,10691,2475,343,13,0,"{'Technical Score': 6.0, 'Actionability Score': 60.0, 'Entry Low': 7.849799999999959, 'Entry High': 3.375099999999975, 'Stop Loss': 0.002300000000104774, 'Target 1': 0.007499999999708962, 'Target 2': 11.81269999999995, 'R:R T1': 0.31889999999999996, 'R:R T2': 0.00010000000000065512}",0.0001
