Date,Open,High,Low,Close,Volume
2010-06-07,257.92712601122173,260.64430801359237,253.14623091603053,259.079345703125,1734922
2010-06-08,259.3373354127484,262.08892517840087,256.9296943678024,258.03033447265625,2242222
2010-06-09,258.64947085795006,260.90233106643063,251.42654680473603,252.1316375732422,4867400
2010-06-10,251.08265469504707,258.99347806215127,251.08265469504707,258.13360595703125,1796036
2010-06-11,262.02012691081273,262.53604998335686,258.3054849870878,261.0914611816406,3237024
2010-06-14,262.5533781357195,270.72216431526573,260.7132599619378,268.62408447265625,3550492
2010-06-15,264.9992105601846,272.3714830341833,264.9992105601846,268.308837890625,2642976
2010-06-16,272.16135266588583,273.1595122931067,268.72913285165606,271.3558349609375,2328816
2010-06-17,272.12630431847555,274.8580698935461,267.4682907720387,271.5309143066406,1528920
2010-06-18,271.5309584686199,276.2940579618189,270.4627705132712,274.2977600097656,2225672
2010-06-21,277.694871597939,278.08011257371464,274.78797170815017,275.8736877441406,1907428
2010-06-22,274.9280023863793,275.4533425183278,270.8303450819521,272.7040710449219,1468324
2010-06-23,269.67475821717727,276.31156336022104,269.62221562290586,275.3834533691406,2959524
2010-06-24,275.38343367025664,276.1539371995639,268.8692212544388,270.8830261230469,3777510
2010-06-25,271.70592197692105,271.70592197692105,264.8064503812906,265.6470031738281,2037322
2010-06-28,265.62951299948566,268.67649034598014,265.33180740246706,267.8359375,1153124
2010-06-29,267.9235212799991,267.9235212799991,262.31989207675724,264.0009765625,2614662
2010-06-30,264.4212318958836,266.13735175268664,259.6056134342036,263.02032470703125,3316516
2010-07-01,262.6702042876697,262.6702042876697,254.1772010157017,256.3661193847656,3407744
2010-07-02,257.3466465661703,261.269190973985,255.9632464406094,260.4986877441406,2943550
2010-07-05,262.24987652864314,262.2849120414074,258.15221786585226,258.8176574707031,2165596
2010-07-06,257.9421377451235,266.83791044864233,257.7144816868074,265.8747863769531,2760904
2010-07-07,266.66276881001164,268.7641301989758,262.30243965268033,267.7834777832031,2152934
2010-07-08,270.3751287705887,272.82671672576237,269.552104221812,272.05621337890625,2187564
2010-07-09,273.1770010046034,274.5779087020629,269.93740195422833,271.2332458496094,1836666
2010-07-12,273.10691922529327,278.0801452416208,273.10691922529327,277.2746276855469,2725776
2010-07-13,277.3796808128923,277.3796808128923,269.51708331259954,271.3032531738281,5545886
2010-07-14,272.47650463690684,274.82302893921593,269.76224639662917,271.3032531738281,2833842
2010-07-15,270.0248448445855,274.8930055913341,268.0110408784942,273.912353515625,3795536
2010-07-16,278.43027964519143,293.6651440031359,278.43027964519143,291.966552734375,19135452
2010-07-19,291.19620130036,292.3344388857008,288.3243360405763,289.5326232910156,3027924
2010-07-20,289.5324467092451,292.28171803432537,288.937056983263,289.7250671386719,2342062
2010-07-21,291.3887158956109,295.8716149418521,290.54816297237556,295.2412109375,2943720
2010-07-22,295.2411956046875,296.2918760160921,291.5638141647715,295.4863586425781,1362882
2010-07-23,297.6928666969043,297.6928666969043,292.47447730669705,293.9454345703125,1894472
2010-07-26,295.0310696774646,298.2531391890445,294.3306160660519,297.43011474609375,2766490
2010-07-27,299.44386796338307,301.12495206970306,296.36187687243904,297.3950500488281,2106602
2010-07-28,298.04305583939896,300.4771367751272,296.6421484088965,299.2513427734375,4359228
2010-07-29,300.14653930664065,300.14653930664065,298.04024780273437,298.39129638671875,5331904
2010-07-30,298.0401975887842,298.39124611362377,293.1255182410304,294.810546875,1283426
2010-08-02,295.93380630544215,297.84702440370774,293.82751586910445,294.28387451171875,2827762
2010-08-03,295.2318857329137,296.46055588756917,290.86132618323524,292.0899963378906,1281552
2010-08-04,293.476461526108,306.11420388847625,293.42379569574723,304.9908447265625,5583934
2010-08-05,306.11431293747887,309.76522615771256,303.88516338053046,308.1679382324219,2912950
2010-08-06,308.92273550715043,310.15140547791754,302.12995438214546,303.55169677734375,2437734
2010-08-09,302.30546545077937,310.22160591689754,297.0221676663556,308.87005615234375,4259986
2010-08-10,310.6779087258599,310.6779087258599,302.3931730636899,303.4814147949219,1545194
2010-08-11,302.60384767207233,306.4653816910895,300.07629384709145,301.2523193359375,4020248
2010-08-12,300.813385682245,300.813385682245,297.057163477631,299.6022644042969,2278092
2010-08-13,300.8486308166095,302.91982599368686,294.1787078463463,299.9359130859375,2589906
2010-08-16,300.84864642156464,302.796961841834,297.9700436524565,299.8305969238281,1319098
2010-08-17,298.42633859101096,302.2527760335003,296.28495118731036,298.4614562988281,1733196
2010-08-18,299.4444602133589,307.44836412606315,298.39131439783716,305.7984313964844,2888916
2010-08-19,306.8163847883633,309.23862797563345,304.46435558538934,306.1318359375,2148534
2010-08-20,305.06115775952827,308.8875951212786,302.954866681787,305.0436096191406,1746396
2010-08-23,301.90178992042013,307.3254949664609,300.86619228601336,305.5527038574219,1049830
2010-08-24,305.4122512214567,309.5897377109844,303.6570083983449,305.6579895019531,2650474
2010-08-25,306.1142695527402,309.4492300581887,304.11328896421145,305.83343505859375,2379968
2010-08-26,306.8163790226799,308.5716214656014,301.9894623046457,307.6940002441406,4204428
2010-08-27,306.14946221926596,306.4654145160933,298.7423456508538,300.51513671875,1276514
2010-08-30,302.88469732345743,302.88469732345743,294.91589061988657,296.8642272949219,1558570
2010-08-31,294.8807421875,297.5838199428121,291.4404711472392,296.1971740722656,2447874
2010-09-01,295.582853089151,302.25277495220786,294.8807560509345,301.3400573730469,2745484
2010-09-02,304.53458152195844,304.53458152195844,295.40732028902363,296.3200378417969,2758800
2010-09-03,298.39127384593587,298.91784668213455,293.1606417691739,293.9329528808594,2777970
2010-09-06,294.178634890375,301.0240804516666,294.178634890375,300.2693176269531,2287978
2010-09-07,301.1995592944284,307.1322864571099,300.4974624196162,305.88604736328125,2484236
2010-09-08,303.30589684811963,309.9407219121921,301.5155581108554,308.58917236328125,4189478
2010-09-09,309.6247836084986,309.8003078622449,305.8861084331819,307.0621337890625,2938158
2010-09-13,305.8861445558108,312.0821600152742,305.65797585477605,308.8349609375,2349410
2010-09-14,309.9758989009377,315.592676230966,309.0280634412344,314.31134033203125,3071038
2010-09-15,315.9435866481391,322.7539347530728,315.59253821853,321.13909912109375,5560394
2010-09-16,318.7520602602521,320.66527900412297,303.4814494438194,314.328857421875,2334264
2010-09-17,315.9788078183197,322.52587218892126,315.9788078183197,320.7881774902344,3007978
2010-09-20,321.9114990568906,323.6316454086313,318.29570351632105,320.2440185546875,2419108
2010-09-21,320.1562904343109,336.30452438165554,319.55950359012655,334.8827819824219,4997184
2010-09-22,335.6024029284867,337.00659708299924,326.4751409241555,328.3181457519531,4031066
2010-09-23,329.98564476155366,331.84619783505485,325.7028480655579,326.9490661621094,3327236
2010-09-24,327.56345257108313,329.2485030563359,324.71996737325634,327.1597595214844,2738784
2010-09-27,328.23039725886605,330.4946647123831,323.6667660670316,325.63262939453125,3423290
2010-09-28,324.8076601193054,326.5804509527723,320.8934603460498,322.841796875,2521714
2010-09-29,324.7198473985103,329.02019132351757,321.17426628392184,323.08746337890625,3370194
2010-09-30,324.7198396157172,326.4750819920184,321.2620207049233,325.4043884277344,7560924
2010-10-01,325.4220263164609,339.1129206275095,323.6667834560701,337.56829833984375,3326156
2010-10-04,339.3761819096086,342.2723324146557,334.5492644011968,335.5321960449219,2140956
2010-10-05,333.4961306826123,339.09535947775476,332.14460230247266,333.5838928222656,2211664
2010-10-06,333.4961011660313,339.7798783795751,333.4961011660313,336.88372802734375,1838960
2010-10-07,337.00660766043967,339.11289895831743,329.423967558601,333.0748596191406,1972940
2010-10-08,331.4072789230532,335.1459534182247,305.06109751392785,330.89825439453125,2695996
2010-10-11,330.8982789292553,334.8826919156543,326.141576450647,330.301513671875,3065370
2010-10-12,330.9159153403001,335.53219079303454,329.669675880229,333.7418518066406,2608902
2010-10-13,335.58483570072633,350.24111135488783,333.18014049210717,348.53851318359375,5350604
2010-10-14,349.9603488069367,352.452785231578,344.8525746687613,346.1514587402344,2949086
2010-10-15,350.6976057365212,354.9101895892121,331.7409783994119,333.6015319824219,5717798
2010-10-18,340.5170736713774,345.4317530851911,326.4751324890525,344.46636962890625,4480734
2010-10-19,344.72958281784827,346.6252530454104,338.4458069026863,339.7271423339844,2200912
2010-10-20,338.5864548969046,344.20323382728355,335.6727551120328,338.14764404296875,2206638
2010-10-21,341.93885289674563,348.88961024816024,340.5171104835956,346.2041015625,3752354
2010-10-22,358.771638730065,368.3903781236824,358.771638730065,365.16070556640625,9610404
2010-10-25,366.1436134209962,376.65749965671307,364.1075148246895,374.55120849609375,5156316
2010-10-26,373.34009163487485,374.8320478073697,365.6345939556188,373.0241394042969,3507024
2010-10-27,372.11159931215786,374.498747467662,366.33686569029624,367.9692077636719,2141382
2010-10-28,368.60096921205695,374.76188826707204,365.09048379098977,369.6190185546875,5255690
