Date,Open,High,Low,Close,Volume
2010-06-07,63.88377613082854,63.88377613082854,61.89368046056353,62.4957275390625,1269104
2010-06-08,62.713123553852974,63.18137950161225,60.95715609434509,61.04913330078125,2222048
2010-06-09,60.87353011754027,61.5257454909355,60.05407977129465,60.848445892333984,1509960
2010-06-10,61.17455718374513,61.61773398928439,60.229680512770734,61.358516693115234,1627448
2010-06-11,62.54588001142427,62.54588001142427,61.42540364892145,61.8100471496582,904312
2010-06-14,62.21139772837903,64.04262236424523,61.86020333338485,63.64125442504883,3838884
2010-06-15,64.04263928960222,65.45577184500432,62.92216285316628,64.31021118164062,4427544
2010-06-16,65.03765408868519,65.03765408868519,63.55762414608661,63.95899200439453,1505904
2010-06-17,63.959022251098816,65.2216443502834,62.71311956758019,64.49417114257812,1479160
2010-06-18,63.55765047647519,66.55952033188072,63.55765047647519,65.0962142944336,6824788
2010-06-21,65.22164683148543,65.68990276729436,64.27677014810966,64.92898559570312,3389428
2010-06-22,64.8871716399226,66.11634975227646,63.13120436616181,63.55765151977539,3639224
2010-06-23,63.13118459393241,63.87538205641543,61.91037167501489,62.33681869506836,3767840
2010-06-24,61.67625842506443,61.8769424419946,59.033947789254306,60.898616790771484,29461428
2010-06-25,60.589210760822546,60.67282822259768,59.393482078159046,59.95372009277344,7822984
2010-06-28,60.20462119006505,60.64779307532568,59.736365066697026,60.54745101928711,3441680
2010-06-29,60.20457821212526,61.040752909515895,59.719597908359766,60.3049201965332,4653972
2010-06-30,60.02063314801345,61.29162001348924,59.46875975686531,60.898616790771484,4196660
2010-07-01,60.87350480450316,61.124357159466776,59.978797051078764,60.773162841796875,2451500
2010-07-02,60.388556975794884,61.032412719382606,58.78310002273147,59.02559280395508,5959000
2010-07-05,58.69948757743433,59.9871991754193,58.69948757743433,59.41023635864258,1603712
2010-07-06,59.36844131681654,60.37185159259373,59.142672984044964,60.20461654663086,1845480
2010-07-07,60.204604876831596,60.455457397151726,59.368429809097826,59.56074905395508,2143340
2010-07-08,60.17114605738553,60.48889661438927,59.819956668877005,60.129337310791016,2582096
2010-07-09,60.204582231825825,60.99058854129471,60.07915601884286,60.4219856262207,4019368
2010-07-12,61.040789343815625,61.87696454030625,60.65615079487329,61.01570510864258,3859896
2010-07-13,61.54245419170789,61.54245419170789,59.56908406069841,60.34672546386719,3218068
2010-07-14,60.522307942232054,60.873502245136336,59.569072095610736,59.702857971191406,1972088
2010-07-15,60.11261430703042,60.11261430703042,59.58582004849746,59.811588287353516,1816936
2010-07-16,60.02061665226002,62.54586517050686,59.8032132800078,62.42879867553711,8399136
2010-07-19,61.87692852465132,63.549277944236486,61.30833074271344,63.264976501464844,4732324
2010-07-20,63.56600172521648,63.65797890078953,61.575906959608965,62.04416275024414,2098508
2010-07-21,62.378661852511,62.59606533495065,61.550846470129756,62.119449615478516,2262252
2010-07-22,61.818403924570994,62.50406830326787,61.801679407313785,62.01072311401367,2922484
2010-07-23,62.71308789111904,63.18134357259773,62.161214759118856,62.34516906738281,2691788
2010-07-26,62.40374554538796,62.788389146483446,61.87695626279115,62.53753662109375,853800
2010-07-27,62.71311926622428,63.783422147646505,62.20305460430168,63.632911682128906,3693356
2010-07-28,63.96739236501859,64.21824488409709,61.93548798120422,62.303401947021484,3258296
2010-07-29,63.54926609278603,66.19994044921918,62.65455829944302,63.2231559753418,15329908
2010-07-30,63.21481534220226,65.89057472176637,63.21481534220226,65.58955383300781,10248516
2010-08-02,66.31702375863117,66.86053739839977,65.25508580689127,65.69825744628906,2705800
2010-08-03,65.72334466606637,66.09126364965992,64.90389431563312,65.68989562988281,2129332
2010-08-04,65.59792344887559,68.23187448601973,65.22164472928357,67.52112579345703,7891700
2010-08-05,67.95595820692071,69.76209456245279,67.73018988657712,69.29383850097656,10054828
2010-08-06,69.29380023360382,69.90420675994926,68.62486045599664,68.9091567993164,3400668
2010-08-09,68.86739041535033,69.90424974973239,67.99777123182504,69.59486389160156,2971760
2010-08-10,69.49446945746162,69.70351310894429,68.69174387721002,69.04293823242188,1574052
2010-08-11,68.56633869963456,69.21019436424264,67.50439560393114,68.01446533203125,2172020
2010-08-12,66.05781756357354,67.56293239413597,66.05781756357354,67.12812042236328,1787124
2010-08-13,67.12811176120356,69.47776600569408,67.12811176120356,68.74192810058594,3584140
2010-08-16,68.91753767223491,69.48613559501065,66.48426560187018,67.11139678955078,2284780
2010-08-17,68.34894546223116,68.34894546223116,65.98256616670992,66.2835922241211,2298644
2010-08-18,66.28358113975136,68.90080739003508,65.70661845390202,68.42418670654297,2945340
2010-08-19,68.424188161207,69.05968412057557,67.56292907124288,67.91412353515625,1480288
2010-08-20,68.21514007078049,69.06803939884824,67.39568977660011,68.19005584716797,2230840
2010-08-23,68.40745245129948,68.92588180334316,67.76360199367038,68.41581726074219,1205292
2010-08-24,68.31548499715858,68.86735835471393,67.57128734191595,68.42418670654297,1441008
