Mode,Target,Model Variant,Feature Set,Bucket,Rows,Mean Predicted Probability,Observed Success Rate,Calibration Error
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,134,0.260084046388,0.39552238806,0.135438341672
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,212,0.353073825385,0.400943396226,0.0478695708417
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,138,0.440603422362,0.340579710145,0.100023712217
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,36,0.530088902631,0.361111111111,0.16897779152
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,3,0.612119829348,1,0.387880170652
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.0-0.1,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.1-0.2,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.2-0.3,72,0.294994518217,0.458333333333,0.163338815116
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.3-0.4,498,0.316190160177,0.269076305221,0.0471138549565
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.4-0.5,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.5-0.6,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.6-0.7,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.7-0.8,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.8-0.9,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,0.9-1.0,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,212,0.0358104075513,0.287735849057,0.251925441505
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,95,0.143181636262,0.210526315789,0.0673446795279
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,52,0.241202249767,0.173076923077,0.0681253266897
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,48,0.348644537904,0.25,0.0986445379036
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,42,0.455215110581,0.357142857143,0.0980722534386
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,28,0.554722914185,0.285714285714,0.269008628471
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,28,0.6547437225,0.428571428571,0.226172293929
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,20,0.754582991608,0.45,0.304582991608
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,18,0.850322509494,0.166666666667,0.683655842827
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,27,0.961192055026,0.666666666667,0.294525388359
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.0-0.1,214,0.0364913998038,0.285046728972,0.248555329168
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.1-0.2,94,0.144223989753,0.212765957447,0.0685419676936
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.2-0.3,55,0.247455920707,0.254545454545,0.00708953383859
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.3-0.4,45,0.347241098355,0.111111111111,0.236129987243
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.4-0.5,37,0.44960856992,0.378378378378,0.0712301915412
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.5-0.6,35,0.54517917157,0.4,0.14517917157
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.6-0.7,31,0.648575982635,0.387096774194,0.261479208441
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.7-0.8,20,0.750341469001,0.35,0.400341469001
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.8-0.9,13,0.847141942052,0.230769230769,0.616372711283
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.9-1.0,26,0.964209960166,0.653846153846,0.31036380632
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.0-0.1,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.1-0.2,3,0.145318232144,0.666666666667,0.521348434523
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.2-0.3,196,0.275623427819,0.290816326531,0.0151928987116
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.3-0.4,364,0.332031996316,0.296703296703,0.0353286996127
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,7,0.407289376365,0,0.407289376365
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,1,0.0969534361404,0,0.0969534361404
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,113,0.163309444082,0.389380530973,0.226071086892
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,233,0.24883311957,0.330472103004,0.0816389834347
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,147,0.342223144668,0.197278911565,0.144944233103
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,73,0.435789854073,0.191780821918,0.244009032155
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,3,0.517933671163,1,0.482066328837
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.0-0.1,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.1-0.2,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.2-0.3,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.3-0.4,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.4-0.5,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.5-0.6,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.6-0.7,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.7-0.8,754,0.775384307757,0.766578249337,0.00880605841999
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.8-0.9,0,,,
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,NONE,0.9-1.0,0,,,
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,2,0.0803287914325,0.5,0.419671208568
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,21,0.154680769312,0.047619047619,0.107061721693
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,16,0.259648421228,0.375,0.115351578772
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,29,0.337575647834,0.103448275862,0.234127371972
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,39,0.453383719412,0.666666666667,0.213282947255
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,65,0.546928633574,0.6,0.0530713664259
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,75,0.653257178908,0.76,0.106742821092
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,136,0.7576518268,0.801470588235,0.0438187614358
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,191,0.85148647965,0.884816753927,0.0333302742765
TRANSFER,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,180,0.942948001239,0.927777777778,0.0151702234613
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.0-0.1,2,0.0724336955481,0,0.0724336955481
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.1-0.2,19,0.145266519412,0.157894736842,0.0126282174306
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.2-0.3,27,0.256177538195,0.222222222222,0.0339553159728
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.3-0.4,26,0.353694401456,0.192307692308,0.161386709149
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.4-0.5,58,0.455112043166,0.672413793103,0.217301749937
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.5-0.6,59,0.552594185382,0.610169491525,0.0575753061437
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.6-0.7,79,0.651388379925,0.772151898734,0.120763518809
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.7-0.8,143,0.753856196699,0.839160839161,0.0853046424621
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.8-0.9,176,0.850736523946,0.869318181818,0.0185816578721
TRANSFER,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.9-1.0,165,0.943254165318,0.939393939394,0.00386022592376
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.0-0.1,0,,,
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.1-0.2,0,,,
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.2-0.3,0,,,
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.3-0.4,0,,,
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,4,0.471302780673,0,0.471302780673
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,6,0.52913983205,0.5,0.0291398320505
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,616,0.774939814745,0.751623376623,0.0233164381218
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,128,0.810940827623,0.875,0.0640591723773
TRANSFER,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,0,,,
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,0,,,
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,1,0.299586628394,0,0.299586628394
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,12,0.371147709427,0.166666666667,0.20448104276
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,30,0.451449668279,0.233333333333,0.218116334946
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,59,0.552455968305,0.406779661017,0.145676307288
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,92,0.658073280262,0.673913043478,0.0158397632163
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,139,0.751564895933,0.719424460432,0.0321404355014
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,387,0.851113564096,0.904392764858,0.0532792007619
TRANSFER,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,34,0.911209303871,0.970588235294,0.059378931423
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.0-0.1,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.1-0.2,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.2-0.3,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.3-0.4,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.4-0.5,746,0.436637111553,0.300268096515,0.136369015039
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.5-0.6,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.6-0.7,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.7-0.8,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.8-0.9,0,,,
TRANSFER,JOINT_T1,DUMMY_PRIOR,NONE,0.9-1.0,0,,,
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,111,0.0704100230448,0.162162162162,0.0917521391173
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,205,0.151073589351,0.258536585366,0.107462996015
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,194,0.248668917574,0.365979381443,0.11731046387
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,141,0.344615492005,0.354609929078,0.00999443707258
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,68,0.438616178809,0.352941176471,0.0856750023383
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,21,0.539637237588,0.333333333333,0.206303904254
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,4,0.654764636755,0.25,0.404764636755
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,2,0.862072364637,0,0.862072364637
TRANSFER,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.0-0.1,82,0.0681248929687,0.121951219512,0.0538263265435
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.1-0.2,197,0.148690124001,0.248730964467,0.100040840466
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.2-0.3,200,0.250858576615,0.38,0.129141423385
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.3-0.4,147,0.348211306072,0.312925170068,0.0352861360036
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.4-0.5,87,0.443791555513,0.367816091954,0.075975463559
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.5-0.6,23,0.536208968153,0.347826086957,0.188382881196
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.6-0.7,5,0.625252053787,0.4,0.225252053787
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.7-0.8,3,0.719429249365,0.333333333333,0.386095916031
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.8-0.9,2,0.859969629824,0,0.859969629824
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.0-0.1,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.1-0.2,3,0.191917339381,0.333333333333,0.141415993953
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.2-0.3,437,0.276862653707,0.33409610984,0.0572334561333
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.3-0.4,306,0.324507172585,0.251633986928,0.072873185657
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,0,,,
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,35,0.0873137145832,0.371428571429,0.284114856845
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,184,0.158225356947,0.244565217391,0.0863398604443
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,294,0.246701112088,0.309523809524,0.0628226974359
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,202,0.340969914449,0.326732673267,0.014237241182
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,31,0.42973911024,0.290322580645,0.139416529594
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,0,,,
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,0,,,
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.0-0.1,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.1-0.2,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.2-0.3,746,0.265720319119,0.223860589812,0.0418597293063
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.3-0.4,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.4-0.5,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.5-0.6,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.6-0.7,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.7-0.8,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.8-0.9,0,,,
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,0.9-1.0,0,,,
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,227,0.0590812024473,0.15859030837,0.0995091059228
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,222,0.148497326203,0.274774774775,0.126277448572
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,160,0.244342986869,0.2875,0.0431570131308
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,85,0.343796916168,0.188235294118,0.15556162205
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,40,0.446833870002,0.2,0.246833870002
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,9,0.518942535232,0,0.518942535232
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,1,0.611810523078,0,0.611810523078
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,2,0.725866238472,0,0.725866238472
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.0-0.1,201,0.0608827694561,0.154228855721,0.0933460862653
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.1-0.2,211,0.147190249334,0.260663507109,0.113473257775
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.2-0.3,172,0.245243538886,0.290697674419,0.045454135533
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.3-0.4,95,0.345486273931,0.2,0.145486273931
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.4-0.5,47,0.441262453668,0.212765957447,0.228496496221
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.5-0.6,17,0.523371492645,0.117647058824,0.405724433821
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.6-0.7,2,0.660122011659,0,0.660122011659
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.7-0.8,1,0.71034571251,0,0.71034571251
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.8-0.9,0,,,
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,0.9-1.0,0,,,
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.0-0.1,3,0.0926598461122,0.666666666667,0.574006820554
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.1-0.2,26,0.185503820325,0.0769230769231,0.108580743402
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.2-0.3,680,0.244200289389,0.227941176471,0.0162591129184
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.3-0.4,37,0.316961680623,0.216216216216,0.100745464407
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,0,,,
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,0,,,
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,0,,,
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,0,,,
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,87,0.0816552405623,0.195402298851,0.113747058288
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,364,0.148246353553,0.239010989011,0.0907646354578
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,209,0.239435492149,0.215311004785,0.0241244873642
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,65,0.33778071053,0.246153846154,0.0916268643758
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,20,0.451371264487,0.05,0.401371264487
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,1,0.503863118659,1,0.496136881341
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,0,,,
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,0,,,
