Mode,Target,Model Variant,Metric,Point Value,Identity Bootstrap Value,Absolute Difference,Absolute Tolerance,Status
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Positive Count,224,224,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Prevalence,0.39298245614,0.39298245614,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,ROC AUC,0.510593001652,0.510593001652,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Average Precision,0.390764691788,0.390764691788,2.22044604925e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Brier Score,0.240015158828,0.240015158828,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Brier Benchmark Score,0.239984414468,0.239984414468,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Brier Skill Score vs Training Prior,-0.000128109819197,-0.000128109819196,8.881784197e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Log Loss,0.673158959458,0.673158959458,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Accuracy at 0.50,0.605263157895,0.605263157895,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Specificity at 0.50,0.99710982659,0.99710982659,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Overall Success Rate,0.39298245614,0.39298245614,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Top 10% Success Rate,0.350877192982,0.350877192982,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Top 10% Lift,0.892857142857,0.892857142857,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Top 20% Success Rate,0.394736842105,0.394736842105,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Top 20% Lift,1.00446428571,1.00446428571,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Bottom 20% Success Rate,0.368421052632,0.368421052632,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,Bottom 20% Lift,0.9375,0.9375,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Positive Count,224,224,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Prevalence,0.39298245614,0.39298245614,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,ROC AUC,0.474169075145,0.474169075145,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Average Precision,0.396727190796,0.396727190796,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Brier Score,0.254853531417,0.254853531417,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Brier Benchmark Score,0.239984414468,0.239984414468,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Brier Skill Score vs Training Prior,-0.0619586775318,-0.0619586775318,4.4408920985e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Log Loss,0.71218029629,0.71218029629,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Accuracy at 0.50,0.594736842105,0.594736842105,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Precision at 0.50,0.410256410256,0.410256410256,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Recall at 0.50,0.0714285714286,0.0714285714286,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Specificity at 0.50,0.933526011561,0.933526011561,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,F1 at 0.50,0.121673003802,0.121673003802,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Overall Success Rate,0.39298245614,0.39298245614,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Top 10% Success Rate,0.40350877193,0.40350877193,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Top 10% Lift,1.02678571429,1.02678571429,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Top 20% Success Rate,0.324561403509,0.324561403509,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Top 20% Lift,0.825892857143,0.825892857143,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Bottom 20% Success Rate,0.464912280702,0.464912280702,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,Bottom 20% Lift,1.18303571429,1.18303571429,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Prevalence,0.29298245614,0.29298245614,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,ROC AUC,0.382817491568,0.382817491568,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Average Precision,0.242506818697,0.242506818697,2.77555756156e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Brier Score,0.20977493947,0.20977493947,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Brier Benchmark Score,0.20977493947,0.20977493947,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Brier Skill Score vs Training Prior,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Log Loss,0.61090672891,0.61090672891,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Accuracy at 0.50,0.70701754386,0.70701754386,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Overall Success Rate,0.29298245614,0.29298245614,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Top 10% Success Rate,0.140350877193,0.140350877193,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Top 10% Lift,0.479041916168,0.479041916168,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Top 20% Success Rate,0.184210526316,0.184210526316,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Top 20% Lift,0.62874251497,0.62874251497,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Bottom 20% Success Rate,0.429824561404,0.429824561404,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,DUMMY_PRIOR,Bottom 20% Lift,1.46706586826,1.46706586826,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Prevalence,0.29298245614,0.29298245614,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,ROC AUC,0.560392861919,0.560392861919,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Average Precision,0.404328228402,0.404328228402,2.22044604925e-16,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Brier Score,0.249753126269,0.249753126269,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Brier Benchmark Score,0.20977493947,0.20977493947,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Brier Skill Score vs Training Prior,-0.190576562194,-0.190576562194,2.22044604925e-16,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Log Loss,0.865208451566,0.865208451566,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Accuracy at 0.50,0.670175438596,0.670175438596,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Precision at 0.50,0.413223140496,0.413223140496,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Recall at 0.50,0.299401197605,0.299401197605,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Specificity at 0.50,0.82382133995,0.82382133995,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,F1 at 0.50,0.347222222222,0.347222222222,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Overall Success Rate,0.29298245614,0.29298245614,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Top 10% Success Rate,0.456140350877,0.456140350877,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Top 10% Lift,1.55688622754,1.55688622754,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Top 20% Success Rate,0.421052631579,0.421052631579,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Top 20% Lift,1.4371257485,1.4371257485,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Bottom 20% Success Rate,0.271929824561,0.271929824561,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_FULL,Bottom 20% Lift,0.928143712575,0.928143712575,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Prevalence,0.29298245614,0.29298245614,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,ROC AUC,0.565192196253,0.565192196253,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Average Precision,0.400285571073,0.400285571073,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Brier Score,0.247453806784,0.247453806784,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Brier Benchmark Score,0.20977493947,0.20977493947,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Brier Skill Score vs Training Prior,-0.179615674821,-0.179615674821,2.22044604925e-16,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Log Loss,0.853159725663,0.853159725663,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Accuracy at 0.50,0.673684210526,0.673684210526,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Precision at 0.50,0.424,0.424,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Recall at 0.50,0.317365269461,0.317365269461,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Specificity at 0.50,0.821339950372,0.821339950372,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,F1 at 0.50,0.36301369863,0.36301369863,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Overall Success Rate,0.29298245614,0.29298245614,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Top 10% Success Rate,0.438596491228,0.438596491228,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Top 10% Lift,1.49700598802,1.49700598802,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Top 20% Success Rate,0.429824561404,0.429824561404,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Top 20% Lift,1.46706586826,1.46706586826,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Bottom 20% Success Rate,0.254385964912,0.254385964912,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RAW,Bottom 20% Lift,0.868263473054,0.868263473054,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Prevalence,0.29298245614,0.29298245614,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,ROC AUC,0.452422698028,0.452422698028,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Average Precision,0.257857274424,0.257857274424,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Brier Score,0.212146065537,0.212146065537,2.77555756156e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Brier Benchmark Score,0.20977493947,0.20977493947,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Brier Skill Score vs Training Prior,-0.011303190327,-0.011303190327,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Log Loss,0.616851459601,0.616851459601,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Accuracy at 0.50,0.70701754386,0.70701754386,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Overall Success Rate,0.29298245614,0.29298245614,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Top 10% Success Rate,0.157894736842,0.157894736842,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Top 10% Lift,0.538922155689,0.538922155689,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Top 20% Success Rate,0.219298245614,0.219298245614,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Top 20% Lift,0.748502994012,0.748502994012,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Bottom 20% Success Rate,0.30701754386,0.30701754386,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,LOGIT_RULE,Bottom 20% Lift,1.04790419162,1.04790419162,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Prevalence,0.29298245614,0.29298245614,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,ROC AUC,0.412267276861,0.412267276861,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Average Precision,0.287588077413,0.287588077413,1.66533453694e-16,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Brier Score,0.225746858286,0.225746858286,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Brier Benchmark Score,0.20977493947,0.20977493947,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Brier Skill Score vs Training Prior,-0.0761383550187,-0.0761383550187,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Log Loss,0.655112943646,0.655112943646,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Accuracy at 0.50,0.712280701754,0.712280701754,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Precision at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Recall at 0.50,0.0179640718563,0.0179640718563,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,F1 at 0.50,0.0352941176471,0.0352941176471,0,1e-14,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Overall Success Rate,0.29298245614,0.29298245614,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Top 10% Success Rate,0.263157894737,0.263157894737,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Top 10% Lift,0.898203592814,0.898203592814,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Top 20% Success Rate,0.236842105263,0.236842105263,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Top 20% Lift,0.808383233533,0.808383233533,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Bottom 20% Success Rate,0.385964912281,0.385964912281,0,0,PASS
PRIMARY_ONLY,T2_BEFORE_STOP_63,RF_FULL,Bottom 20% Lift,1.31736526946,1.31736526946,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Rows,754,754,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Positive Count,578,578,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Prevalence,0.766578249337,0.766578249337,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,ROC AUC,0.511053987103,0.511053987103,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Average Precision,0.766546845079,0.766546845079,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Brier Score,0.178970854778,0.178970854778,8.32667268469e-17,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Brier Benchmark Score,0.178970854778,0.178970854778,8.32667268469e-17,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Brier Skill Score vs Training Prior,0,0,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Log Loss,0.543490883012,0.543490883012,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Accuracy at 0.50,0.766578249337,0.766578249337,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Precision at 0.50,0.766578249337,0.766578249337,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Recall at 0.50,1,1,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Specificity at 0.50,0,0,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,F1 at 0.50,0.867867867868,0.867867867868,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Overall Success Rate,0.766578249337,0.766578249337,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Top 10% Rows,76,76,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Top 10% Success Rate,0.736842105263,0.736842105263,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Top 10% Lift,0.961209251502,0.961209251502,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Top 20% Rows,151,151,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Top 20% Success Rate,0.754966887417,0.754966887417,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Top 20% Lift,0.984852998465,0.984852998465,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Bottom 20% Rows,151,151,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Bottom 20% Success Rate,0.735099337748,0.735099337748,0,0,PASS
TRANSFER,ENTRY_FILLED,DUMMY_PRIOR,Bottom 20% Lift,0.958935814295,0.958935814295,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Rows,754,754,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Positive Count,578,578,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Prevalence,0.766578249337,0.766578249337,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,ROC AUC,0.78649929223,0.78649929223,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Average Precision,0.91359920821,0.91359920821,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Brier Score,0.137272359723,0.137272359723,2.77555756156e-17,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Brier Benchmark Score,0.178970854778,0.178970854778,8.32667268469e-17,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Brier Skill Score vs Training Prior,0.232990422421,0.232990422421,5.55111512313e-16,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Log Loss,0.435043555777,0.435043555777,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Accuracy at 0.50,0.810344827586,0.810344827586,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Precision at 0.50,0.836166924266,0.836166924266,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Recall at 0.50,0.93598615917,0.93598615917,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Specificity at 0.50,0.397727272727,0.397727272727,0,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,F1 at 0.50,0.883265306122,0.883265306122,1.11022302463e-16,1e-14,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Overall Success Rate,0.766578249337,0.766578249337,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Top 10% Rows,76,76,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Top 10% Success Rate,0.973684210526,0.973684210526,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Top 10% Lift,1.27016936806,1.27016936806,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Top 20% Rows,151,151,0,0,PASS
TRANSFER,ENTRY_FILLED,LOGIT_FULL,Top 20% Success Rate,0.960264900662,0.960264900662,0,0,PASS
