Mode,Target,Model Variant,Metric,Point Value,Identity Bootstrap Value,Absolute Difference,Absolute Tolerance,Status
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,Top 20% Success Rate,0.34,0.34,0,0,PASS
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,Top 20% Lift,1.13232142857,1.13232142857,0,0,PASS
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,Bottom 20% Success Rate,0.32,0.32,0,0,PASS
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,Bottom 20% Lift,1.06571428571,1.06571428571,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Rows,746,746,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Positive Count,224,224,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Prevalence,0.300268096515,0.300268096515,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,ROC AUC,0.49815270936,0.49815270936,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Average Precision,0.297648200298,0.297648200298,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Brier Score,0.218261807354,0.218261807354,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Brier Benchmark Score,0.2109965173,0.2109965173,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Brier Skill Score vs Training Prior,-0.0344332226293,-0.0344332226293,2.22044604925e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Log Loss,0.634535974881,0.634535974881,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Accuracy at 0.50,0.697050938338,0.697050938338,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Specificity at 0.50,0.996168582375,0.996168582375,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Overall Success Rate,0.300268096515,0.300268096515,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Top 10% Rows,75,75,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Top 10% Success Rate,0.253333333333,0.253333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Top 10% Lift,0.84369047619,0.84369047619,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Top 20% Success Rate,0.273333333333,0.273333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Top 20% Lift,0.910297619048,0.910297619048,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Bottom 20% Success Rate,0.273333333333,0.273333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T1,RF_FULL,Bottom 20% Lift,0.910297619048,0.910297619048,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Rows,746,746,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Prevalence,0.223860589812,0.223860589812,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,ROC AUC,0.413845883363,0.413845883363,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Average Precision,0.190761420576,0.190761420576,2.77555756156e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Brier Score,0.175420837032,0.175420837032,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Brier Benchmark Score,0.175420837032,0.175420837032,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Brier Skill Score vs Training Prior,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Log Loss,0.536298561027,0.536298561027,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Accuracy at 0.50,0.776139410188,0.776139410188,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Overall Success Rate,0.223860589812,0.223860589812,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Top 10% Rows,75,75,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Top 10% Success Rate,0.106666666667,0.106666666667,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Top 10% Lift,0.476487025948,0.476487025948,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Top 20% Success Rate,0.14,0.14,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Top 20% Lift,0.625389221557,0.625389221557,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Bottom 20% Success Rate,0.26,0.26,0,0,PASS
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,Bottom 20% Lift,1.16143712575,1.16143712575,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Rows,746,746,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Prevalence,0.223860589812,0.223860589812,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,ROC AUC,0.545478990206,0.545478990206,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Average Precision,0.269746421944,0.269746421944,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Brier Score,0.199461681611,0.199461681611,2.77555756156e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Brier Benchmark Score,0.175420837032,0.175420837032,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Brier Skill Score vs Training Prior,-0.137046687192,-0.137046687192,4.4408920985e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Log Loss,0.711915010253,0.711915010253,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Accuracy at 0.50,0.746648793566,0.746648793566,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Precision at 0.50,0.342857142857,0.342857142857,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Recall at 0.50,0.14371257485,0.14371257485,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Specificity at 0.50,0.920552677029,0.920552677029,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,F1 at 0.50,0.20253164557,0.20253164557,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Overall Success Rate,0.223860589812,0.223860589812,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Top 10% Rows,75,75,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Top 10% Success Rate,0.333333333333,0.333333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Top 10% Lift,1.48902195609,1.48902195609,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Top 20% Success Rate,0.3,0.3,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Top 20% Lift,1.34011976048,1.34011976048,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Bottom 20% Success Rate,0.18,0.18,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,Bottom 20% Lift,0.804071856287,0.804071856287,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Rows,746,746,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Prevalence,0.223860589812,0.223860589812,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,ROC AUC,0.547878336591,0.547878336591,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Average Precision,0.266505141005,0.266505141005,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Brier Score,0.198321404605,0.198321404605,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Brier Benchmark Score,0.175420837032,0.175420837032,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Brier Skill Score vs Training Prior,-0.130546450244,-0.130546450244,8.881784197e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Log Loss,0.704649282846,0.704649282846,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Accuracy at 0.50,0.741286863271,0.741286863271,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Precision at 0.50,0.283333333333,0.283333333333,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Recall at 0.50,0.101796407186,0.101796407186,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Specificity at 0.50,0.92573402418,0.92573402418,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,F1 at 0.50,0.149779735683,0.149779735683,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Overall Success Rate,0.223860589812,0.223860589812,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Top 10% Rows,75,75,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Top 10% Success Rate,0.306666666667,0.306666666667,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Top 10% Lift,1.3699001996,1.3699001996,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Top 20% Success Rate,0.32,0.32,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Top 20% Lift,1.42946107784,1.42946107784,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Bottom 20% Success Rate,0.173333333333,0.173333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,Bottom 20% Lift,0.774291417166,0.774291417166,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Rows,746,746,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Prevalence,0.223860589812,0.223860589812,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,ROC AUC,0.511950192878,0.511950192878,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Average Precision,0.218740926883,0.218740926883,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Brier Score,0.175906438864,0.175906438864,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Brier Benchmark Score,0.175420837032,0.175420837032,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Brier Skill Score vs Training Prior,-0.00276821066411,-0.00276821066411,6.66133814775e-16,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Log Loss,0.538007967205,0.538007967205,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Accuracy at 0.50,0.776139410188,0.776139410188,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Overall Success Rate,0.223860589812,0.223860589812,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Top 10% Rows,75,75,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Top 10% Success Rate,0.173333333333,0.173333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Top 10% Lift,0.774291417166,0.774291417166,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Top 20% Success Rate,0.166666666667,0.166666666667,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Top 20% Lift,0.744510978044,0.744510978044,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Bottom 20% Success Rate,0.233333333333,0.233333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,Bottom 20% Lift,1.04231536926,1.04231536926,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Rows,746,746,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Positive Count,167,167,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Prevalence,0.223860589812,0.223860589812,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,ROC AUC,0.456858304117,0.456858304117,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Average Precision,0.205461641274,0.205461641274,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Brier Score,0.182791093122,0.182791093122,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Brier Benchmark Score,0.175420837032,0.175420837032,8.32667268469e-17,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Brier Skill Score vs Training Prior,-0.0420147128168,-0.0420147128168,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Log Loss,0.559687496603,0.559687496603,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Accuracy at 0.50,0.776139410188,0.776139410188,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Overall Success Rate,0.223860589812,0.223860589812,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Top 10% Rows,75,75,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Top 10% Success Rate,0.133333333333,0.133333333333,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Top 10% Lift,0.595608782435,0.595608782435,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Top 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Top 20% Success Rate,0.166666666667,0.166666666667,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Top 20% Lift,0.744510978044,0.744510978044,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Bottom 20% Rows,150,150,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Bottom 20% Success Rate,0.246666666667,0.246666666667,0,0,PASS
PRIMARY_ONLY,JOINT_T2,RF_FULL,Bottom 20% Lift,1.1018762475,1.1018762475,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Positive Count,224,224,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Prevalence,0.39298245614,0.39298245614,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,ROC AUC,0.447505935178,0.447505935178,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Average Precision,0.360788261352,0.360788261352,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Brier Score,0.239984414468,0.239984414468,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Brier Benchmark Score,0.239984414468,0.239984414468,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Brier Skill Score vs Training Prior,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Log Loss,0.673128034698,0.673128034698,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Accuracy at 0.50,0.60701754386,0.60701754386,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Precision at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Recall at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Specificity at 0.50,1,1,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,F1 at 0.50,0,0,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Overall Success Rate,0.39298245614,0.39298245614,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Top 10% Success Rate,0.280701754386,0.280701754386,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Top 10% Lift,0.714285714286,0.714285714286,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Top 20% Success Rate,0.324561403509,0.324561403509,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Top 20% Lift,0.825892857143,0.825892857143,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Bottom 20% Success Rate,0.447368421053,0.447368421053,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,Bottom 20% Lift,1.13839285714,1.13839285714,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Positive Count,224,224,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Prevalence,0.39298245614,0.39298245614,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,ROC AUC,0.57615090834,0.57615090834,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Average Precision,0.49701258476,0.49701258476,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Brier Score,0.286314066519,0.286314066519,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Brier Benchmark Score,0.239984414468,0.239984414468,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Brier Skill Score vs Training Prior,-0.193052753668,-0.193052753668,6.66133814775e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Log Loss,0.899940813512,0.899940813512,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Accuracy at 0.50,0.605263157895,0.605263157895,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Precision at 0.50,0.497354497354,0.497354497354,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Recall at 0.50,0.419642857143,0.419642857143,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Specificity at 0.50,0.725433526012,0.725433526012,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,F1 at 0.50,0.455205811138,0.455205811138,5.55111512313e-17,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Overall Success Rate,0.39298245614,0.39298245614,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Top 10% Success Rate,0.578947368421,0.578947368421,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Top 10% Lift,1.47321428571,1.47321428571,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Top 20% Success Rate,0.552631578947,0.552631578947,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Top 20% Lift,1.40625,1.40625,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Bottom 20% Success Rate,0.298245614035,0.298245614035,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,Bottom 20% Lift,0.758928571429,0.758928571429,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Rows,570,570,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Positive Count,224,224,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Prevalence,0.39298245614,0.39298245614,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,ROC AUC,0.568486787779,0.568486787779,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Average Precision,0.490036912488,0.490036912488,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Brier Score,0.288975522744,0.288975522744,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Brier Benchmark Score,0.239984414468,0.239984414468,1.11022302463e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Brier Skill Score vs Training Prior,-0.204142874795,-0.204142874795,4.4408920985e-16,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Log Loss,0.903676520748,0.903676520748,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Accuracy at 0.50,0.589473684211,0.589473684211,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Precision at 0.50,0.473684210526,0.473684210526,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Recall at 0.50,0.401785714286,0.401785714286,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Specificity at 0.50,0.71098265896,0.71098265896,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,F1 at 0.50,0.434782608696,0.434782608696,0,1e-14,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Overall Success Rate,0.39298245614,0.39298245614,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Top 10% Rows,57,57,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Top 10% Success Rate,0.578947368421,0.578947368421,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Top 10% Lift,1.47321428571,1.47321428571,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Top 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Top 20% Success Rate,0.535087719298,0.535087719298,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Top 20% Lift,1.36160714286,1.36160714286,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Bottom 20% Rows,114,114,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Bottom 20% Success Rate,0.30701754386,0.30701754386,0,0,PASS
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,Bottom 20% Lift,0.78125,0.78125,0,0,PASS
