Target,Evaluation Year,Model Variant,Feature Set,Training Rows,Training Positives,Training Negatives,Training Prevalence,Evaluation Scored Rows,Raw Feature Count,Encoded Feature Count,Fit Seconds,Prediction Seconds,Warnings,Convergence Status,Random Seed,Training Mode
T1_BEFORE_STOP_63,2018,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,348,137,211,0.39367816092,71,92,101,0.0319706000009,0.00932990000001,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2018,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,348,137,211,0.39367816092,71,97,109,0.0335233000005,0.0101041999988,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2018,RF_FULL,FS3_FULL_SIGNAL_STATE,348,137,211,0.39367816092,71,97,109,0.696728500003,0.0380571999995,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2019,DUMMY_PRIOR,NONE,406,154,252,0.379310344828,73,0,0,3.99999407819e-07,9.29999805521e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2019,LOGIT_RULE,FS1_RULE_SUMMARY,406,154,252,0.379310344828,73,5,8,0.0158542000027,0.00649999999951,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2019,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,406,154,252,0.379310344828,73,92,101,0.0327681999988,0.00939669999934,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2019,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,406,154,252,0.379310344828,73,97,109,0.032528300002,0.00995989999865,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2019,RF_FULL,FS3_FULL_SIGNAL_STATE,406,154,252,0.379310344828,73,97,109,0.730819100001,0.0394425000013,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2020,DUMMY_PRIOR,NONE,460,174,286,0.378260869565,53,0,0,6.00000930717e-07,9.20000093174e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2020,LOGIT_RULE,FS1_RULE_SUMMARY,460,174,286,0.378260869565,53,5,8,0.0153762000009,0.00666260000071,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2020,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,460,174,286,0.378260869565,53,92,101,0.0344953000022,0.00949989999935,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2020,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,460,174,286,0.378260869565,53,97,109,0.036710299999,0.00945409999986,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2020,RF_FULL,FS3_FULL_SIGNAL_STATE,460,174,286,0.378260869565,53,97,109,0.732778500002,0.0374623999996,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2021,DUMMY_PRIOR,NONE,504,192,312,0.380952380952,103,0,0,3.99999407819e-07,9.89999898593e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2021,LOGIT_RULE,FS1_RULE_SUMMARY,504,192,312,0.380952380952,103,5,8,0.0164661999988,0.00733880000189,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2021,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,504,192,312,0.380952380952,103,92,101,0.0363585000014,0.00964139999996,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2021,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,504,192,312,0.380952380952,103,97,109,0.0399338999996,0.010337300002,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2021,RF_FULL,FS3_FULL_SIGNAL_STATE,504,192,312,0.380952380952,103,97,109,0.781936299998,0.0369965999998,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2022,DUMMY_PRIOR,NONE,580,231,349,0.398275862069,113,0,0,5.00000169268e-07,9.99999974738e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2022,LOGIT_RULE,FS1_RULE_SUMMARY,580,231,349,0.398275862069,113,5,8,0.0148903000008,0.00617570000031,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2022,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,580,231,349,0.398275862069,113,92,101,0.0366299999987,0.00837079999837,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2022,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,580,231,349,0.398275862069,113,97,109,0.0388351000001,0.00928850000128,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2022,RF_FULL,FS3_FULL_SIGNAL_STATE,580,231,349,0.398275862069,113,97,109,0.835575199999,0.0370739999998,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2023,DUMMY_PRIOR,NONE,660,255,405,0.386363636364,82,0,0,3.99999407819e-07,2.41999987338e-05,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2023,LOGIT_RULE,FS1_RULE_SUMMARY,660,255,405,0.386363636364,82,5,8,0.0153973999986,0.00607699999819,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2023,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,660,255,405,0.386363636364,82,92,101,0.0363130999976,0.00795070000095,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2023,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,660,255,405,0.386363636364,82,97,109,0.0447158000025,0.00993069999822,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2023,RF_FULL,FS3_FULL_SIGNAL_STATE,660,255,405,0.386363636364,82,97,109,1.1141583,0.0364211000015,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2024,DUMMY_PRIOR,NONE,728,280,448,0.384615384615,48,0,0,4.99996531289e-07,8.30000135466e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2024,LOGIT_RULE,FS1_RULE_SUMMARY,728,280,448,0.384615384615,48,5,8,0.0150622000001,0.00570240000161,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2024,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,728,280,448,0.384615384615,48,92,101,0.0400728000022,0.00799299999926,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2024,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,728,280,448,0.384615384615,48,97,109,0.0442105000002,0.0089341999992,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2024,RF_FULL,FS3_FULL_SIGNAL_STATE,728,280,448,0.384615384615,48,97,109,0.974844200002,0.0364092999989,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2025,DUMMY_PRIOR,NONE,770,298,472,0.387012987013,68,0,0,5.00000169268e-07,9.29999805521e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2025,LOGIT_RULE,FS1_RULE_SUMMARY,770,298,472,0.387012987013,68,5,8,0.0149840000013,0.00568280000152,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2025,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,770,298,472,0.387012987013,68,92,101,0.0474519999989,0.00853389999975,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2025,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,770,298,472,0.387012987013,68,97,109,0.0494524999995,0.00883239999894,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2025,RF_FULL,FS3_FULL_SIGNAL_STATE,770,298,472,0.387012987013,68,97,109,1.0132289,0.035989699998,,CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2026,DUMMY_PRIOR,NONE,807,308,499,0.38166047088,18,0,0,7.00001692167e-07,8.99999940884e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2026,LOGIT_RULE,FS1_RULE_SUMMARY,807,308,499,0.38166047088,18,5,8,0.0148033000005,0.00579920000018,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2026,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,807,308,499,0.38166047088,18,92,101,0.0468567999997,0.0081958999981,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2026,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,807,308,499,0.38166047088,18,97,109,0.0506405999986,0.0090014999987,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T1_BEFORE_STOP_63,2026,RF_FULL,FS3_FULL_SIGNAL_STATE,807,308,499,0.38166047088,18,97,109,1.0765612,0.035332200001,,CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2016,DUMMY_PRIOR,NONE,258,81,177,0.313953488372,52,0,0,7.00001692167e-07,1.36999988172e-05,,NOT_APPLICABLE,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2016,LOGIT_RULE,FS1_RULE_SUMMARY,258,81,177,0.313953488372,52,5,8,0.0236466000024,0.0104289999981,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2016,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,258,81,177,0.313953488372,52,92,101,0.0404359999993,0.010940600001,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2016,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,258,81,177,0.313953488372,52,97,109,0.027098999999,0.00949360000232,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2016,RF_FULL,FS3_FULL_SIGNAL_STATE,258,81,177,0.313953488372,52,97,109,0.569081000001,0.0353783999999,,CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2017,DUMMY_PRIOR,NONE,296,87,209,0.293918918919,73,0,0,7.99998815637e-07,1.42999997479e-05,,NOT_APPLICABLE,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2017,LOGIT_RULE,FS1_RULE_SUMMARY,296,87,209,0.293918918919,73,5,8,0.0162775000026,0.00587640000231,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2017,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,296,87,209,0.293918918919,73,92,101,0.0277177999997,0.00808450000113,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2017,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,296,87,209,0.293918918919,73,97,109,0.0285110000004,0.00887359999979,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2017,RF_FULL,FS3_FULL_SIGNAL_STATE,296,87,209,0.293918918919,73,97,109,0.601211900001,0.0360517000008,,CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2018,DUMMY_PRIOR,NONE,337,108,229,0.320474777448,71,0,0,5.00000169268e-07,8.60000000102e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2018,LOGIT_RULE,FS1_RULE_SUMMARY,337,108,229,0.320474777448,71,5,8,0.0145711000005,0.00620019999769,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2018,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,337,108,229,0.320474777448,71,92,101,0.027698599999,0.00804190000053,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2018,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,337,108,229,0.320474777448,71,97,109,0.0301564000001,0.00961570000072,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2018,RF_FULL,FS3_FULL_SIGNAL_STATE,337,108,229,0.320474777448,71,97,109,0.646205699999,0.0360613000012,,CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2019,DUMMY_PRIOR,NONE,406,130,276,0.320197044335,73,0,0,6.00000930717e-07,1.21999983094e-05,,NOT_APPLICABLE,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2019,LOGIT_RULE,FS1_RULE_SUMMARY,406,130,276,0.320197044335,73,5,8,0.0148305999974,0.00612330000149,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2019,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,406,130,276,0.320197044335,73,92,101,0.0296326000025,0.0078319000022,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2019,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,406,130,276,0.320197044335,73,97,109,0.0312702999981,0.00873430000138,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2019,RF_FULL,FS3_FULL_SIGNAL_STATE,406,130,276,0.320197044335,73,97,109,0.6903165,0.0358028999981,,CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2020,DUMMY_PRIOR,NONE,457,140,317,0.306345733042,53,0,0,5.99997292738e-07,9.60000033956e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2020,LOGIT_RULE,FS1_RULE_SUMMARY,457,140,317,0.306345733042,53,5,8,0.0152865000018,0.00626950000151,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2020,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,457,140,317,0.306345733042,53,92,101,0.0302484999993,0.00801209999918,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2020,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,457,140,317,0.306345733042,53,97,109,0.0332648000003,0.00888839999971,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2020,RF_FULL,FS3_FULL_SIGNAL_STATE,457,140,317,0.306345733042,53,97,109,0.718066500001,0.0358373999989,,CONVERGED,42,PRIMARY_ONLY
T2_BEFORE_STOP_63,2021,DUMMY_PRIOR,NONE,504,156,348,0.309523809524,103,0,0,5.00000169268e-07,8.60000000102e-06,,NOT_APPLICABLE,42,PRIMARY_ONLY
