Mode,Target,Model Variant,Feature Set,Scope,Rows,Overall Success Rate,Top 10% Rows,Top 10% Success Rate,Top 10% Lift,Top 20% Rows,Top 20% Success Rate,Top 20% Lift,Bottom 20% Rows,Bottom 20% Success Rate,Bottom 20% Lift
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA_2016_2020,247,0.396761133603,25,0.4,1.00816326531,50,0.42,1.05857142857,50,0.42,1.05857142857
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,ERA_2016_2020,247,0.396761133603,25,0.24,0.604897959184,50,0.18,0.453673469388,50,0.56,1.41142857143
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA_2016_2020,247,0.396761133603,25,0.24,0.604897959184,50,0.4,1.00816326531,50,0.42,1.05857142857
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,ERA_2016_2020,247,0.307692307692,25,0.36,1.17,50,0.32,1.04,50,0.52,1.69
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA_2016_2020,247,0.307692307692,25,0.16,0.52,50,0.3,0.975,50,0.3,0.975
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA_2016_2020,247,0.307692307692,25,0.12,0.39,50,0.34,1.105,50,0.32,1.04
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,ERA_2016_2020,247,0.307692307692,25,0.28,0.91,50,0.22,0.715,50,0.44,1.43
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA_2016_2020,247,0.307692307692,25,0.12,0.39,50,0.34,1.105,50,0.34,1.105
PRIMARY_ONLY,ENTRY_FILLED,DUMMY_PRIOR,NONE,ERA_2021_2023,298,0.765100671141,30,0.8,1.04561403509,60,0.816666666667,1.06739766082,60,0.75,0.980263157895
PRIMARY_ONLY,ENTRY_FILLED,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,298,0.765100671141,30,0.866666666667,1.13274853801,60,0.9,1.17631578947,60,0.433333333333,0.566374269006
PRIMARY_ONLY,ENTRY_FILLED,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA_2021_2023,298,0.765100671141,30,0.866666666667,1.13274853801,60,0.883333333333,1.15453216374,60,0.4,0.522807017544
PRIMARY_ONLY,ENTRY_FILLED,LOGIT_RULE,FS1_RULE_SUMMARY,ERA_2021_2023,298,0.765100671141,30,0.8,1.04561403509,60,0.8,1.04561403509,60,0.583333333333,0.762426900585
PRIMARY_ONLY,ENTRY_FILLED,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,298,0.765100671141,30,0.933333333333,1.21988304094,60,0.883333333333,1.15453216374,60,0.333333333333,0.43567251462
PRIMARY_ONLY,JOINT_T1,DUMMY_PRIOR,NONE,ERA_2021_2023,296,0.300675675676,30,0.366666666667,1.21947565543,60,0.216666666667,0.720599250936,60,0.4,1.33033707865
PRIMARY_ONLY,JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,296,0.300675675676,30,0.533333333333,1.77378277154,60,0.45,1.49662921348,60,0.2,0.665168539326
PRIMARY_ONLY,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA_2021_2023,296,0.300675675676,30,0.5,1.66292134831,60,0.433333333333,1.44119850187,60,0.2,0.665168539326
PRIMARY_ONLY,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,ERA_2021_2023,296,0.300675675676,30,0.4,1.33033707865,60,0.4,1.33033707865,60,0.3,0.997752808989
PRIMARY_ONLY,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,296,0.300675675676,30,0.333333333333,1.10861423221,60,0.3,0.997752808989,60,0.2,0.665168539326
PRIMARY_ONLY,JOINT_T2,DUMMY_PRIOR,NONE,ERA_2021_2023,296,0.22972972973,30,0.166666666667,0.725490196078,60,0.1,0.435294117647,60,0.216666666667,0.943137254902
PRIMARY_ONLY,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,296,0.22972972973,30,0.333333333333,1.45098039216,60,0.3,1.30588235294,60,0.216666666667,0.943137254902
PRIMARY_ONLY,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA_2021_2023,296,0.22972972973,30,0.266666666667,1.16078431373,60,0.316666666667,1.37843137255,60,0.183333333333,0.798039215686
PRIMARY_ONLY,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,ERA_2021_2023,296,0.22972972973,30,0.233333333333,1.01568627451,60,0.2,0.870588235294,60,0.233333333333,1.01568627451
PRIMARY_ONLY,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,296,0.22972972973,30,0.233333333333,1.01568627451,60,0.166666666667,0.725490196078,60,0.15,0.652941176471
PRIMARY_ONLY,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,ERA_2021_2023,226,0.393805309735,23,0.434782608696,1.10405471422,46,0.304347826087,0.772838299951,46,0.521739130435,1.32486565706
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,226,0.393805309735,23,0.434782608696,1.10405471422,46,0.5,1.26966292135,46,0.413043478261,1.04885197851
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA_2021_2023,226,0.393805309735,23,0.434782608696,1.10405471422,46,0.521739130435,1.32486565706,46,0.369565217391,0.938446507084
PRIMARY_ONLY,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,ERA_2021_2023,226,0.393805309735,23,0.347826086957,0.883243771373,46,0.413043478261,1.04885197851,46,0.347826086957,0.883243771373
PRIMARY_ONLY,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA_2021_2023,226,0.393805309735,23,0.478260869565,1.21446018564,46,0.326086956522,0.828041035662,46,0.369565217391,0.938446507084
