Mode,Target,Model Variant,Feature Set,Scope,Rows,Positive Count,Prevalence,ROC AUC,Average Precision,Brier Score,Brier Benchmark Score,Brier Skill Score vs Training Prior,Log Loss,Accuracy at 0.50,Precision at 0.50,Recall at 0.50,Specificity at 0.50,F1 at 0.50
TRANSFER,JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RECENT_2024_2026,131,37,0.282442748092,0.556641748131,0.292427272395,0.211384722692,0.222398643893,0.049523328957,0.610873266799,0.679389312977,0,0,0.946808510638,0
TRANSFER,JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,RECENT_2024_2026,131,37,0.282442748092,0.471535365152,0.268836651737,0.205486822425,0.222398643893,0.076042826394,0.601661835671,0.717557251908,0,0,1,0
TRANSFER,JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,131,37,0.282442748092,0.484186313974,0.289403538604,0.209226485113,0.222398643893,0.0592276937901,0.613471645871,0.717557251908,0,0,1,0
TRANSFER,JOINT_T2,DUMMY_PRIOR,NONE,RECENT_2024_2026,131,23,0.175572519084,0.520531400966,0.194995775013,0.151449168994,0.151449168994,0,0.483639389362,0.824427480916,0,0,1,0
TRANSFER,JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,131,23,0.175572519084,0.52576489533,0.173923102864,0.158645104762,0.151449168994,-0.0475138676329,0.493915913668,0.809160305344,0,0,0.981481481481,0
TRANSFER,JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RECENT_2024_2026,131,23,0.175572519084,0.505636070853,0.167771809217,0.161665571711,0.151449168994,-0.0674576346966,0.501767912715,0.801526717557,0,0,0.972222222222,0
TRANSFER,JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,RECENT_2024_2026,131,23,0.175572519084,0.643719806763,0.257818383725,0.146024257345,0.151449168994,0.0358200159466,0.468485143763,0.824427480916,0,0,1,0
TRANSFER,JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,131,23,0.175572519084,0.490338164251,0.186295001616,0.148520737447,0.151449168994,0.0193360687715,0.475463154648,0.824427480916,0,0,1,0
TRANSFER,T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,RECENT_2024_2026,97,37,0.381443298969,0.506306306306,0.385036676462,0.265939831499,0.265939831499,0,0.725166706399,0.381443298969,0.381443298969,1,0,0.55223880597
TRANSFER,T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,97,37,0.381443298969,0.527027027027,0.375962323576,0.249368351844,0.265939831499,0.0623128907071,0.686049715482,0.546391752577,0.315789473684,0.162162162162,0.783333333333,0.214285714286
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RECENT_2024_2026,97,37,0.381443298969,0.521171171171,0.379521373908,0.250319743663,0.265939831499,0.0587354205201,0.689131231393,0.525773195876,0.354838709677,0.297297297297,0.666666666667,0.323529411765
TRANSFER,T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,RECENT_2024_2026,97,37,0.381443298969,0.440990990991,0.340524439035,0.241113260509,0.265939831499,0.0933540900957,0.675507742825,0.618556701031,0,0,1,0
TRANSFER,T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,97,37,0.381443298969,0.564414414414,0.564509283812,0.240415407273,0.265939831499,0.0959781920672,0.67752937228,0.628865979381,1,0.027027027027,1,0.0526315789474
TRANSFER,T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,RECENT_2024_2026,97,23,0.237113402062,0.5,0.245077674891,0.191018101347,0.191018101347,0,0.571769338141,0.762886597938,0,0,1,0
TRANSFER,T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,97,23,0.237113402062,0.509988249119,0.23472056136,0.206819501373,0.191018101347,-0.0827220033834,0.593727878377,0.711340206186,0.142857142857,0.0434782608696,0.918918918919,0.0666666666667
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RECENT_2024_2026,97,23,0.237113402062,0.504112808461,0.229615036953,0.212722932559,0.191018101347,-0.113627091141,0.606494939196,0.659793814433,0.0833333333333,0.0434782608696,0.851351351351,0.0571428571429
TRANSFER,T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,RECENT_2024_2026,97,23,0.237113402062,0.559341950646,0.268953448873,0.184329511484,0.191018101347,0.0350154766289,0.556060965566,0.762886597938,0,0,1,0
TRANSFER,T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,RECENT_2024_2026,97,23,0.237113402062,0.53642773208,0.276379121914,0.182757789374,0.191018101347,0.043243608409,0.550358370192,0.762886597938,0,0,1,0
