Diagnostic,Feature,Era,Rows,Median,Q25,Q75,Mean,Std
DESCRIPTIVE DRIFT DIAGNOSTIC,RS20 Cross-Sectional Percentile,2016-2020,22583,52.6315789474,27.7777777778,77.7777777778,52.8088198622,28.7985850621
DESCRIPTIVE DRIFT DIAGNOSTIC,RS20 Cross-Sectional Percentile,2021-2023,14079,52.6315789474,26.3157894737,78.9473684211,52.6315789474,28.8285268578
DESCRIPTIVE DRIFT DIAGNOSTIC,RS20 Cross-Sectional Percentile,2024-2026,12483,52.6315789474,26.3157894737,78.9473684211,52.6315789474,28.8286577664
DESCRIPTIVE DRIFT DIAGNOSTIC,RS60 Cross-Sectional Percentile,2011-2015,18936,52.7777777778,27.7777777778,77.7777777778,52.7777777778,28.8236914924
DESCRIPTIVE DRIFT DIAGNOSTIC,RS60 Cross-Sectional Percentile,2016-2020,22583,52.6315789474,27.7777777778,77.7777777778,52.8619571778,28.8131072884
DESCRIPTIVE DRIFT DIAGNOSTIC,RS60 Cross-Sectional Percentile,2021-2023,14079,52.6315789474,26.3157894737,78.9473684211,52.6315789474,28.8285268578
DESCRIPTIVE DRIFT DIAGNOSTIC,RS60 Cross-Sectional Percentile,2024-2026,12483,52.6315789474,26.3157894737,78.9473684211,52.6315789474,28.8286577664
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 1,2011-2015,3903,315.6263,192.0922,525.3893,509.756708199,661.325159634
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 1,2016-2020,4027,569.3921,331.4327,987.4786,945.08366598,1414.34955725
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 1,2021-2023,3312,909.4393,538.0561,1562.7436,1452.56569873,1892.11252266
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 1,2024-2026,2149,1574.9427,1003.8961,3623.4275,2554.68577487,2790.24137313
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 2,2011-2015,784,259.5808,162.5812,565.7063,398.921804337,445.967040289
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 2,2016-2020,719,559.1039,318.411,1070.9261,988.865032684,1513.61288477
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 2,2021-2023,786,764.513,502.1962,1031.9166,1073.13908181,1488.59569588
DESCRIPTIVE DRIFT DIAGNOSTIC,Resistance 2,2024-2026,409,1871.9259,865.6996,4266.4778,3070.27952103,3281.22245442
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR,2011-2015,18936,7.73021184855,4.26254062768,13.4598100891,10.8866853889,11.7528038146
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR,2016-2020,22583,12.3227720308,6.59047921617,20.1612117685,21.2566517541,35.1902897136
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR,2021-2023,14079,19.9283825562,12.2726980389,37.2592649646,31.442816705,38.6073581829
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR,2024-2026,12483,30.4452267493,16.3764135282,65.7331892939,51.4170135416,61.2028334286
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR %,2011-2015,18936,2.67052144875,2.26946957258,3.1933293151,2.79129229389,0.7320361201
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR %,2016-2020,22583,2.48238378457,2.03940857183,3.10047391894,2.76455264408,1.2086489979
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR %,2021-2023,14079,2.2039190252,1.8205044493,2.71356021147,2.3271984779,0.667475133504
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock ATR %,2024-2026,12483,2.10603427822,1.80215488997,2.51899780372,2.20817465854,0.614000697067
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Average Volume 20,2011-2015,18936,4815258.5,2069647.375,10299153.4375,7181812.1199,6791182.12528
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Average Volume 20,2016-2020,22583,6045645.55,2385470.7,12542036.1,10456710.0882,13058759.8043
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Average Volume 20,2021-2023,14079,5064242.45,2030439.1,13809304.75,10013342.044,13093611.9693
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Average Volume 20,2024-2026,12483,3963505.95,1909599.65,12951437.25,8669340.46311,9841919.05009
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Breakout High 20,2011-2015,18936,294.356587335,167.817888035,518.000414537,436.15560738,527.504720608
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Breakout High 20,2016-2020,22583,494.776843107,278.711541907,801.745049156,893.356871822,1460.55645542
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Breakout High 20,2021-2023,14079,918.492602663,551.198311306,1713.48897855,1512.77081211,1838.15585351
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Breakout High 20,2024-2026,12483,1522.87831106,864.909952782,3338.61758304,2472.91269457,2917.318924
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Close,2011-2015,18936,279.5756073,156.88192749,485.176094055,413.700199923,506.792964212
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Close,2016-2020,22583,465.631896973,260.614776611,759.788085938,846.941260464,1388.43990825
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Close,2021-2023,14079,876.75378418,531.496154785,1641.60321045,1448.54223126,1762.41153538
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Close,2024-2026,12483,1456.23620605,816.448455811,3149.28771973,2353.53060144,2783.57361754
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST,2011-2015,18936,275.846813418,157.127231755,478.54418858,409.510435255,495.40301008
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST,2016-2020,22583,465.139232262,261.399949544,753.026260783,837.249635477,1375.88374697
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST,2021-2023,14079,874.099865395,524.420637452,1597.50777647,1436.66619456,1748.63401439
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST,2024-2026,12483,1435.80102693,824.296054829,3166.14479167,2340.89603465,2762.21820317
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST Direction,2011-2015,18936,1,-1,1,0.120088719899,0.992789378461
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST Direction,2016-2020,22583,1,-1,1,0.170349377851,0.985405544675
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST Direction,2021-2023,14079,1,-1,1,0.183748845799,0.983008136364
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Daily ST Direction,2024-2026,12483,1,-1,1,0.101337819434,0.994891923269
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock High,2011-2015,18936,282.964560791,158.78620677,492.443590717,419.025744449,512.349632453
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock High,2016-2020,22583,472.139566943,264.398835354,770.174898282,857.478622579,1404.30852282
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock High,2021-2023,14079,886.397205125,536.56252513,1660.29115064,1463.94986532,1780.65372468
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock High,2024-2026,12483,1470.95200794,823.006211487,3181.31899016,2378.33188604,2811.56833252
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Low,2011-2015,18936,275.319230258,154.734128554,479.159202046,408.541180194,501.426916859
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Low,2016-2020,22583,459.615957751,257.660901061,750.317646311,836.950748461,1373.76149057
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Low,2021-2023,14079,867.110722949,525.548255352,1623.40293952,1433.71510159,1745.27501953
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Low,2024-2026,12483,1442.9051072,808.981257462,3107.20800959,2329.19330333,2755.33551383
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Open,2011-2015,18936,279.636267911,156.8075531,485.916654378,413.865101682,506.932590518
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Open,2016-2020,22583,465.682813144,261.299043046,761.112395341,847.78487645,1390.20627369
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Open,2021-2023,14079,877.397608041,529.937891929,1641.76403043,1449.38279228,1763.89960425
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Open,2024-2026,12483,1456.78319677,815.397003414,3146.90273755,2354.74698236,2785.13019994
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Range / ATR,2011-2015,18936,0.877905598998,0.688448372459,1.12824638439,0.956780100145,0.404361440557
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Range / ATR,2016-2020,22583,0.871478687205,0.681773911548,1.12768125087,0.958386757397,0.415010711509
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Range / ATR,2021-2023,14079,0.872494929377,0.689813830296,1.13071413423,0.9539707697,0.38693325491
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Range / ATR,2024-2026,12483,0.867151364584,0.672345651411,1.12767828087,0.946060364857,0.398795577407
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 10D %,2011-2015,18936,25.2592031089,19.385604157,33.2294758375,27.5220884674,12.0185770929
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 10D %,2016-2020,22583,23.6627729412,17.6437732745,32.8733889006,27.8414143938,16.4544005986
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 10D %,2021-2023,14079,21.4786669236,16.0118332138,28.5463748742,23.5948252684,10.6774760841
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 10D %,2024-2026,12483,20.5593395923,15.5294678667,27.7448955402,23.0795801865,11.9146879664
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 20D %,2011-2015,18936,26.5435494109,21.2088528153,33.3557699423,28.3294333147,10.2014088796
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 20D %,2016-2020,22583,24.7892492084,19.2503868695,33.278323727,28.6054777551,14.9948589666
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 20D %,2021-2023,14079,22.6764297954,17.6797339984,29.0656516213,24.3181341821,9.19435807368
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Realized Volatility 20D %,2024-2026,12483,22.0298430679,17.4056527056,28.1025447159,23.8765293632,10.3232709287
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Recent High 20,2011-2015,18936,294.356587335,167.817888035,518.000414537,436.15560738,527.504720608
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Recent High 20,2016-2020,22583,494.776843107,278.711541907,801.745049156,893.356871822,1460.55645542
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Recent High 20,2021-2023,14079,918.492602663,551.198311306,1713.48897855,1512.77081211,1838.15585351
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Recent High 20,2024-2026,12483,1522.87831106,864.909952782,3338.61758304,2472.91269457,2917.318924
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 20D,2011-2015,18936,0.882012563645,0.662553699521,1.17984478948,1.01255070062,0.629122157436
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 20D,2016-2020,22583,0.871046121267,0.663908166417,1.17811674978,1.02468608338,0.664447426728
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 20D,2021-2023,14079,0.871911770105,0.678466328493,1.1563199075,1.0053853806,0.56344785323
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 20D,2024-2026,12483,0.873857255516,0.662094267272,1.1753984524,1.0088668441,0.592605792823
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 5D,2011-2015,18936,0.938370220122,0.73669683994,1.18581875135,1.00929748465,0.424917055652
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 5D,2016-2020,22583,0.932720331276,0.742225119595,1.18369555755,1.0096575484,0.421110384109
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 5D,2021-2023,14079,0.931709669056,0.753339348999,1.17077588331,1.00430312609,0.385149019148
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Relative Volume 5D,2024-2026,12483,0.933889906466,0.734644625709,1.1923104177,1.00929113823,0.413116619351
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 10D %,2011-2015,18936,0.827391451827,-2.51275814992,4.38227141633,0.954283470477,5.91999780814
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 10D %,2016-2020,22583,0.474262397768,-2.71580167944,3.82316990111,0.594717310747,6.47115292395
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 10D %,2021-2023,14079,0.968894490548,-2.17280335434,4.16145319956,1.15957548644,5.39912200216
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 10D %,2024-2026,12483,0.282546749325,-2.73433366864,3.26730248167,0.332258609018,5.19214944488
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 1D %,2011-2015,18936,0.0509710302735,-0.939272055546,1.10253529568,0.09454536249,1.88601891401
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 1D %,2016-2020,22583,0.0157033947038,-0.923518355573,0.972252837003,0.0598813869379,2.04018835245
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 1D %,2021-2023,14079,0.0704408807831,-0.766001632609,0.920091038294,0.113731270265,1.63329922732
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 1D %,2024-2026,12483,0,-0.78579568153,0.838562137572,0.0309383376938,1.63850148283
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 20D %,2011-2015,18936,1.39358008231,-3.51120337668,6.605024641,1.84099485023,8.32021528025
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 20D %,2016-2020,22583,1.19362416687,-3.60964078573,6.16351275574,1.21705165873,9.23987655652
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 20D %,2021-2023,14079,1.76782624614,-2.74287601659,6.54154144568,2.30575297262,7.72029871564
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 20D %,2024-2026,12483,0.736505040595,-3.54188762479,4.99093004941,0.726535543973,7.27658000515
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 5D %,2011-2015,18936,0.398795939664,-1.995008724,2.87951743946,0.486626112714,4.20950591529
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 5D %,2016-2020,22583,0.192834662284,-1.9794234383,2.50704345989,0.300455242028,4.5367108867
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 5D %,2021-2023,14079,0.45512244646,-1.59312630234,2.57097330723,0.571968009101,3.73738903026
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 5D %,2024-2026,12483,0.117967099996,-1.89356510262,2.13709524608,0.158505810104,3.68090352626
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 60D %,2011-2015,18936,4.29297099689,-4.59482115215,13.6771489818,5.28233077831,14.776823134
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 60D %,2016-2020,22583,3.18546235273,-5.55110152298,11.8873684669,3.12722932675,15.9679120454
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 60D %,2021-2023,14079,5.73374439282,-1.75108225946,14.0213738151,7.24686601188,14.1178211842
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Return 60D %,2024-2026,12483,1.63484774765,-5.69102176072,9.89036000889,2.72871128576,13.7988883232
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA20,2011-2015,18936,277.838844299,155.209737968,483.10792923,410.219244111,499.577031626
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA20,2016-2020,22583,463.256602478,260.670945358,754.100616455,843.002898944,1382.65823615
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA20,2021-2023,14079,869.929309082,519.220537567,1610.81266785,1437.66271893,1752.67786013
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA20,2024-2026,12483,1453.69927368,812.097642517,3144.91658936,2346.16111631,2770.50853367
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA200,2011-2015,18936,253.413060532,154.319432052,458.951938858,378.997291238,433.050440099
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA200,2016-2020,22583,463.94602211,257.026062469,738.72149826,817.706302937,1339.70480421
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA200,2021-2023,14079,809.797794495,455.58480217,1475.49535065,1337.71182948,1660.7159214
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA200,2024-2026,12483,1445.42837952,796.867211304,3086.17924622,2260.26810705,2646.50923472
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA50,2011-2015,18936,271.885270691,154.149017487,477.285612335,405.011651398,488.144889593
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA50,2016-2020,22583,462.437122803,261.06369751,744.983655396,837.508665121,1374.38967161
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA50,2021-2023,14079,863.317003174,508.87933197,1570.60841919,1420.95936385,1736.51608716
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock SMA50,2024-2026,12483,1454.56377197,810.516760864,3153.42360352,2333.35521901,2750.71873698
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Same-Day Gap %,2011-2015,18936,0.109715355268,-0.262953482704,0.499817933082,0.119595837957,0.879925775951
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Same-Day Gap %,2016-2020,22583,0.165184090719,-0.116345555238,0.507067270653,0.159305468284,1.01144175412
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Same-Day Gap %,2021-2023,14079,0.171950701567,-0.139223877905,0.516362471847,0.15714823899,0.777943176864
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Same-Day Gap %,2024-2026,12483,0.0524389598211,-0.192885948679,0.411326834742,0.0840640439721,0.947667725895
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Swing Low 10,2011-2015,18936,265.885129302,148.7618815,462.811907402,393.934058517,484.462430013
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Swing Low 10,2016-2020,22583,442.943037289,248.275203791,723.562551435,809.153416143,1330.77942786
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Swing Low 10,2021-2023,14079,842.14406932,498.474724727,1567.8044846,1390.75965153,1698.69623282
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Swing Low 10,2024-2026,12483,1406.86999776,789.862623922,3021.86592692,2260.82876669,2677.88797441
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Volume,2011-2015,18936,4330468.5,1782493.5,9626752,7178205.56179,8768488.57876
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Volume,2016-2020,22583,5241260,2059811,12068636.5,10571866.1564,16411167.5948
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Volume,2021-2023,14079,4731349,1735217.5,12514386,9926086.30059,16125522.7972
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Volume,2024-2026,12483,4167275,1622272,11481546.5,8664705.04326,13806805.0897
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST,2011-2015,18936,271.00292386,154.14996103,453.679309435,389.646489637,467.776432578
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST,2016-2020,22583,465.29536448,252.338103001,761.990208465,835.827463133,1377.02398296
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST,2021-2023,14079,819.835581467,492.020603068,1503.50455378,1364.57210657,1691.98081225
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST,2024-2026,12483,1419.48814253,838.698107507,3115.93978184,2287.10879438,2696.99223855
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST Direction,2011-2015,18936,1,-1,1,0.361216730038,0.932506512246
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST Direction,2016-2020,22583,1,-1,1,0.0471593676659,0.998909494706
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST Direction,2021-2023,14079,1,1,1,0.575964202003,0.817503949087
DESCRIPTIVE DRIFT DIAGNOSTIC,Stock Weekly ST Direction,2024-2026,12483,1,-1,1,0.167027156933,0.985991789595
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Distance ATR,2011-2015,4178,1.9997177288,1.50001469234,2.48860091234,2.19330732753,0.834723299539
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Distance ATR,2016-2020,4282,2.07511002447,1.5309674521,2.53559097544,2.20982750342,0.776762881915
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Distance ATR,2021-2023,3604,1.98958094149,1.5000030916,2.46502650246,2.21344500848,0.891040590422
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Distance ATR,2024-2026,2289,2.07880822812,1.55091043771,2.51818884062,2.24230526373,0.852329793325
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Loss,2011-2015,4178,289.5386,172.8588,475.8468,462.155210723,602.674745641
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Loss,2016-2020,4282,517.56,301.7288,905.4181,881.591464292,1334.06904528
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Loss,2021-2023,3604,811.01525,479.7369,1438.53,1325.90435827,1712.41899294
DESCRIPTIVE DRIFT DIAGNOSTIC,Stop Loss,2024-2026,2289,1458.5714,946.1982,3319.7947,2352.43175981,2584.82339826
DESCRIPTIVE DRIFT DIAGNOSTIC,Support,2011-2015,3816,299.8856,181.65785,496.96785,482.740180136,635.068856814
DESCRIPTIVE DRIFT DIAGNOSTIC,Support,2016-2020,3953,541.5866,317.3759,940.9094,897.648842651,1341.91366216
DESCRIPTIVE DRIFT DIAGNOSTIC,Support,2021-2023,3222,835.43905,505.23715,1475.838425,1376.69889199,1799.11997426
DESCRIPTIVE DRIFT DIAGNOSTIC,Support,2024-2026,2105,1502.6612,972.4163,3440.2453,2422.9135001,2655.93214214
DESCRIPTIVE DRIFT DIAGNOSTIC,T1 Distance ATR,2011-2015,4178,2.00192217335,1.50302311705,2.61220410757,2.25077379529,1.2665184084
DESCRIPTIVE DRIFT DIAGNOSTIC,T1 Distance ATR,2016-2020,4282,2.03404419645,1.54038568733,2.66213486638,2.30632003321,1.28137540067
DESCRIPTIVE DRIFT DIAGNOSTIC,T1 Distance ATR,2021-2023,3604,2.13514490968,1.60049696488,2.75964500365,2.44991519318,1.43256372595
DESCRIPTIVE DRIFT DIAGNOSTIC,T1 Distance ATR,2024-2026,2289,2.01624309261,1.49932287177,2.53391513465,2.28369765121,1.34324891534
DESCRIPTIVE DRIFT DIAGNOSTIC,T2 Distance ATR,2011-2015,4178,4.5063858569,3.75000014343,5.91261019053,5.07565900016,2.22799283039
DESCRIPTIVE DRIFT DIAGNOSTIC,T2 Distance ATR,2016-2020,4282,4.71476416511,3.75000055866,6.0413664143,5.12341523595,2.09459401334
DESCRIPTIVE DRIFT DIAGNOSTIC,T2 Distance ATR,2021-2023,3604,4.45312975744,3.749999867,5.87823475399,5.16056457002,2.3918013981
DESCRIPTIVE DRIFT DIAGNOSTIC,T2 Distance ATR,2024-2026,2289,4.75413626126,3.7500001992,6.05818986103,5.18700237891,2.22786191313
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 1,2011-2015,4178,319.7276,192.859525,530.6011,515.301926424,662.960073704
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 1,2016-2020,4282,572.3093,331.8058,1012.954275,976.654535661,1477.15983213
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 1,2021-2023,3604,916.5545,538.0561,1588.009,1465.78451523,1883.28761736
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 1,2024-2026,2289,1592.3081,1003.8961,3638.9337,2582.2878457,2837.9899635
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 2,2011-2015,4178,341.85545,208.322725,573.6953,548.838524174,705.740782563
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 2,2016-2020,4282,617.5145,354.41685,1068.08755,1031.82854916,1544.73662213
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 2,2021-2023,3604,953.08005,588.9867,1646.327675,1546.54474542,1989.19773224
DESCRIPTIVE DRIFT DIAGNOSTIC,Target 2,2024-2026,2289,1681.297,1061.7288,3758.8592,2736.71636968,3032.13191066
DESCRIPTIVE DRIFT DIAGNOSTIC,Technical Score,2011-2015,18936,56,34,73,52.44291297,22.4475332752
DESCRIPTIVE DRIFT DIAGNOSTIC,Technical Score,2016-2020,22583,50,30,71,49.0661116769,23.0935131312
DESCRIPTIVE DRIFT DIAGNOSTIC,Technical Score,2021-2023,14079,60,38,73,55.0331699695,20.674892155
DESCRIPTIVE DRIFT DIAGNOSTIC,Technical Score,2024-2026,12483,49,29,71,48.1657454138,23.4376789278
DESCRIPTIVE DRIFT DIAGNOSTIC,Volume Ratio,2011-2015,18936,0.882,0.662575,1.17985,1.01255068652,0.62912243447
DESCRIPTIVE DRIFT DIAGNOSTIC,Volume Ratio,2016-2020,22583,0.871,0.6639,1.17815,1.0246859806,0.664447378397
DESCRIPTIVE DRIFT DIAGNOSTIC,Volume Ratio,2021-2023,14079,0.8719,0.6785,1.1563,1.00538523333,0.563448057313
DESCRIPTIVE DRIFT DIAGNOSTIC,Volume Ratio,2024-2026,12483,0.8739,0.6621,1.1754,1.00886751582,0.592605918196
DESCRIPTIVE DRIFT DIAGNOSTIC,Weekly RSI,2011-2015,18936,55.55,47.42,64.13,55.754531052,11.4767787833
DESCRIPTIVE DRIFT DIAGNOSTIC,Weekly RSI,2016-2020,22583,53.34,44.6,62.1,53.2452446531,12.4670863576
DESCRIPTIVE DRIFT DIAGNOSTIC,Weekly RSI,2021-2023,14079,58.99,51.01,66.14,58.5634107536,10.7928795035
DESCRIPTIVE DRIFT DIAGNOSTIC,Weekly RSI,2024-2026,12483,53.27,44.74,62.03,53.4887270688,12.8323728435
