Rows,Filled Opportunities,Non-Filled Opportunities,Entry Censored,Fill Rate %,T1 Positive,T1 Negative,T1 Censored,T1 Hit Rate %,T2 Positive,T2 Negative,T2 Censored,T2 Hit Rate %,Entry-Day Ambiguity Rate %,Same-Bar Ambiguity Rate %
13544,10337,3204,3,76.3385274352,5662,4599,3283,55.1798070364,3382,6874,3288,32.9758190328,52.8056704076,0.0959834613113
