Target,Model Variant,Feature Set,Scope Type,Scope,Rows,Positive Count,Prevalence,ROC AUC,Average Precision,Brier Score,Brier Benchmark Score,Brier Skill Score vs Training Prior,Log Loss,Accuracy at 0.50,Precision at 0.50,Recall at 0.50,Specificity at 0.50,F1 at 0.50
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2020,760,278,0.365789473684,0.538139198185,0.405867990796,0.240284501276,0.242621423045,0.00963196794117,0.676529449095,0.634210526316,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2021,1407,384,0.272921108742,0.562255620723,0.303002928031,0.197068447086,0.198478401382,0.00710381727683,0.582083869432,0.727078891258,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2022,895,131,0.146368715084,0.577654769993,0.176584167857,0.137734339821,0.140424412634,0.0191567318151,0.452176120387,0.853631284916,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2023,1024,254,0.248046875,0.529335821659,0.276724055722,0.186179800029,0.186703156125,0.00280314541578,0.55846904751,0.751953125,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2024,1149,261,0.227154046997,0.564780297539,0.280937589693,0.174397744586,0.176545642202,0.0121662454485,0.531428348988,0.772845953003,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2025,687,127,0.184861717613,0.648390044994,0.254166126574,0.152819360722,0.155869936185,0.019571288326,0.484104642899,0.815138282387,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,EVALUATION_YEAR,2026,255,52,0.203921568627,0.538698370595,0.246481331508,0.169487225492,0.164798704243,-0.0284499885474,0.533824195179,0.796078431373,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2016,525,99,0.188571428571,0.848081756532,0.553026286131,0.129832946342,0.159543935919,0.186224499265,0.419247475697,0.809523809524,0,0,0.99765258216,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2017,1214,447,0.368204283361,0.67656898518,0.5430362694,0.279995534823,0.24495069892,-0.143068936148,0.817656676822,0.631795716639,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2018,789,163,0.206590621039,0.632744663753,0.298801353895,0.160163670214,0.16919641626,0.0533861546536,0.496804666119,0.782002534854,0.263157894737,0.0306748466258,0.977635782748,0.0549450549451
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2019,732,110,0.150273224044,0.584302835428,0.200033357417,0.13499429819,0.142569144009,0.0531310324693,0.439352053056,0.849726775956,0.5,0.00909090909091,0.998392282958,0.0178571428571
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2020,760,278,0.365789473684,0.613928773993,0.46190554436,0.266683855138,0.242621423045,-0.0991768648919,0.776318873492,0.640789473684,1,0.0179856115108,1,0.0353356890459
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2021,1407,384,0.272921108742,0.614120030955,0.428951907187,0.201577106322,0.198478401382,-0.0156123029922,0.607766773864,0.727078891258,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2022,895,131,0.146368715084,0.653351185005,0.222062529128,0.132901153114,0.140424412634,0.0535751539094,0.432791952398,0.830167597765,0.0434782608696,0.00763358778626,0.971204188482,0.012987012987
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2023,1024,254,0.248046875,0.613539216689,0.305851203271,0.195646751901,0.186703156125,-0.0479027562322,0.594161194531,0.751953125,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2024,1149,261,0.227154046997,0.641861689275,0.3424966635,0.167969723943,0.176545642202,0.048576210391,0.514790044414,0.772845953003,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2025,687,127,0.184861717613,0.649521934758,0.304289619263,0.144498539962,0.155869936185,0.0729543906998,0.459972203922,0.813682678311,0,0,0.998214285714,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,EVALUATION_YEAR,2026,255,52,0.203921568627,0.791398256915,0.439033502573,0.147630585573,0.164798704243,0.104176296466,0.456997060924,0.788235294118,0,0,0.990147783251,0
JOINT_T1,DUMMY_PRIOR,NONE,POOLED_OOS,POOLED_OOS,9442,3915,0.414636729506,0.480702396525,0.398883100992,0.243625762281,0.243625762281,0,0.680354648508,0.585363270494,0,0,1,0
JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,POOLED_OOS,9442,3915,0.414636729506,0.628181311712,0.523209755225,0.241453520972,0.243625762281,0.00891630379687,0.68938181422,0.613217538657,0.556656613529,0.330012771392,0.813823050479,0.414368184734
JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,POOLED_OOS,9442,3915,0.414636729506,0.627085472201,0.522704022177,0.241731896048,0.243625762281,0.00777366981164,0.690042507437,0.610993433595,0.552517361111,0.325159642401,0.813461190519,0.409390577263
JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,POOLED_OOS,9442,3915,0.414636729506,0.606131770172,0.493544053779,0.235951546495,0.243625762281,0.0315000175433,0.664621137032,0.596483795806,0.51644221735,0.421200510856,0.720644110729,0.463984243106
JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,POOLED_OOS,9442,3915,0.414636729506,0.586544632515,0.499135188164,0.247831545313,0.243625762281,-0.0172632934748,0.695827111669,0.597542893455,0.553290083411,0.152490421456,0.912791749593,0.239086904285
JOINT_T2,DUMMY_PRIOR,NONE,POOLED_OOS,POOLED_OOS,9437,2306,0.244357316944,0.447835014971,0.220642076719,0.185594980689,0.185594980689,0,0.558492000643,0.755642683056,0,0,1,0
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,POOLED_OOS,9437,2306,0.244357316944,0.587102560763,0.319009830537,0.189839742479,0.185594980689,-0.022871102303,0.597997007872,0.751827911413,0.450819672131,0.0715524718127,0.971813209928,0.123502994012
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,POOLED_OOS,9437,2306,0.244357316944,0.585680773015,0.318146049698,0.190004850315,0.185594980689,-0.0237607159964,0.598998963104,0.750980184381,0.441489361702,0.071986123157,0.970551114851,0.123788217748
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,POOLED_OOS,9437,2306,0.244357316944,0.548228615443,0.269769346379,0.184248099207,0.185594980689,0.0072571007963,0.554365074887,0.755642683056,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,POOLED_OOS,9437,2306,0.244357316944,0.56652142296,0.302068503572,0.187428512424,0.185594980689,-0.00987920971106,0.571288935652,0.752569672565,0.22641509434,0.00520381613183,0.994250455757,0.0101738024587
JOINT_T1,DUMMY_PRIOR,NONE,ERA,2016-2020,4020,1793,0.446019900498,0.414190193816,0.404329150525,0.248615153353,0.248615153353,0,0.690403992634,0.553980099502,0,0,1,0
JOINT_T1,DUMMY_PRIOR,NONE,ERA,2021-2023,3326,1272,0.382441371016,0.503412386018,0.390309081522,0.238999760053,0.238999760053,0,0.671046141139,0.617558628984,0,0,1,0
JOINT_T1,DUMMY_PRIOR,NONE,ERA,2024-2026,2096,850,0.405534351145,0.503753658767,0.407311659974,0.241397103552,0.241397103552,0,0.675851658111,0.594465648855,0,0,1,0
JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA,2016-2020,4020,1793,0.446019900498,0.615020344297,0.539319806324,0.252277302282,0.248615153353,-0.0147301919456,0.71757050703,0.591044776119,0.559552358114,0.390407138873,0.75258194881,0.459921156373
JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA,2021-2023,3326,1272,0.382441371016,0.662269662508,0.524753127014,0.223567298054,0.238999760053,0.0645710355326,0.644163694511,0.647925435959,0.576399394856,0.299528301887,0.863680623174,0.394205897569
JOINT_T1,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA,2024-2026,2096,850,0.405534351145,0.587986025871,0.487145140529,0.249076601391,0.241397103552,-0.0318127174076,0.707071184955,0.600667938931,0.515892420538,0.248235294118,0.841091492777,0.335186656076
JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA,2016-2020,4020,1793,0.446019900498,0.613742110903,0.53715935796,0.252848747063,0.248615153353,-0.0170287034114,0.718193213566,0.590298507463,0.559061488673,0.385387618516,0.755276156264,0.456256190162
JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA,2021-2023,3326,1272,0.382441371016,0.660428263918,0.524973575794,0.223988700724,0.238999760053,0.0628078426744,0.645589785841,0.642513529765,0.563748079877,0.288522012579,0.861733203505,0.381695267811
JOINT_T1,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA,2024-2026,2096,850,0.405534351145,0.588308941554,0.490162908129,0.248565925897,0.241397103552,-0.0296972177359,0.706590176039,0.600667938931,0.515587529976,0.252941176471,0.837881219904,0.339384372534
JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,ERA,2016-2020,4020,1793,0.446019900498,0.608759154433,0.514863784104,0.237931292348,0.248615153353,0.0429734907993,0.668668575919,0.583830845771,0.536991368681,0.485778025655,0.662775033678,0.510102489019
JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,ERA,2021-2023,3326,1272,0.382441371016,0.611884962919,0.491636005861,0.231666211845,0.238999760053,0.0306843329313,0.655767217462,0.618159951894,0.500917431193,0.429245283019,0.735150925024,0.462320067739
JOINT_T1,LOGIT_RULE,FS1_RULE_SUMMARY,ERA,2024-2026,2096,850,0.405534351145,0.576224152582,0.452513089359,0.238954621267,0.241397103552,0.0101181093277,0.67090807986,0.586354961832,0.482328482328,0.272941176471,0.800160513644,0.348610067618
JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA,2016-2020,4020,1793,0.446019900498,0.577869432366,0.533876800553,0.262123701657,0.248615153353,-0.0543351767661,0.733240385393,0.584577114428,0.587234042553,0.230897936419,0.869330938482,0.331465172138
JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA,2021-2023,3326,1272,0.382441371016,0.602210061056,0.4550817706,0.238522095223,0.238999760053,0.00199859961923,0.67167359939,0.619362597715,0.51875,0.065251572327,0.962512171373,0.115921787709
JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA,2024-2026,2096,850,0.405534351145,0.608992540837,0.474659987721,0.235192596124,0.241397103552,0.0257024932642,0.662398305118,0.587786259542,0.467289719626,0.117647058824,0.908507223114,0.187969924812
JOINT_T2,DUMMY_PRIOR,NONE,ERA,2016-2020,4020,1097,0.272885572139,0.386796977793,0.235000392792,0.199845667215,0.199845667215,0,0.589758044825,0.727114427861,0,0,1,0
JOINT_T2,DUMMY_PRIOR,NONE,ERA,2021-2023,3326,769,0.23120865905,0.444894633818,0.213015874178,0.179231206231,0.179231206231,-2.22044604925e-16,0.544611144822,0.76879134095,0,0,1,0
JOINT_T2,DUMMY_PRIOR,NONE,ERA,2024-2026,2091,440,0.210425633668,0.525364792688,0.220609361758,0.168320066299,0.168320066299,0,0.520461502724,0.789574366332,0,0,1,0
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA,2016-2020,4020,1097,0.272885572139,0.579849376164,0.341593462546,0.207311389685,0.199845667215,-0.0373574397368,0.649768714435,0.721890547264,0.440677966102,0.0711030082042,0.96613068765,0.122448979592
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA,2021-2023,3326,769,0.23120865905,0.599596812951,0.3070129471,0.181589568547,0.179231206231,-0.0131582125998,0.564793690096,0.765183403488,0.453125,0.075422626788,0.972624168948,0.129319955407
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,ERA,2024-2026,2091,440,0.210425633668,0.567054402291,0.296953869357,0.169373007295,0.168320066299,-0.00625558805584,0.551278679102,0.788139646102,0.475409836066,0.0659090909091,0.980617807389,0.115768463074
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA,2016-2020,4020,1097,0.272885572139,0.579114002017,0.341489335842,0.207381551797,0.199845667215,-0.0377085212146,0.650855521882,0.720895522388,0.430939226519,0.0711030082042,0.964762230585,0.1220657277
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA,2021-2023,3326,769,0.23120865905,0.596636480189,0.303765625614,0.182326524468,0.179231206231,-0.0172699738064,0.566787977996,0.763078773301,0.42962962963,0.075422626788,0.969886585843,0.128318584071
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,ERA,2024-2026,2091,440,0.210425633668,0.567325587798,0.303093396056,0.168811053956,0.168320066299,-0.00291698825727,0.550539073184,0.789574366332,0.5,0.0681818181818,0.981829194428,0.12
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,ERA,2016-2020,4020,1097,0.272885572139,0.516623104533,0.278405801469,0.198747389539,0.199845667215,0.005495629157,0.586235085221,0.727114427861,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,ERA,2021-2023,3326,769,0.23120865905,0.564146306856,0.268669943715,0.177749745766,0.179231206231,0.00826563909232,0.539856264789,0.76879134095,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,ERA,2024-2026,2091,440,0.210425633668,0.588665271736,0.262420811838,0.166709302652,0.168320066299,0.00956964717285,0.516172277585,0.789574366332,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA,2016-2020,4020,1097,0.272885572139,0.546959627086,0.315596609668,0.207945663702,0.199845667215,-0.0405312589476,0.625952004642,0.725870646766,0.407407407407,0.0100273473108,0.994526171741,0.0195729537367
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA,2021-2023,3326,769,0.23120865905,0.564660716166,0.282406083549,0.181271134871,0.179231206231,-0.0113815483491,0.556493599346,0.762477450391,0.0434782608696,0.00130039011704,0.991396167384,0.00252525252525
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,ERA,2024-2026,2091,440,0.210425633668,0.655883486592,0.333499257226,0.157777861829,0.168320066299,0.0626318935191,0.489731666983,0.788139646102,0,0,0.998182919443,0
