Target,Model Variant,Feature Set,Cohort,Cohort Field,Models Refit for Cohort,Rows,Positive Count,Prevalence,ROC AUC,Average Precision,Brier Score,Brier Benchmark Score,Brier Skill Score vs Training Prior,Log Loss,Accuracy at 0.50,Precision at 0.50,Recall at 0.50,Specificity at 0.50,F1 at 0.50
JOINT_T1,RF_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,8644,3697,0.427695511337,0.574975399226,0.503493568849,0.253302229178,0.245307270001,-0.0325916112359,0.708203820684,0.584914391485,0.55098222638,0.159318366243,0.902971497878,0.247167436005
JOINT_T2,DUMMY_PRIOR,NONE,BREAKOUT,Setup,False,797,83,0.104140526976,0.432393439303,0.0911272084876,0.119458138575,0.119458138575,0,0.41480271953,0.895859473024,0,0,1,0
JOINT_T2,DUMMY_PRIOR,NONE,PULLBACK,Setup,False,8640,2223,0.257291666667,0.448028673835,0.233199079749,0.191695798185,0.191695798185,0,0.571746671598,0.742708333333,0,0,1,0
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,BREAKOUT,Setup,False,797,83,0.104140526976,0.587830312848,0.151623624994,0.0961272190329,0.119458138575,0.195306237154,0.36157384785,0.898368883312,1,0.0240963855422,1,0.0470588235294
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,8640,2223,0.257291666667,0.570598256949,0.322776775175,0.198484288913,0.191695798185,-0.0354128300792,0.619805949833,0.738310185185,0.447802197802,0.0733243364822,0.968676951847,0.126014688829
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,BREAKOUT,Setup,False,797,83,0.104140526976,0.578988221795,0.145509237566,0.0962548254295,0.119458138575,0.194238027,0.361753715355,0.897114178168,0.666666666667,0.0240963855422,0.998599439776,0.046511627907
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,PULLBACK,Setup,False,8640,2223,0.257291666667,0.569140772679,0.322198460765,0.198652856083,0.191695798185,-0.036292177316,0.620883738851,0.7375,0.439678284182,0.0737741790373,0.967430263363,0.126348228043
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,BREAKOUT,Setup,False,797,83,0.104140526976,0.557498903176,0.128058008464,0.107650443611,0.119458138575,0.0988437883378,0.374222621207,0.895859473024,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,PULLBACK,Setup,False,8640,2223,0.257291666667,0.537736091106,0.278105009591,0.191313878317,0.191695798185,0.00199232258453,0.570982382246,0.742708333333,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,BREAKOUT,Setup,False,797,83,0.104140526976,0.545476021734,0.115928066018,0.0945050957924,0.119458138575,0.208885247005,0.336808838126,0.895859473024,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,8640,2223,0.257291666667,0.551053134208,0.30706694166,0.196000267408,0.191695798185,-0.0224546873939,0.592918639093,0.739351851852,0.22641509434,0.00539811066127,0.993610721521,0.0105448154657
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,BREAKOUT,Setup,False,549,218,0.3970856102,0.448571190998,0.37119010417,0.267128443469,0.267128443469,0,0.72763669126,0.3970856102,0.3970856102,1,0,0.568448500652
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,PULLBACK,Setup,False,6544,3697,0.564944987775,0.453218032753,0.534239654722,0.246712906472,0.246712906472,0,0.68658194688,0.564944987775,0.564944987775,1,0,0.721999804707
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,BREAKOUT,Setup,False,549,218,0.3970856102,0.66147897669,0.58754614806,0.229452105808,0.267128443469,0.141042028965,0.676358928113,0.650273224044,0.595588235294,0.371559633028,0.833836858006,0.457627118644
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,6544,3697,0.564944987775,0.562642186362,0.621877601526,0.27068482158,0.246712906472,-0.0971652251648,0.75429922124,0.548288508557,0.61438715653,0.53827427644,0.56129258869,0.573817762399
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,BREAKOUT,Setup,False,549,218,0.3970856102,0.6598298179,0.586765563539,0.22887898311,0.267128443469,0.143187523808,0.670632008602,0.659380692168,0.614814814815,0.380733944954,0.842900302115,0.470254957507
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,PULLBACK,Setup,False,6544,3697,0.564944987775,0.559932920103,0.621175223748,0.27173736206,0.246712906472,-0.101431481417,0.756496515835,0.544468215159,0.61049382716,0.535028401407,0.556726378644,0.570275335159
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,BREAKOUT,Setup,False,549,218,0.3970856102,0.624220460656,0.54298573533,0.242957773446,0.267128443469,0.0904833259573,0.678938931082,0.55737704918,0.459807073955,0.655963302752,0.492447129909,0.540642722117
T1_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,PULLBACK,Setup,False,6544,3697,0.564944987775,0.60683184298,0.64317996905,0.237331390683,0.246712906472,0.038026043805,0.667598645532,0.610177261614,0.61751435603,0.8144441439,0.344924481911,0.702437886387
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,BREAKOUT,Setup,False,549,218,0.3970856102,0.591161063222,0.532912753595,0.231849861298,0.267128443469,0.132065989354,0.658367730372,0.657559198543,0.734375,0.215596330275,0.948640483384,0.333333333333
T1_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,6544,3697,0.564944987775,0.529543742879,0.607933339589,0.275757475885,0.246712906472,-0.117726185587,0.753220304306,0.505501222494,0.601586602027,0.369218285096,0.682472778363,0.457593027154
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,BREAKOUT,Setup,False,548,83,0.151459854015,0.418422075398,0.132467158437,0.165379574812,0.165379574812,0,0.518855848047,0.848540145985,0,0,1,0
T2_BEFORE_STOP_63,DUMMY_PRIOR,NONE,PULLBACK,Setup,False,6540,2223,0.339908256881,0.416796060225,0.301784059608,0.225377130772,0.225377130772,2.22044604925e-16,0.643215727836,0.660091743119,0,0,1,0
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,BREAKOUT,Setup,False,548,83,0.151459854015,0.558854773934,0.182576402973,0.141566092518,0.165379574812,0.143992886188,0.493123381358,0.843065693431,0.333333333333,0.0361445783133,0.987096774194,0.0652173913043
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,6540,2223,0.339908256881,0.534154428855,0.381086251226,0.247266037164,0.225377130772,-0.0971212399235,0.733492114573,0.642966360856,0.4336492891,0.164642375169,0.889274959463,0.238669709814
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,BREAKOUT,Setup,False,548,83,0.151459854015,0.552480891307,0.175972878226,0.141321325578,0.165379574812,0.145472917444,0.490889216171,0.841240875912,0.3,0.0361445783133,0.984946236559,0.0645161290323
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,PULLBACK,Setup,False,6540,2223,0.339908256881,0.532002958103,0.380099916563,0.2475851421,0.225377130772,-0.0985371108933,0.735254823128,0.64128440367,0.425454545455,0.157894736842,0.890201528839,0.23031496063
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,BREAKOUT,Setup,False,548,83,0.151459854015,0.544396942609,0.172164357121,0.150475632958,0.165379574812,0.0901196043721,0.478734708211,0.848540145985,0,0,1,0
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,PULLBACK,Setup,False,6540,2223,0.339908256881,0.518541495188,0.348760213871,0.225769300348,0.225377130772,-0.00174005931595,0.644320235049,0.658868501529,0,0,0.998146861246,0
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,BREAKOUT,Setup,False,548,83,0.151459854015,0.4859437751,0.157683994917,0.132588564909,0.165379574812,0.198277265736,0.43887348255,0.848540145985,0,0,1,0
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,PULLBACK,Setup,False,6540,2223,0.339908256881,0.519019524542,0.37429846165,0.238353508842,0.225377130772,-0.0575762856923,0.686749836522,0.654587155963,0.401098901099,0.0328385065227,0.97475098448,0.0607068607069
