Target,Evaluation Year,Model Variant,Feature Set,Training Rows,Training Positives,Training Negatives,Training Prevalence,Evaluation Scored Rows,Raw Feature Count,Encoded Feature Count,Fit Seconds,Prediction Seconds,Warnings,Convergence Status,Random Seed
T1_BEFORE_STOP_63,2019,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,5093,2912,2181,0.571765167877,735,92,107,0.195281199994,0.00649080000585,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2019,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,5093,2912,2181,0.571765167877,735,97,122,0.209216799994,0.00742009998066,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2019,RF_FULL,FS3_FULL_SIGNAL_STATE,5093,2912,2181,0.571765167877,735,97,122,3.53114189999,0.0297733999905,,CONVERGED,42
T1_BEFORE_STOP_63,2020,DUMMY_PRIOR,NONE,5650,3179,2471,0.562654867257,761,0,0,7.00005330145e-07,6.09998824075e-06,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2020,LOGIT_RULE,FS1_RULE_SUMMARY,5650,3179,2471,0.562654867257,761,5,15,0.0188604000141,0.00612769997679,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2020,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,5650,3179,2471,0.562654867257,761,92,107,0.226602800016,0.0113236999605,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2020,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,5650,3179,2471,0.562654867257,761,97,122,0.237621700042,0.0100744999945,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2020,RF_FULL,FS3_FULL_SIGNAL_STATE,5650,3179,2471,0.562654867257,761,97,122,11499.9930755,0.0520801999955,,CONVERGED,42
T1_BEFORE_STOP_63,2021,DUMMY_PRIOR,NONE,6165,3495,2670,0.566909975669,1409,0,0,5.00003807247e-07,1.27999810502e-05,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2021,LOGIT_RULE,FS1_RULE_SUMMARY,6165,3495,2670,0.566909975669,1409,5,15,0.0295315000112,0.0085759999929,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2021,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,6165,3495,2670,0.566909975669,1409,92,107,0.723106099991,0.013080100005,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2021,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,6165,3495,2670,0.566909975669,1409,97,122,0.509907400003,0.0151069000131,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2021,RF_FULL,FS3_FULL_SIGNAL_STATE,6165,3495,2670,0.566909975669,1409,97,122,4.81215860002,0.0368534000008,,CONVERGED,42
T1_BEFORE_STOP_63,2022,DUMMY_PRIOR,NONE,7265,4111,3154,0.565863730213,896,0,0,3.00002284348e-07,6.70005101711e-06,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2022,LOGIT_RULE,FS1_RULE_SUMMARY,7265,4111,3154,0.565863730213,896,5,15,0.017359599995,0.0044179999968,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2022,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,7265,4111,3154,0.565863730213,896,92,107,0.523217300011,0.00689449999481,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2022,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,7265,4111,3154,0.565863730213,896,97,122,0.552138099971,0.0082037000102,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2022,RF_FULL,FS3_FULL_SIGNAL_STATE,7265,4111,3154,0.565863730213,896,97,122,5.47222630004,0.0332195999799,,CONVERGED,42
T1_BEFORE_STOP_63,2023,DUMMY_PRIOR,NONE,7911,4380,3531,0.553659461509,1025,0,0,3.00002284348e-07,7.39999813959e-06,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2023,LOGIT_RULE,FS1_RULE_SUMMARY,7911,4380,3531,0.553659461509,1025,5,15,0.0183291999856,0.00438560004113,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2023,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,7911,4380,3531,0.553659461509,1025,92,107,0.473013999988,0.0079547999776,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2023,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,7911,4380,3531,0.553659461509,1025,97,122,0.520205100009,0.00867359997937,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2023,RF_FULL,FS3_FULL_SIGNAL_STATE,7911,4380,3531,0.553659461509,1025,97,122,5.94109929999,0.0334885000484,,CONVERGED,42
T1_BEFORE_STOP_63,2024,DUMMY_PRIOR,NONE,8636,4796,3840,0.555349698935,1150,0,0,6.00004568696e-07,6.69999280944e-06,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2024,LOGIT_RULE,FS1_RULE_SUMMARY,8636,4796,3840,0.555349698935,1150,5,15,0.0196509999805,0.0044774999842,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2024,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,8636,4796,3840,0.555349698935,1150,92,107,0.603875600034,0.00746039999649,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2024,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,8636,4796,3840,0.555349698935,1150,97,122,0.624207100016,0.00847069994779,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2024,RF_FULL,FS3_FULL_SIGNAL_STATE,8636,4796,3840,0.555349698935,1150,97,122,6.43660770002,0.0367934000096,,CONVERGED,42
T1_BEFORE_STOP_63,2025,DUMMY_PRIOR,NONE,9472,5251,4221,0.554370777027,688,0,0,3.00002284348e-07,6.599992048e-06,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2025,LOGIT_RULE,FS1_RULE_SUMMARY,9472,5251,4221,0.554370777027,688,5,15,0.0220910999924,0.00448500004131,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2025,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,9472,5251,4221,0.554370777027,688,92,107,0.774779400032,0.00667659996543,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2025,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,9472,5251,4221,0.554370777027,688,97,122,0.902059099986,0.00774869997986,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2025,RF_FULL,FS3_FULL_SIGNAL_STATE,9472,5251,4221,0.554370777027,688,97,122,7.21977499995,0.031362400041,,CONVERGED,42
T1_BEFORE_STOP_63,2026,DUMMY_PRIOR,NONE,9993,5530,4463,0.55338737116,311,0,0,4.00003045797e-07,7.09999585524e-06,,NOT_APPLICABLE,42
T1_BEFORE_STOP_63,2026,LOGIT_RULE,FS1_RULE_SUMMARY,9993,5530,4463,0.55338737116,311,5,15,0.0227979000192,0.00461299996823,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2026,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,9993,5530,4463,0.55338737116,311,92,107,0.976610999962,0.00640920002479,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2026,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,9993,5530,4463,0.55338737116,311,97,122,1.24083800003,0.00668499997118,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T1_BEFORE_STOP_63,2026,RF_FULL,FS3_FULL_SIGNAL_STATE,9993,5530,4463,0.55338737116,311,97,122,7.81020990002,0.0262900000089,,CONVERGED,42
T2_BEFORE_STOP_63,2016,DUMMY_PRIOR,NONE,3148,1076,2072,0.341804320203,529,0,0,3.00002284348e-07,6.49999128655e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2016,LOGIT_RULE,FS1_RULE_SUMMARY,3148,1076,2072,0.341804320203,529,5,15,0.0125055999961,0.00427049997961,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2016,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,3148,1076,2072,0.341804320203,529,92,107,0.125530799967,0.0081177999964,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2016,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,3148,1076,2072,0.341804320203,529,97,122,0.125288499985,0.00732159998734,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2016,RF_FULL,FS3_FULL_SIGNAL_STATE,3148,1076,2072,0.341804320203,529,97,122,2.36097189999,0.0272426999873,,CONVERGED,42
T2_BEFORE_STOP_63,2017,DUMMY_PRIOR,NONE,3524,1159,2365,0.328887627696,1219,0,0,3.00002284348e-07,6.3999905251e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2017,LOGIT_RULE,FS1_RULE_SUMMARY,3524,1159,2365,0.328887627696,1219,5,15,0.0130709999939,0.00446389999706,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2017,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,3524,1159,2365,0.328887627696,1219,92,107,0.1274462,0.00970950000919,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2017,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,3524,1159,2365,0.328887627696,1219,97,122,0.167308100034,0.00972699996782,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2017,RF_FULL,FS3_FULL_SIGNAL_STATE,3524,1159,2365,0.328887627696,1219,97,122,2.68981110002,0.0333574999822,,CONVERGED,42
T2_BEFORE_STOP_63,2018,DUMMY_PRIOR,NONE,4387,1554,2833,0.354228402097,790,0,0,4.00003045797e-07,6.3999905251e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2018,LOGIT_RULE,FS1_RULE_SUMMARY,4387,1554,2833,0.354228402097,790,5,15,0.0141578000039,0.00424389995169,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2018,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,4387,1554,2833,0.354228402097,790,92,107,0.232772400021,0.00741409999318,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2018,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,4387,1554,2833,0.354228402097,790,97,122,0.176482399984,0.00829249998787,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2018,RF_FULL,FS3_FULL_SIGNAL_STATE,4387,1554,2833,0.354228402097,790,97,122,3.28458939999,0.0303669000277,,CONVERGED,42
T2_BEFORE_STOP_63,2019,DUMMY_PRIOR,NONE,5084,1766,3318,0.347364280094,735,0,0,4.00003045797e-07,6.89999433234e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2019,LOGIT_RULE,FS1_RULE_SUMMARY,5084,1766,3318,0.347364280094,735,5,15,0.0160135999904,0.00441589998081,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2019,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,5084,1766,3318,0.347364280094,735,92,107,0.221841900027,0.00702469999669,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2019,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,5084,1766,3318,0.347364280094,735,97,122,0.220907500014,0.00774809997529,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2019,RF_FULL,FS3_FULL_SIGNAL_STATE,5084,1766,3318,0.347364280094,735,97,122,3.95109710004,0.0293770999997,,CONVERGED,42
T2_BEFORE_STOP_63,2020,DUMMY_PRIOR,NONE,5620,1894,3726,0.337010676157,761,0,0,4.00003045797e-07,6.79999357089e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2020,LOGIT_RULE,FS1_RULE_SUMMARY,5620,1894,3726,0.337010676157,761,5,15,0.0157297000405,0.00442559999647,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2020,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,5620,1894,3726,0.337010676157,761,92,107,0.220836499997,0.00666299997829,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2020,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,5620,1894,3726,0.337010676157,761,97,122,0.348597500008,0.00777650001692,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2020,RF_FULL,FS3_FULL_SIGNAL_STATE,5620,1894,3726,0.337010676157,761,97,122,4.42602890002,0.0303512999672,,CONVERGED,42
T2_BEFORE_STOP_63,2021,DUMMY_PRIOR,NONE,6129,2106,4023,0.343612334802,1409,0,0,2.99944076687e-07,8.80000879988e-06,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2021,LOGIT_RULE,FS1_RULE_SUMMARY,6129,2106,4023,0.343612334802,1409,5,15,0.0228158999817,0.00493990001269,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2021,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,6129,2106,4023,0.343612334802,1409,92,107,0.313703699969,0.00887120002881,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2021,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,6129,2106,4023,0.343612334802,1409,97,122,0.354237599997,0.0100517999963,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2021,RF_FULL,FS3_FULL_SIGNAL_STATE,6129,2106,4023,0.343612334802,1409,97,122,4.84204279998,0.0400323999929,,CONVERGED,42
T2_BEFORE_STOP_63,2022,DUMMY_PRIOR,NONE,7253,2551,4702,0.351716531091,896,0,0,4.99945599586e-07,1.02000194602e-05,,NOT_APPLICABLE,42
T2_BEFORE_STOP_63,2022,LOGIT_RULE,FS1_RULE_SUMMARY,7253,2551,4702,0.351716531091,896,5,15,0.019146900042,0.00456939998548,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2022,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,7253,2551,4702,0.351716531091,896,92,107,0.531523000041,0.00696290004998,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
T2_BEFORE_STOP_63,2022,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,7253,2551,4702,0.351716531091,896,97,122,0.581095099973,0.0079147000215,"FutureWarning: 'penalty' was deprecated in version 1.8 and will be removed in 1.10. To avoid this warning, leave 'penalty' set to its default value and use 'l1_ratio' or 'C' instead. Use l1_ratio=0 instead of penalty='l2', l1_ratio=1 instead of penalty='l1', l1_ratio set to a float between 0 and 1 instead of penalty='elasticnet', and C=np.inf instead of penalty=None.",CONVERGED,42
