Target,Model Variant,Feature Set,Bucket,Rows,Mean Predicted Probability,Observed Success Rate,Calibration Error
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.4-0.5,680,0.426619592463,0.333823529412,0.0927960630512
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.5-0.6,8,0.519125626875,0,0.519125626875
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.6-0.7,0,,,
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.7-0.8,0,,,
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.8-0.9,0,,,
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,0.9-1.0,0,,,
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.0-0.1,250,0.088195061975,0.272,0.183804938025
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.1-0.2,2409,0.152140037948,0.324616023246,0.172475985298
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.2-0.3,2606,0.244857891543,0.296239447429,0.0513815558861
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.3-0.4,1100,0.342242704384,0.307272727273,0.0349699771113
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.4-0.5,541,0.442895444718,0.504621072089,0.0617256273706
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.5-0.6,123,0.542792578513,0.512195121951,0.0305974565621
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.6-0.7,54,0.653901671354,0.166666666667,0.487235004687
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.7-0.8,5,0.716687324212,0.2,0.516687324212
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.8-0.9,0,,,
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,0.9-1.0,0,,,
