Target,Model Variant,Feature Set,Scope,Bucket,Rows,Success Rate,Overall Base Rate,Lift
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,2024-2026,TOP_20_PERCENT,316,0.367088607595,0.279010779962,1.31567894131
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,2024-2026,BOTTOM_20_PERCENT,316,0.316455696203,0.279010779962,1.13420598389
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,2024-2026,TOP_10_PERCENT,158,0.443037974684,0.279010779962,1.58788837745
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,2024-2026,TOP_20_PERCENT,316,0.360759493671,0.279010779962,1.29299482163
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,2024-2026,BOTTOM_20_PERCENT,316,0.329113924051,0.279010779962,1.17957422325
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,2024-2026,TOP_10_PERCENT,158,0.303797468354,0.279010779962,1.08883774453
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,2024-2026,TOP_20_PERCENT,316,0.338607594937,0.279010779962,1.21360040276
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,2024-2026,BOTTOM_20_PERCENT,316,0.212025316456,0.279010779962,0.759918009206
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,2024-2026,TOP_10_PERCENT,158,0.518987341772,0.279010779962,1.86009781358
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,2024-2026,TOP_20_PERCENT,316,0.481012658228,0.279010779962,1.72399309551
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,2024-2026,BOTTOM_20_PERCENT,316,0.170886075949,0.279010779962,0.6124712313
