Target,Model Variant,Feature Set,Cohort,Cohort Field,Models Refit for Cohort,Rows,Positive Count,Prevalence,ROC AUC,Average Precision,Brier Score,Brier Benchmark Score,Brier Skill Score vs Training Prior,Log Loss,Accuracy at 0.50,Precision at 0.50,Recall at 0.50,Specificity at 0.50,F1 at 0.50
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,746,167,0.223860589812,0.541156029909,0.226956618341,0.188527359358,0.176026805357,-0.0710150591914,0.580939259542,0.760053619303,0,0,0.979274611399,0
JOINT_T2,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,8691,2139,0.24611667242,0.590750459088,0.327034174974,0.189952392094,0.186416273842,-0.0189689353792,0.599461175431,0.75112185019,0.466101694915,0.0771388499299,0.971153846154,0.132370637786
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,746,167,0.223860589812,0.542190230937,0.228405211994,0.188107801103,0.176026805357,-0.0686315684824,0.574007659479,0.754691689008,0.1,0.0119760479042,0.968911917098,0.0213903743316
JOINT_T2,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,8691,2139,0.24611667242,0.589128237095,0.326345228013,0.190167685284,0.186416273842,-0.0201238409298,0.601144114698,0.750661603958,0.460674157303,0.0766713417485,0.970695970696,0.131462925852
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,BASELINE_PRIMARY,Dataset Cohort,False,746,167,0.223860589812,0.504441893415,0.223646168998,0.175385379812,0.176026805357,0.00364390834228,0.536500200213,0.776139410188,0,0,1,0
JOINT_T2,LOGIT_RULE,FS1_RULE_SUMMARY,RESEARCH_EXTENDED,Dataset Cohort,False,8691,2139,0.24611667242,0.550090483383,0.272187246479,0.185008838899,0.186416273842,0.00754995749098,0.55589852288,0.75388332758,0,0,1,0
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,746,167,0.223860589812,0.50275614574,0.225284786294,0.183107916606,0.176026805357,-0.0402274598735,0.563070087111,0.777479892761,1,0.0059880239521,1,0.0119047619048
JOINT_T2,RF_FULL,FS3_FULL_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,8691,2139,0.24611667242,0.571791760782,0.310889008365,0.187799374751,0.186416273842,-0.00741942149187,0.571994408096,0.750431480842,0.211538461538,0.00514258999532,0.993742368742,0.0100410771337
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,BASELINE_PRIMARY,Dataset Cohort,False,570,224,0.39298245614,0.489310229149,0.384277283559,0.267834612986,0.267834612986,0,0.729057634989,0.39298245614,0.39298245614,1,0,0.564231738035
T1_BEFORE_STOP_63,DUMMY_PRIOR,NONE,RESEARCH_EXTENDED,Dataset Cohort,False,6523,3691,0.565843936839,0.452986976261,0.534560179086,0.246585473864,0.246585473864,0,0.68632560968,0.565843936839,0.565843936839,1,0,0.722733503035
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,570,224,0.39298245614,0.540320499587,0.421821986151,0.25721353943,0.267834612986,0.0396553434166,0.727692818955,0.59649122807,0.465909090909,0.183035714286,0.864161849711,0.262820512821
T1_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,RESEARCH_EXTENDED,Dataset Cohort,False,6523,3691,0.565843936839,0.571862175822,0.629973115289,0.268391684966,0.246585473864,-0.0884326670208,0.750064425652,0.552659819102,0.617584423486,0.549986453536,0.556144067797,0.581828604185
T1_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,BASELINE_PRIMARY,Dataset Cohort,False,570,224,0.39298245614,0.54004954583,0.422487161297,0.255806075095,0.267834612986,0.0449103189369,0.718429432728,0.578947368421,0.440298507463,0.263392857143,0.78323699422,0.329608938547
