Scope,Comparison Class,Field,Expected,Actual,Absolute Difference,Canonical Expected,Canonical Actual,Behavioral Match,Status,Explanation
63-session paired moving-block bootstrap,SAMPLED_INDICES,"2000 replicates, seed 42",0115ca8433a68d80d9aba628c9a1cb4e123a6cfb8f6f97681516835a83474e96,0115ca8433a68d80d9aba628c9a1cb4e123a6cfb8f6f97681516835a83474e96,0,0115ca8433a68d80d9aba628c9a1cb4e123a6cfb8f6f97681516835a83474e96,0115ca8433a68d80d9aba628c9a1cb4e123a6cfb8f6f97681516835a83474e96,True,PASS_EXACT,Identical NumPy seed-42 contiguous non-circular block indices are applied to paired R0/R3 arrays.
63-session paired moving-block bootstrap,BOOTSTRAP_STATISTIC,Lower 2.5%,-3.77844816303,-3.7784481630313516,1.55241518307e-07,-3.77844816303,-3.77844816303,True,PASS_SERIALIZATION_ONLY,Full-precision current replay compared with the accepted target; difference from the older frozen result is inherited solely from %.12g daily-input serialization.
63-session paired moving-block bootstrap,BOOTSTRAP_STATISTIC,Median,7.64250886483,7.642508864832365,2.963539254e-07,7.64250886483,7.64250886483,True,PASS_SERIALIZATION_ONLY,Full-precision current replay compared with the accepted target; difference from the older frozen result is inherited solely from %.12g daily-input serialization.
63-session paired moving-block bootstrap,BOOTSTRAP_STATISTIC,Upper 97.5%,21.7250233509,21.725023350902596,3.3729829596e-07,21.7250233509,21.7250233509,True,PASS_SERIALIZATION_ONLY,Full-precision current replay compared with the accepted target; difference from the older frozen result is inherited solely from %.12g daily-input serialization.
63-session paired moving-block bootstrap,BOOTSTRAP_STATISTIC,P(Delta > 0) %,90.65,90.64999999999999,1.42108547152e-14,90.65,90.65,True,PASS_SERIALIZATION_ONLY,Full-precision current replay compared with the accepted target; difference from the older frozen result is inherited solely from %.12g daily-input serialization.
