Policy,Comparator,Trade Count,Delta Total Return %,Delta CAGR %,Delta Maximum Drawdown %,Delta Expectancy R,Delta Profit Factor,Delta Average Exposure %,Delta Fill Rate %
R5_K1,R0_K1,250,1.23821518277,0.101842717523,-3.65420813432,0.00140027116856,0.0127220748069,-0.102346356091,0.166666666667
R5_K2,R0_K2,280,-1.39930866588,-0.110170968979,-1.15438259215,-0.00639078190291,-0.0243366162145,0.199622953506,0.683994528044
