Calibration Year,Cohort Level,Observations,T1 Successes,P(T1 Before Stop),T2 Successes,P(T2 Before Stop),Cohort
2026,1,145,46,0.3197278911564626,38,0.2653061224489796,PULLBACK|NEUTRAL|70-79|80-89
2026,1,30,8,0.28125,8,0.28125,PULLBACK|NEUTRAL|70-79|90-100
2026,1,1,0,0.3333333333333333,0,0.3333333333333333,PULLBACK|NEUTRAL|80-89|70-79
2026,1,42,14,0.3409090909090909,4,0.11363636363636363,PULLBACK|NEUTRAL|80-89|80-89
2026,1,12,3,0.2857142857142857,0,0.07142857142857142,PULLBACK|NEUTRAL|80-89|90-100
2026,1,13,6,0.4666666666666667,4,0.3333333333333333,PULLBACK|STRONG BULL|70-79|70-79
2026,1,203,93,0.4585365853658537,80,0.3951219512195122,PULLBACK|STRONG BULL|70-79|80-89
2026,1,110,46,0.41964285714285715,39,0.35714285714285715,PULLBACK|STRONG BULL|70-79|90-100
2026,1,2,1,0.5,1,0.5,PULLBACK|STRONG BULL|80-89|70-79
2026,1,32,16,0.5,13,0.4117647058823529,PULLBACK|STRONG BULL|80-89|80-89
2026,1,17,8,0.47368421052631576,4,0.2631578947368421,PULLBACK|STRONG BULL|80-89|90-100
2026,2,4,2,0.5,2,0.5,BREAKOUT|BULL
2026,2,1,0,0.3333333333333333,0,0.3333333333333333,BREAKOUT|NEUTRAL
2026,2,16,7,0.4444444444444444,4,0.2777777777777778,BREAKOUT|STRONG BULL
2026,2,139,54,0.3900709219858156,41,0.2978723404255319,PULLBACK|BULL
2026,2,270,75,0.27941176470588236,54,0.20220588235294118,PULLBACK|NEUTRAL
2026,2,377,170,0.45118733509234826,141,0.37467018469656993,PULLBACK|STRONG BULL
2026,3,21,9,0.43478260869565216,6,0.30434782608695654,BREAKOUT
2026,3,786,299,0.38071065989847713,236,0.30076142131979694,PULLBACK
2026,4,807,308,0.3819530284301607,242,0.3003708281829419,OVERALL
