Policy,Breakdown,Value,Trades,Win Rate %,Average Winner,Average Loser,Expectancy R,Median R,Profit Factor,Average Holding Days
D5_RESISTANCE_TIGHTEN,Ticker,SUNPHARMA.NS,10,20.0,333.94523090857916,-216.7488412512762,-0.14870230209218419,-0.2854027713276116,0.38517533586423836,7.0
D5_RESISTANCE_TIGHTEN,Ticker,TCS.NS,16,31.25,529.2695502687709,-329.82211291833283,-0.05602537806993818,-0.2940339750445976,0.7294146113349168,4.625
D5_RESISTANCE_TIGHTEN,Ticker,TITAN.NS,19,26.31578947368421,1108.9464270375656,-349.9104516548661,0.08607985429796394,-0.3651058116553233,1.1318675778258975,6.105263157894737
D5_RESISTANCE_TIGHTEN,Ticker,TMPV.NS,3,0.0,,-849.6027124639263,-1.0707402499546317,-1.0326161226313493,0.0,3.0
D5_RESISTANCE_TIGHTEN,Ticker,WIPRO.NS,9,33.33333333333333,1043.1345726493685,-416.37224306121806,0.08168838653521286,-0.432513538691204,1.2526466281471114,5.555555555555555
D6_HYBRID_DYNAMIC,Ticker,AXISBANK.NS,23,30.434782608695656,1421.666441805786,-530.8337690749527,0.07133238047176534,-0.32627481557238736,1.1717021495710631,6.391304347826087
D6_HYBRID_DYNAMIC,Ticker,BEL.NS,9,22.22222222222222,1629.2191791910755,-486.82425984414493,-0.013041263311918941,-0.39771133667163777,0.9561791234553889,4.333333333333333
D6_HYBRID_DYNAMIC,Ticker,CIPLA.NS,10,40.0,1676.672058552768,-207.15333036454993,0.7152387424019568,-0.1920823772237069,5.395913116151366,8.4
D6_HYBRID_DYNAMIC,Ticker,HAL.NS,10,30.0,1221.2337863806881,-393.5214962416612,0.118376657268766,-0.26609165655113526,1.330005891539545,4.3
D6_HYBRID_DYNAMIC,Ticker,HCLTECH.NS,15,26.666666666666668,1424.396906198704,-406.64704914398584,-0.029077089002854925,-0.28992560682420276,1.2737397515494644,6.733333333333333
D6_HYBRID_DYNAMIC,Ticker,HDFCBANK.NS,19,21.052631578947366,884.8509994543454,-218.4692587454422,0.06061579316239062,-0.23235424925061676,1.0800616428881507,7.7894736842105265
D6_HYBRID_DYNAMIC,Ticker,HINDUNILVR.NS,14,21.428571428571427,937.2141805631669,-219.28512100343366,0.033424385715037974,-0.26769660539011214,1.1656233959545113,6.142857142857143
D6_HYBRID_DYNAMIC,Ticker,ICICIBANK.NS,22,13.636363636363635,839.3135699149731,-361.1212878835836,-0.31261903907317645,-0.34440535272440453,0.36697696783927825,3.909090909090909
D6_HYBRID_DYNAMIC,Ticker,INFY.NS,25,36.0,1247.604340202723,-296.9793113784434,0.3469840824805732,-0.11029761124627117,2.3630516149650247,7.16
D6_HYBRID_DYNAMIC,Ticker,ITC.NS,9,11.11111111111111,2034.6452315912059,-284.80811887903724,-0.06224279387599669,-0.22147008119434058,0.8929894798993395,4.111111111111111
D6_HYBRID_DYNAMIC,Ticker,LT.NS,19,31.57894736842105,921.631465790868,-383.1687427282202,0.010330561250923213,-0.3003973550735287,1.110133268694796,5.894736842105263
D6_HYBRID_DYNAMIC,Ticker,M&M.NS,13,38.46153846153847,1142.923997940346,-364.7317451432757,0.2881849376820124,-0.35658795949902994,1.958501030482309,5.461538461538462
D6_HYBRID_DYNAMIC,Ticker,MARUTI.NS,17,17.647058823529413,1284.572309942237,-209.7255249423412,0.05509356325075479,-0.24256189402207984,1.312503545113546,5.176470588235294
D6_HYBRID_DYNAMIC,Ticker,SBIN.NS,25,12.0,1653.9679811352573,-316.8795569387349,-0.1160925764559055,-0.3869992699802047,0.7117565125232482,4.52
D6_HYBRID_DYNAMIC,Ticker,SUNPHARMA.NS,10,20.0,328.7306087077849,-215.62254413598373,-0.14870230209218419,-0.2854027713276116,0.3811412786462496,7.0
D6_HYBRID_DYNAMIC,Ticker,TCS.NS,16,31.25,528.5903072831204,-276.6443991575039,-0.007664106385239788,-0.2940339750445976,0.8685096182103936,4.625
D6_HYBRID_DYNAMIC,Ticker,TITAN.NS,19,26.31578947368421,1108.9464270375656,-335.74474826493946,0.10343485722787146,-0.30323381170492014,1.1796232030948417,6.052631578947368
D6_HYBRID_DYNAMIC,Ticker,TMPV.NS,3,0.0,,-430.79224648044686,-0.5422679015442776,-0.38065155650611854,0.0,2.0
D6_HYBRID_DYNAMIC,Ticker,WIPRO.NS,9,33.33333333333333,1040.2590453531059,-415.26440458234794,0.0816883877948688,-0.432513538691204,1.2525261422290048,5.555555555555555
