Calibration Year,As Of Date,Calibration Data End Date,Cohort Level,Observations,Eligible,Setup,Market Regime,Technical Band,Actionability Band,T1 Successes,P(T1 Before Stop),T1 Q25,T1 Median,T1 Q75,T2 Successes,P(T2 Before Stop),T2 Q25,T2 Median,T2 Q75,Cohort
2020,2020-01-01,2019-12-06,2,2,False,BREAKOUT,BULL,,,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL
2020,2020-01-01,2019-12-06,2,6,False,BREAKOUT,STRONG BULL,,,3,0.5,19.5,30.0,38.0,2,0.375,41.25,45.5,49.75,BREAKOUT|STRONG BULL
2020,2020-01-01,2019-12-06,2,96,True,PULLBACK,BULL,,,34,0.35714285714285715,6.25,9.0,13.75,29,0.30612244897959184,8.0,11.0,25.0,PULLBACK|BULL
2020,2020-01-01,2019-12-06,2,155,True,PULLBACK,NEUTRAL,,,42,0.27388535031847133,4.5,9.0,12.75,33,0.21656050955414013,8.0,13.0,21.0,PULLBACK|NEUTRAL
2020,2020-01-01,2019-12-06,2,198,True,PULLBACK,STRONG BULL,,,90,0.455,7.0,10.0,20.75,74,0.375,10.0,15.0,23.75,PULLBACK|STRONG BULL
2020,2020-01-01,2019-12-06,3,8,False,BREAKOUT,,,,5,0.6,18.0,26.0,30.0,4,0.5,37.0,45.5,56.25,BREAKOUT
2020,2020-01-01,2019-12-06,3,449,True,PULLBACK,,,,166,0.37028824833702884,6.0,10.0,17.0,136,0.30376940133037694,8.0,14.0,23.25,PULLBACK
2020,2020-01-01,2019-12-06,4,457,True,,,,,171,0.3747276688453159,6.0,10.0,17.5,140,0.30718954248366015,8.75,14.5,25.25,OVERALL
2021,2021-01-01,2020-12-22,1,2,False,BREAKOUT,BULL,80-89,80-89,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL|80-89|80-89
2021,2021-01-01,2020-12-22,1,1,False,BREAKOUT,NEUTRAL,70-79,70-79,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL|70-79|70-79
2021,2021-01-01,2020-12-22,1,1,False,BREAKOUT,STRONG BULL,70-79,80-89,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|STRONG BULL|70-79|80-89
2021,2021-01-01,2020-12-22,1,2,False,BREAKOUT,STRONG BULL,70-79,90-100,1,0.5,30.0,30.0,30.0,1,0.5,37.0,37.0,37.0,BREAKOUT|STRONG BULL|70-79|90-100
2021,2021-01-01,2020-12-22,1,6,False,BREAKOUT,STRONG BULL,80-89,80-89,3,0.5,13.5,18.0,32.0,2,0.375,29.25,37.5,45.75,BREAKOUT|STRONG BULL|80-89|80-89
2021,2021-01-01,2020-12-22,1,18,False,PULLBACK,BULL,70-79,70-79,6,0.35,8.25,11.0,16.0,6,0.35,10.0,15.0,23.75,PULLBACK|BULL|70-79|70-79
2021,2021-01-01,2020-12-22,1,49,True,PULLBACK,BULL,70-79,80-89,20,0.4117647058823529,5.5,8.0,12.5,19,0.39215686274509803,6.0,11.0,26.0,PULLBACK|BULL|70-79|80-89
2021,2021-01-01,2020-12-22,1,20,False,PULLBACK,BULL,70-79,90-100,7,0.36363636363636365,10.5,12.0,17.5,4,0.22727272727272727,11.0,16.0,21.5,PULLBACK|BULL|70-79|90-100
2021,2021-01-01,2020-12-22,1,1,False,PULLBACK,BULL,80-89,70-79,1,0.6666666666666666,11.0,11.0,11.0,0,0.3333333333333333,,,,PULLBACK|BULL|80-89|70-79
2021,2021-01-01,2020-12-22,1,7,False,PULLBACK,BULL,80-89,80-89,3,0.4444444444444444,7.5,9.0,15.0,2,0.3333333333333333,8.25,8.5,8.75,PULLBACK|BULL|80-89|80-89
2021,2021-01-01,2020-12-22,1,7,False,PULLBACK,BULL,80-89,90-100,2,0.3333333333333333,21.5,22.0,22.5,1,0.2222222222222222,34.0,34.0,34.0,PULLBACK|BULL|80-89|90-100
2021,2021-01-01,2020-12-22,1,28,False,PULLBACK,NEUTRAL,70-79,70-79,4,0.16666666666666666,8.75,10.0,11.5,4,0.16666666666666666,14.0,15.5,16.25,PULLBACK|NEUTRAL|70-79|70-79
2021,2021-01-01,2020-12-22,1,86,True,PULLBACK,NEUTRAL,70-79,80-89,31,0.36363636363636365,4.0,9.0,13.0,26,0.3068181818181818,8.5,15.0,24.5,PULLBACK|NEUTRAL|70-79|80-89
2021,2021-01-01,2020-12-22,1,19,False,PULLBACK,NEUTRAL,70-79,90-100,5,0.2857142857142857,8.0,13.0,13.0,5,0.2857142857142857,14.0,21.0,23.0,PULLBACK|NEUTRAL|70-79|90-100
2021,2021-01-01,2020-12-22,1,30,True,PULLBACK,NEUTRAL,80-89,80-89,9,0.3125,7.0,8.0,19.0,3,0.125,6.5,8.0,9.5,PULLBACK|NEUTRAL|80-89|80-89
2021,2021-01-01,2020-12-22,1,8,False,PULLBACK,NEUTRAL,80-89,90-100,0,0.1,,,,0,0.1,,,,PULLBACK|NEUTRAL|80-89|90-100
2021,2021-01-01,2020-12-22,1,8,False,PULLBACK,STRONG BULL,70-79,70-79,4,0.5,7.0,9.0,11.0,3,0.4,7.0,10.0,12.0,PULLBACK|STRONG BULL|70-79|70-79
2021,2021-01-01,2020-12-22,1,121,True,PULLBACK,STRONG BULL,70-79,80-89,54,0.44715447154471544,6.0,9.5,17.0,48,0.3983739837398374,9.0,14.5,21.0,PULLBACK|STRONG BULL|70-79|80-89
2021,2021-01-01,2020-12-22,1,59,True,PULLBACK,STRONG BULL,70-79,90-100,26,0.4426229508196721,8.0,18.0,33.25,22,0.3770491803278688,14.25,20.0,49.25,PULLBACK|STRONG BULL|70-79|90-100
2021,2021-01-01,2020-12-22,1,1,False,PULLBACK,STRONG BULL,80-89,70-79,0,0.3333333333333333,,,,0,0.3333333333333333,,,,PULLBACK|STRONG BULL|80-89|70-79
2021,2021-01-01,2020-12-22,1,19,False,PULLBACK,STRONG BULL,80-89,80-89,8,0.42857142857142855,5.0,5.0,6.75,6,0.3333333333333333,5.25,6.0,11.25,PULLBACK|STRONG BULL|80-89|80-89
2021,2021-01-01,2020-12-22,1,11,False,PULLBACK,STRONG BULL,80-89,90-100,6,0.5384615384615384,10.0,11.0,12.0,2,0.23076923076923078,15.0,16.0,17.0,PULLBACK|STRONG BULL|80-89|90-100
2021,2021-01-01,2020-12-22,2,2,False,BREAKOUT,BULL,,,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL
2021,2021-01-01,2020-12-22,2,1,False,BREAKOUT,NEUTRAL,,,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL
2021,2021-01-01,2020-12-22,2,9,False,BREAKOUT,STRONG BULL,,,4,0.45454545454545453,15.75,24.0,34.0,3,0.36363636363636365,29.0,37.0,45.5,BREAKOUT|STRONG BULL
2021,2021-01-01,2020-12-22,2,102,True,PULLBACK,BULL,,,39,0.38461538461538464,7.0,10.0,18.0,32,0.3173076923076923,8.0,12.5,26.0,PULLBACK|BULL
2021,2021-01-01,2020-12-22,2,171,True,PULLBACK,NEUTRAL,,,49,0.28901734104046245,6.0,9.0,13.0,38,0.2254335260115607,9.25,14.5,23.0,PULLBACK|NEUTRAL
2021,2021-01-01,2020-12-22,2,219,True,PULLBACK,STRONG BULL,,,98,0.4479638009049774,6.0,10.0,19.5,81,0.37104072398190047,9.0,15.0,23.0,PULLBACK|STRONG BULL
2021,2021-01-01,2020-12-22,3,12,False,BREAKOUT,,,,6,0.5,18.0,22.0,29.0,5,0.42857142857142855,37.0,37.0,54.0,BREAKOUT
2021,2021-01-01,2020-12-22,3,492,True,PULLBACK,,,,186,0.3785425101214575,6.0,10.0,16.75,151,0.3076923076923077,9.0,14.0,23.0,PULLBACK
2021,2021-01-01,2020-12-22,4,504,True,,,,,192,0.3814229249011858,6.75,10.0,17.25,156,0.3102766798418972,9.0,15.0,25.0,OVERALL
2022,2022-01-03,2021-12-06,1,2,False,BREAKOUT,BULL,80-89,80-89,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL|80-89|80-89
2022,2022-01-03,2021-12-06,1,1,False,BREAKOUT,NEUTRAL,70-79,70-79,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL|70-79|70-79
2022,2022-01-03,2021-12-06,1,1,False,BREAKOUT,STRONG BULL,70-79,80-89,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|STRONG BULL|70-79|80-89
2022,2022-01-03,2021-12-06,1,2,False,BREAKOUT,STRONG BULL,70-79,90-100,1,0.5,30.0,30.0,30.0,1,0.5,37.0,37.0,37.0,BREAKOUT|STRONG BULL|70-79|90-100
2022,2022-01-03,2021-12-06,1,6,False,BREAKOUT,STRONG BULL,80-89,80-89,3,0.5,13.5,18.0,32.0,2,0.375,29.25,37.5,45.75,BREAKOUT|STRONG BULL|80-89|80-89
2022,2022-01-03,2021-12-06,1,18,False,PULLBACK,BULL,70-79,70-79,6,0.35,8.25,11.0,16.0,6,0.35,10.0,15.0,23.75,PULLBACK|BULL|70-79|70-79
2022,2022-01-03,2021-12-06,1,56,True,PULLBACK,BULL,70-79,80-89,25,0.4482758620689655,4.0,8.0,14.0,23,0.41379310344827586,5.0,11.0,25.0,PULLBACK|BULL|70-79|80-89
2022,2022-01-03,2021-12-06,1,21,False,PULLBACK,BULL,70-79,90-100,8,0.391304347826087,8.75,11.5,16.75,5,0.2608695652173913,8.0,12.0,20.0,PULLBACK|BULL|70-79|90-100
2022,2022-01-03,2021-12-06,1,2,False,PULLBACK,BULL,80-89,70-79,1,0.5,11.0,11.0,11.0,0,0.25,,,,PULLBACK|BULL|80-89|70-79
2022,2022-01-03,2021-12-06,1,7,False,PULLBACK,BULL,80-89,80-89,3,0.4444444444444444,7.5,9.0,15.0,2,0.3333333333333333,8.25,8.5,8.75,PULLBACK|BULL|80-89|80-89
2022,2022-01-03,2021-12-06,1,8,False,PULLBACK,BULL,80-89,90-100,3,0.4,12.0,21.0,22.0,2,0.3,12.25,19.5,26.75,PULLBACK|BULL|80-89|90-100
2022,2022-01-03,2021-12-06,1,28,False,PULLBACK,NEUTRAL,70-79,70-79,4,0.16666666666666666,8.75,10.0,11.5,4,0.16666666666666666,14.0,15.5,16.25,PULLBACK|NEUTRAL|70-79|70-79
2022,2022-01-03,2021-12-06,1,99,True,PULLBACK,NEUTRAL,70-79,80-89,34,0.3465346534653465,4.0,9.5,14.0,29,0.297029702970297,10.0,21.0,30.0,PULLBACK|NEUTRAL|70-79|80-89
2022,2022-01-03,2021-12-06,1,23,False,PULLBACK,NEUTRAL,70-79,90-100,7,0.32,10.5,13.0,22.0,7,0.32,17.5,23.0,24.0,PULLBACK|NEUTRAL|70-79|90-100
2022,2022-01-03,2021-12-06,1,32,True,PULLBACK,NEUTRAL,80-89,80-89,9,0.29411764705882354,7.0,8.0,19.0,3,0.11764705882352941,6.5,8.0,9.5,PULLBACK|NEUTRAL|80-89|80-89
2022,2022-01-03,2021-12-06,1,8,False,PULLBACK,NEUTRAL,80-89,90-100,0,0.1,,,,0,0.1,,,,PULLBACK|NEUTRAL|80-89|90-100
2022,2022-01-03,2021-12-06,1,9,False,PULLBACK,STRONG BULL,70-79,70-79,4,0.45454545454545453,7.0,9.0,11.0,3,0.36363636363636365,7.0,10.0,12.0,PULLBACK|STRONG BULL|70-79|70-79
2022,2022-01-03,2021-12-06,1,141,True,PULLBACK,STRONG BULL,70-79,80-89,64,0.45454545454545453,6.0,10.0,18.25,58,0.4125874125874126,9.0,15.0,21.0,PULLBACK|STRONG BULL|70-79|80-89
2022,2022-01-03,2021-12-06,1,81,True,PULLBACK,STRONG BULL,70-79,90-100,39,0.4819277108433735,7.0,14.0,30.5,35,0.43373493975903615,10.0,17.0,31.0,PULLBACK|STRONG BULL|70-79|90-100
2022,2022-01-03,2021-12-06,1,2,False,PULLBACK,STRONG BULL,80-89,70-79,1,0.5,18.0,18.0,18.0,1,0.5,20.0,20.0,20.0,PULLBACK|STRONG BULL|80-89|70-79
2022,2022-01-03,2021-12-06,1,22,False,PULLBACK,STRONG BULL,80-89,80-89,11,0.5,5.0,5.0,11.5,9,0.4166666666666667,6.0,6.0,17.0,PULLBACK|STRONG BULL|80-89|80-89
2022,2022-01-03,2021-12-06,1,11,False,PULLBACK,STRONG BULL,80-89,90-100,6,0.5384615384615384,10.0,11.0,12.0,2,0.23076923076923078,15.0,16.0,17.0,PULLBACK|STRONG BULL|80-89|90-100
2022,2022-01-03,2021-12-06,2,2,False,BREAKOUT,BULL,,,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL
2022,2022-01-03,2021-12-06,2,1,False,BREAKOUT,NEUTRAL,,,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL
2022,2022-01-03,2021-12-06,2,9,False,BREAKOUT,STRONG BULL,,,4,0.45454545454545453,15.75,24.0,34.0,3,0.36363636363636365,29.0,37.0,45.5,BREAKOUT|STRONG BULL
2022,2022-01-03,2021-12-06,2,112,True,PULLBACK,BULL,,,46,0.41228070175438597,6.0,10.0,17.75,38,0.34210526315789475,7.0,11.5,25.0,PULLBACK|BULL
2022,2022-01-03,2021-12-06,2,190,True,PULLBACK,NEUTRAL,,,54,0.2864583333333333,7.0,10.0,14.0,43,0.22916666666666666,10.0,17.0,25.0,PULLBACK|NEUTRAL
2022,2022-01-03,2021-12-06,2,266,True,PULLBACK,STRONG BULL,,,125,0.4701492537313433,6.0,10.0,20.0,108,0.40671641791044777,9.0,15.0,23.25,PULLBACK|STRONG BULL
2022,2022-01-03,2021-12-06,3,12,False,BREAKOUT,,,,6,0.5,18.0,22.0,29.0,5,0.42857142857142855,37.0,37.0,54.0,BREAKOUT
2022,2022-01-03,2021-12-06,3,568,True,PULLBACK,,,,225,0.39649122807017545,6.0,10.0,19.0,189,0.3333333333333333,8.0,15.0,25.0,PULLBACK
2022,2022-01-03,2021-12-06,4,580,True,,,,,231,0.39862542955326463,6.0,10.0,19.0,194,0.33505154639175255,9.0,15.0,25.0,OVERALL
2023,2023-01-02,2022-12-22,1,2,False,BREAKOUT,BULL,80-89,80-89,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL|80-89|80-89
2023,2023-01-02,2022-12-22,1,1,False,BREAKOUT,NEUTRAL,70-79,70-79,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL|70-79|70-79
2023,2023-01-02,2022-12-22,1,1,False,BREAKOUT,STRONG BULL,70-79,80-89,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|STRONG BULL|70-79|80-89
2023,2023-01-02,2022-12-22,1,2,False,BREAKOUT,STRONG BULL,70-79,90-100,1,0.5,30.0,30.0,30.0,1,0.5,37.0,37.0,37.0,BREAKOUT|STRONG BULL|70-79|90-100
2023,2023-01-02,2022-12-22,1,6,False,BREAKOUT,STRONG BULL,80-89,80-89,3,0.5,13.5,18.0,32.0,2,0.375,29.25,37.5,45.75,BREAKOUT|STRONG BULL|80-89|80-89
2023,2023-01-02,2022-12-22,1,18,False,PULLBACK,BULL,70-79,70-79,6,0.35,8.25,11.0,16.0,6,0.35,10.0,15.0,23.75,PULLBACK|BULL|70-79|70-79
2023,2023-01-02,2022-12-22,1,63,True,PULLBACK,BULL,70-79,80-89,27,0.4307692307692308,4.5,8.0,14.0,23,0.36923076923076925,5.0,11.0,25.0,PULLBACK|BULL|70-79|80-89
2023,2023-01-02,2022-12-22,1,25,False,PULLBACK,BULL,70-79,90-100,11,0.4444444444444444,10.5,12.0,15.0,5,0.2222222222222222,8.0,12.0,20.0,PULLBACK|BULL|70-79|90-100
2023,2023-01-02,2022-12-22,1,2,False,PULLBACK,BULL,80-89,70-79,1,0.5,11.0,11.0,11.0,0,0.25,,,,PULLBACK|BULL|80-89|70-79
2023,2023-01-02,2022-12-22,1,7,False,PULLBACK,BULL,80-89,80-89,3,0.4444444444444444,7.5,9.0,15.0,2,0.3333333333333333,8.25,8.5,8.75,PULLBACK|BULL|80-89|80-89
2023,2023-01-02,2022-12-22,1,11,False,PULLBACK,BULL,80-89,90-100,3,0.3076923076923077,12.0,21.0,22.0,2,0.23076923076923078,12.25,19.5,26.75,PULLBACK|BULL|80-89|90-100
2023,2023-01-02,2022-12-22,1,32,True,PULLBACK,NEUTRAL,70-79,70-79,4,0.14705882352941177,8.75,10.0,11.5,4,0.14705882352941177,14.0,15.5,16.25,PULLBACK|NEUTRAL|70-79|70-79
2023,2023-01-02,2022-12-22,1,112,True,PULLBACK,NEUTRAL,70-79,80-89,35,0.3157894736842105,4.0,10.0,14.0,30,0.2719298245614035,10.0,19.0,29.25,PULLBACK|NEUTRAL|70-79|80-89
2023,2023-01-02,2022-12-22,1,25,False,PULLBACK,NEUTRAL,70-79,90-100,7,0.2962962962962963,10.5,13.0,22.0,7,0.2962962962962963,17.5,23.0,24.0,PULLBACK|NEUTRAL|70-79|90-100
2023,2023-01-02,2022-12-22,1,36,True,PULLBACK,NEUTRAL,80-89,80-89,10,0.2894736842105263,7.25,9.0,19.75,3,0.10526315789473684,6.5,8.0,9.5,PULLBACK|NEUTRAL|80-89|80-89
2023,2023-01-02,2022-12-22,1,9,False,PULLBACK,NEUTRAL,80-89,90-100,0,0.09090909090909091,,,,0,0.09090909090909091,,,,PULLBACK|NEUTRAL|80-89|90-100
2023,2023-01-02,2022-12-22,1,12,False,PULLBACK,STRONG BULL,70-79,70-79,5,0.42857142857142855,8.0,10.0,14.0,3,0.2857142857142857,7.0,10.0,12.0,PULLBACK|STRONG BULL|70-79|70-79
2023,2023-01-02,2022-12-22,1,162,True,PULLBACK,STRONG BULL,70-79,80-89,74,0.4573170731707317,6.0,10.0,18.0,65,0.4024390243902439,9.0,15.0,21.0,PULLBACK|STRONG BULL|70-79|80-89
2023,2023-01-02,2022-12-22,1,91,True,PULLBACK,STRONG BULL,70-79,90-100,42,0.46236559139784944,7.25,12.5,28.25,37,0.40860215053763443,10.0,17.0,31.0,PULLBACK|STRONG BULL|70-79|90-100
2023,2023-01-02,2022-12-22,1,2,False,PULLBACK,STRONG BULL,80-89,70-79,1,0.5,18.0,18.0,18.0,1,0.5,20.0,20.0,20.0,PULLBACK|STRONG BULL|80-89|70-79
2023,2023-01-02,2022-12-22,1,25,False,PULLBACK,STRONG BULL,80-89,80-89,12,0.48148148148148145,5.0,5.0,10.25,10,0.4074074074074074,5.25,6.0,16.0,PULLBACK|STRONG BULL|80-89|80-89
2023,2023-01-02,2022-12-22,1,14,False,PULLBACK,STRONG BULL,80-89,90-100,6,0.4375,10.0,11.0,12.0,2,0.1875,15.0,16.0,17.0,PULLBACK|STRONG BULL|80-89|90-100
2023,2023-01-02,2022-12-22,2,2,False,BREAKOUT,BULL,,,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL
2023,2023-01-02,2022-12-22,2,1,False,BREAKOUT,NEUTRAL,,,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL
2023,2023-01-02,2022-12-22,2,9,False,BREAKOUT,STRONG BULL,,,4,0.45454545454545453,15.75,24.0,34.0,3,0.36363636363636365,29.0,37.0,45.5,BREAKOUT|STRONG BULL
2023,2023-01-02,2022-12-22,2,126,True,PULLBACK,BULL,,,51,0.40625,6.0,10.0,16.5,38,0.3046875,7.0,11.5,25.0,PULLBACK|BULL
2023,2023-01-02,2022-12-22,2,214,True,PULLBACK,NEUTRAL,,,56,0.2638888888888889,7.0,10.0,14.75,44,0.20833333333333334,10.0,16.5,25.0,PULLBACK|NEUTRAL
2023,2023-01-02,2022-12-22,2,306,True,PULLBACK,STRONG BULL,,,140,0.4577922077922078,6.0,10.0,19.25,118,0.38636363636363635,9.0,15.0,21.0,PULLBACK|STRONG BULL
2023,2023-01-02,2022-12-22,3,12,False,BREAKOUT,,,,6,0.5,18.0,22.0,29.0,5,0.42857142857142855,37.0,37.0,54.0,BREAKOUT
2023,2023-01-02,2022-12-22,3,646,True,PULLBACK,,,,247,0.38271604938271603,6.0,10.0,18.5,200,0.3101851851851852,8.75,15.0,23.25,PULLBACK
2023,2023-01-02,2022-12-22,4,658,True,,,,,253,0.38484848484848483,6.0,10.0,19.0,205,0.31212121212121213,9.0,15.0,25.0,OVERALL
2024,2024-01-01,2023-12-15,1,2,False,BREAKOUT,BULL,70-79,80-89,0,0.25,,,,0,0.25,,,,BREAKOUT|BULL|70-79|80-89
2024,2024-01-01,2023-12-15,1,2,False,BREAKOUT,BULL,80-89,80-89,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL|80-89|80-89
2024,2024-01-01,2023-12-15,1,1,False,BREAKOUT,NEUTRAL,70-79,70-79,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL|70-79|70-79
2024,2024-01-01,2023-12-15,1,1,False,BREAKOUT,STRONG BULL,70-79,80-89,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|STRONG BULL|70-79|80-89
2024,2024-01-01,2023-12-15,1,2,False,BREAKOUT,STRONG BULL,70-79,90-100,1,0.5,30.0,30.0,30.0,1,0.5,37.0,37.0,37.0,BREAKOUT|STRONG BULL|70-79|90-100
2024,2024-01-01,2023-12-15,1,7,False,BREAKOUT,STRONG BULL,80-89,80-89,4,0.5555555555555556,15.75,18.5,25.75,3,0.4444444444444444,20.5,21.0,37.5,BREAKOUT|STRONG BULL|80-89|80-89
2024,2024-01-01,2023-12-15,1,18,False,PULLBACK,BULL,70-79,70-79,6,0.35,8.25,11.0,16.0,6,0.35,10.0,15.0,23.75,PULLBACK|BULL|70-79|70-79
2024,2024-01-01,2023-12-15,1,65,True,PULLBACK,BULL,70-79,80-89,27,0.417910447761194,4.5,8.0,14.0,23,0.3582089552238806,5.0,11.0,25.0,PULLBACK|BULL|70-79|80-89
2024,2024-01-01,2023-12-15,1,27,False,PULLBACK,BULL,70-79,90-100,12,0.4482758620689655,9.25,12.0,14.5,6,0.2413793103448276,8.0,10.0,18.0,PULLBACK|BULL|70-79|90-100
2024,2024-01-01,2023-12-15,1,2,False,PULLBACK,BULL,80-89,70-79,1,0.5,11.0,11.0,11.0,0,0.25,,,,PULLBACK|BULL|80-89|70-79
2024,2024-01-01,2023-12-15,1,8,False,PULLBACK,BULL,80-89,80-89,4,0.5,5.75,7.5,12.0,3,0.4,8.5,9.0,25.0,PULLBACK|BULL|80-89|80-89
2024,2024-01-01,2023-12-15,1,11,False,PULLBACK,BULL,80-89,90-100,3,0.3076923076923077,12.0,21.0,22.0,2,0.23076923076923078,12.25,19.5,26.75,PULLBACK|BULL|80-89|90-100
2024,2024-01-01,2023-12-15,1,34,True,PULLBACK,NEUTRAL,70-79,70-79,4,0.1388888888888889,8.75,10.0,11.5,4,0.1388888888888889,14.0,15.5,16.25,PULLBACK|NEUTRAL|70-79|70-79
2024,2024-01-01,2023-12-15,1,127,True,PULLBACK,NEUTRAL,70-79,80-89,38,0.3023255813953488,4.0,10.0,14.0,30,0.24031007751937986,10.0,19.0,29.25,PULLBACK|NEUTRAL|70-79|80-89
2024,2024-01-01,2023-12-15,1,29,False,PULLBACK,NEUTRAL,70-79,90-100,8,0.2903225806451613,7.75,13.0,21.5,8,0.2903225806451613,12.75,22.0,23.5,PULLBACK|NEUTRAL|70-79|90-100
2024,2024-01-01,2023-12-15,1,39,True,PULLBACK,NEUTRAL,80-89,80-89,12,0.3170731707317073,7.75,9.0,19.25,3,0.0975609756097561,6.5,8.0,9.5,PULLBACK|NEUTRAL|80-89|80-89
2024,2024-01-01,2023-12-15,1,9,False,PULLBACK,NEUTRAL,80-89,90-100,0,0.09090909090909091,,,,0,0.09090909090909091,,,,PULLBACK|NEUTRAL|80-89|90-100
2024,2024-01-01,2023-12-15,1,12,False,PULLBACK,STRONG BULL,70-79,70-79,5,0.42857142857142855,8.0,10.0,14.0,3,0.2857142857142857,7.0,10.0,12.0,PULLBACK|STRONG BULL|70-79|70-79
2024,2024-01-01,2023-12-15,1,186,True,PULLBACK,STRONG BULL,70-79,80-89,83,0.44680851063829785,6.0,9.0,18.0,74,0.39893617021276595,9.0,13.5,21.0,PULLBACK|STRONG BULL|70-79|80-89
2024,2024-01-01,2023-12-15,1,98,True,PULLBACK,STRONG BULL,70-79,90-100,46,0.47,7.25,14.5,29.25,39,0.4,10.0,17.0,29.0,PULLBACK|STRONG BULL|70-79|90-100
2024,2024-01-01,2023-12-15,1,2,False,PULLBACK,STRONG BULL,80-89,70-79,1,0.5,18.0,18.0,18.0,1,0.5,20.0,20.0,20.0,PULLBACK|STRONG BULL|80-89|70-79
2024,2024-01-01,2023-12-15,1,29,False,PULLBACK,STRONG BULL,80-89,80-89,14,0.4838709677419355,5.0,5.0,8.25,12,0.41935483870967744,5.75,7.0,14.0,PULLBACK|STRONG BULL|80-89|80-89
2024,2024-01-01,2023-12-15,1,16,False,PULLBACK,STRONG BULL,80-89,90-100,8,0.5,5.75,10.0,12.0,4,0.2777777777777778,6.75,10.5,15.0,PULLBACK|STRONG BULL|80-89|90-100
2024,2024-01-01,2023-12-15,2,4,False,BREAKOUT,BULL,,,2,0.5,20.0,22.0,24.0,2,0.5,43.5,50.0,56.5,BREAKOUT|BULL
2024,2024-01-01,2023-12-15,2,1,False,BREAKOUT,NEUTRAL,,,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL
2024,2024-01-01,2023-12-15,2,10,False,BREAKOUT,STRONG BULL,,,5,0.5,18.0,19.0,30.0,4,0.4166666666666667,20.75,29.0,41.25,BREAKOUT|STRONG BULL
2024,2024-01-01,2023-12-15,2,131,True,PULLBACK,BULL,,,53,0.40601503759398494,6.0,10.0,16.0,40,0.3082706766917293,7.0,11.5,25.25,PULLBACK|BULL
2024,2024-01-01,2023-12-15,2,238,True,PULLBACK,NEUTRAL,,,62,0.2625,7.0,10.0,17.0,45,0.19166666666666668,10.0,16.0,25.0,PULLBACK|NEUTRAL
2024,2024-01-01,2023-12-15,2,343,True,PULLBACK,STRONG BULL,,,157,0.4579710144927536,6.0,10.0,19.0,133,0.3884057971014493,8.0,14.0,21.0,PULLBACK|STRONG BULL
2024,2024-01-01,2023-12-15,3,15,False,BREAKOUT,,,,7,0.47058823529411764,18.0,19.0,28.0,6,0.4117647058823529,25.0,37.0,49.75,BREAKOUT
2024,2024-01-01,2023-12-15,3,712,True,PULLBACK,,,,272,0.38235294117647056,6.0,10.0,18.25,218,0.3067226890756303,8.0,14.0,23.0,PULLBACK
2024,2024-01-01,2023-12-15,4,727,True,,,,,279,0.3840877914951989,6.0,10.0,19.0,224,0.30864197530864196,8.0,14.0,24.25,OVERALL
2025,2025-01-01,2024-12-30,1,2,False,BREAKOUT,BULL,70-79,80-89,0,0.25,,,,0,0.25,,,,BREAKOUT|BULL|70-79|80-89
2025,2025-01-01,2024-12-30,1,2,False,BREAKOUT,BULL,80-89,80-89,2,0.75,20.0,22.0,24.0,2,0.75,43.5,50.0,56.5,BREAKOUT|BULL|80-89|80-89
2025,2025-01-01,2024-12-30,1,1,False,BREAKOUT,NEUTRAL,70-79,70-79,0,0.3333333333333333,,,,0,0.3333333333333333,,,,BREAKOUT|NEUTRAL|70-79|70-79
2025,2025-01-01,2024-12-30,1,2,False,BREAKOUT,STRONG BULL,70-79,80-89,0,0.25,,,,0,0.25,,,,BREAKOUT|STRONG BULL|70-79|80-89
